I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.14,0.042,-0.098,,,,,,,,,
0.15,0.038,-0.111,,,,,,,,,
0.153,0.04,-0.112,,,,,,,,,
0.157,0.039,-0.118,,,,,,,,,
0.16,0.04,-0.12,,,,,,,,,
0.167,0.039,-0.128,,,,,,,,,
0.173,0.04,-0.132,,,,,,,,,
0.174,0.029,-0.145,,,,,,,,,
0.209,0.039,-0.169,,,,,,,,,
0.242,0.083,-0.159,,,,,,,,,
0.245,0.089,-0.156,,,,,,,,,
0.239,0.09,-0.149,,,,,,,,,
0.235,0.089,-0.145,,,,,,,,,
0.229,0.09,-0.139,,,,,,,,,
0.224,0.089,-0.135,,,,,,,,,
0.214,0.091,-0.123,,,,,,,,,
0.19,0.083,-0.107,,,,,,,,,
0.166,0.076,-0.09,,,,,,,,,
0.19,0.108,-0.082,,,,,,,,,
0.202,0.109,-0.092,,,,,,,,,
0.188,0.098,-0.088,,,,,,,,,
0.185,0.095,-0.09,,,,,,,,,
0.179,0.089,-0.09,,,,,,,,,
0.168,0.081,-0.087,,,,,,,,,
0.154,0.075,-0.079,,,,,,,,,
0.148,0.071,-0.077,,,,,,,,,
0.135,0.062,-0.072,,,,,,,,,
0.122,0.056,-0.065,,,,,,,,,
0.115,0.052,-0.062,,,,,,,,,
0.103,0.044,-0.058,,,,,,,,,
0.092,0.036,-0.055,,,,,,,,,
0.086,0.033,-0.053,,,,,,,,,
0.079,0.029,-0.05,,,,,,,,,
0.079,0.03,-0.048,,,,,,,,,
0.074,0.029,-0.044,,,,,,,,,
0.076,0.03,-0.045,,,,,,,,,
0.07,0.029,-0.041,,,,,,,,,
0.067,0.03,-0.037,,,,,,,,,
0.063,0.028,-0.034,,,,,,,,,
0.057,0.024,-0.032,,,,,,,,,
0.054,0.024,-0.029,,,,,,,,,
0.052,0.025,-0.027,,,,,,,,,
0.049,0.024,-0.024,,,,,,,,,
0.046,0.025,-0.021,,,,,,,,,
0.043,0.025,-0.018,,,,,,,,,
0.04,0.024,-0.016,,,,,,,,,
0.013,0.008,-0.005,,,,,,,,,
0.003,-0.006,-0.009,,,,,,,,,
0.012,-0.023,-0.035,,,,,,,,,
0.002,-0.033,-0.035,,,,,,,,,
0.005,-0.029,-0.034,,,,,,,,,
0.004,-0.03,-0.035,,,,,,,,,
0.005,-0.029,-0.035,,,,,,,,,
0.002,-0.03,-0.032,,,,,,,,,
0.003,-0.025,-0.029,,,,,,,,,
0.005,-0.025,-0.03,,,,,,,,,
0.004,-0.024,-0.029,,,,,,,,,
0.004,-0.025,-0.029,,,,,,,,,
0.0,-0.022,-0.023,,,,,,,,,
0.002,-0.015,-0.018,,,,,,,,,
0.002,-0.012,-0.015,,,,,,,,,
0.0,-0.008,-0.009,,,,,,,,,
0.002,-0.002,-0.005,,,,,,,,,
0.001,0.002,0.0,,,,,,,,,
0.017,0.004,-0.012,,,,,,,,,
0.034,-0.007,-0.041,,,,,,,,,
0.045,-0.024,-0.069,,,,,,,,,
0.049,-0.039,-0.089,,,,,,,,,
0.026,-0.053,-0.079,,,,,,,,,
0.029,-0.048,-0.078,,,,,,,,,
0.018,-0.051,-0.069,,,,,,,,,
0.026,-0.048,-0.074,,,,,,,,,
0.038,-0.056,-0.094,,,,,,,,,
0.043,-0.072,-0.114,,,,,,,,,
0.031,-0.069,-0.1,,,,,,,,,
0.03,-0.07,-0.101,,,,,,,,,
0.021,-0.069,-0.09,,,,,,,,,
0.019,-0.07,-0.089,,,,,,,,,
0.011,-0.069,-0.08,,,,,,,,,
0.01,-0.068,-0.078,,,,,,,,,
0.013,-0.061,-0.073,,,,,,,,,
0.021,-0.053,-0.074,,,,,,,,,
0.022,-0.046,-0.068,,,,,,,,,
0.028,-0.043,-0.071,,,,,,,,,
0.025,-0.039,-0.064,,,,,,,,,
0.025,-0.041,-0.066,,,,,,,,,
0.025,-0.037,-0.062,,,,,,,,,
0.005,-0.054,-0.06,,,,,,,,,
-0.005,-0.062,-0.057,,,,,,,,,
-0.002,-0.057,-0.055,,,,,,,,,
-0.001,-0.056,-0.054,,,,,,,,,
-0.001,-0.052,-0.052,,,,,,,,,
-0.001,-0.051,-0.048,,,,,,,,,
0.002,-0.047,-0.05,,,,,,,,,
-0.005,-0.046,-0.04,,,,,,,,,
-0.005,-0.042,-0.036,,,,,,,,,
-0.01,-0.041,-0.029,,,,,,,,,
-0.011,-0.037,-0.026,,,,,,,,,
-0.015,-0.035,-0.019,,,,,,,,,
-0.015,-0.031,-0.015,,,,,,,,,
-0.005,-0.015,-0.009,,,,,,,,,
0.004,0.001,-0.003,,,,,,,,,
0.007,0.014,0.007,,,,,,,,,
0.032,0.041,0.009,,,,,,,,,
0.016,0.047,0.029,,,,,,,,,
0.009,0.044,0.034,,,,,,,,,
0.024,0.039,0.015,,,,,,,,,
0.039,0.04,0.001,,,,,,,,,
0.044,0.03,-0.014,,,,,,,,,
0.065,0.064,0.0,,,,,,,,,
0.074,0.091,0.017,,,,,,,,,
0.044,0.076,0.031,,,,,,,,,
0.025,0.073,0.047,,,,,,,,,
0.021,0.061,0.039,,,,,,,,,
0.037,0.064,0.027,,,,,,,,,
0.049,0.064,0.014,,,,,,,,,
0.062,0.069,0.006,,,,,,,,,
0.044,0.069,0.025,,,,,,,,,
0.028,0.054,0.026,,,,,,,,,
0.007,0.03,0.024,,,,,,,,,
-0.007,0.013,0.021,,,,,,,,,
-0.03,-0.01,0.019,,,,,,,,,
-0.044,-0.012,0.032,,,,,,,,,
-0.051,-0.019,0.031,,,,,,,,,
-0.023,0.003,0.027,,,,,,,,,
-0.012,0.012,0.024,,,,,,,,,
-0.027,-0.005,0.022,,,,,,,,,
-0.034,-0.015,0.019,,,,,,,,,
-0.047,-0.029,0.017,,,,,,,,,
-0.037,-0.024,0.013,,,,,,,,,
-0.038,-0.025,0.013,,,,,,,,,
-0.03,-0.024,0.005,,,,,,,,,
-0.032,-0.026,0.006,,,,,,,,,
-0.022,-0.022,0.001,,,,,,,,,
-0.02,-0.019,0.001,,,,,,,,,
-0.016,-0.02,-0.003,,,,,,,,,
-0.014,-0.019,-0.004,,,,,,,,,
-0.025,-0.019,0.006,,,,,,,,,
-0.002,0.006,0.008,,,,,,,,,
-0.018,0.056,0.074,,,,,,,,,
-0.042,0.091,0.134,,,,,,,,,
-0.007,0.123,0.131,,,,,,,,,
0.087,0.193,0.106,,,,,,,,,
0.191,0.264,0.072,,,,,,,,,
0.374,0.321,-0.052,,,,,,,,,
0.555,0.363,-0.191,,,,,,,,,
0.622,0.353,-0.269,,,,,,,,,
0.635,0.364,-0.271,,,,,,,,,
0.566,0.239,-0.326,,,,,,,,,
0.399,-0.03,-0.429,,,,,,,,,
0.229,-0.136,-0.366,,,,,,,,,
0.073,-0.202,-0.276,,,,,,,,,
0.008,-0.183,-0.192,,,,,,,,,
-0.014,-0.129,-0.115,,,,,,,,,
-0.052,-0.091,-0.039,,,,,,,,,
-0.076,-0.09,-0.014,,,,,,,,,
-0.062,-0.087,-0.024,,,,,,,,,
-0.061,-0.084,-0.023,,,,,,,,,
-0.062,-0.082,-0.02,,,,,,,,,
-0.059,-0.079,-0.019,,,,,,,,,
-0.06,-0.079,-0.019,,,,,,,,,
-0.059,-0.075,-0.014,,,,,,,,,
-0.057,-0.071,-0.014,,,,,,,,,
-0.051,-0.067,-0.015,,,,,,,,,
-0.049,-0.064,-0.013,,,,,,,,,
-0.049,-0.059,-0.01,,,,,,,,,
-0.046,-0.056,-0.009,,,,,,,,,
-0.041,-0.051,-0.01,,,,,,,,,
-0.04,-0.045,-0.004,,,,,,,,,
-0.035,-0.041,-0.005,,,,,,,,,
-0.029,-0.032,-0.003,,,,,,,,,
-0.042,-0.054,-0.011,,,,,,,,,
-0.035,-0.089,-0.053,,,,,,,,,
-0.024,-0.079,-0.056,,,,,,,,,
-0.026,-0.094,-0.068,,,,,,,,,
-0.037,-0.101,-0.065,,,,,,,,,
-0.033,-0.098,-0.065,,,,,,,,,
-0.035,-0.1,-0.064,,,,,,,,,
-0.034,-0.1,-0.065,,,,,,,,,
-0.035,-0.098,-0.062,,,,,,,,,
-0.034,-0.094,-0.059,,,,,,,,,
-0.035,-0.095,-0.06,,,,,,,,,
-0.034,-0.094,-0.06,,,,,,,,,
-0.035,-0.094,-0.059,,,,,,,,,
-0.034,-0.089,-0.055,,,,,,,,,
-0.035,-0.089,-0.054,,,,,,,,,
-0.034,-0.09,-0.055,,,,,,,,,
-0.035,-0.089,-0.054,,,,,,,,,
-0.034,-0.09,-0.055,,,,,,,,,
-0.043,-0.08,-0.036,,,,,,,,,
-0.056,-0.063,-0.006,,,,,,,,,
-0.066,-0.048,0.018,,,,,,,,,
-0.072,-0.035,0.038,,,,,,,,,
-0.113,-0.067,0.046,,,,,,,,,
-0.132,-0.078,0.054,,,,,,,,,
-0.121,-0.068,0.053,,,,,,,,,
-0.115,-0.067,0.048,,,,,,,,,
-0.106,-0.061,0.045,,,,,,,,,
-0.133,-0.056,0.077,,,,,,,,,
-0.125,-0.051,0.074,,,,,,,,,
-0.107,-0.047,0.059,,,,,,,,,
-0.115,-0.034,0.08,,,,,,,,,
-0.144,-0.029,0.115,,,,,,,,,
-0.127,-0.019,0.108,,,,,,,,,
-0.12,-0.011,0.109,,,,,,,,,
-0.099,0.003,0.103,,,,,,,,,
-0.095,0.011,0.106,,,,,,,,,
-0.07,0.028,0.098,,,,,,,,,
-0.079,0.022,0.101,,,,,,,,,
-0.083,0.013,0.096,,,,,,,,,
-0.089,0.006,0.095,,,,,,,,,
-0.021,0.07,0.092,,,,,,,,,
-0.007,0.082,0.09,,,,,,,,,
-0.016,0.072,0.089,,,,,,,,,
0.034,0.12,0.086,,,,,,,,,
0.037,0.12,0.082,,,,,,,,,
0.023,0.113,0.09,,,,,,,,,
0.026,0.127,0.1,,,,,,,,,
0.054,0.154,0.099,,,,,,,,,
0.044,0.144,0.099,,,,,,,,,
0.037,0.138,0.1,,,,,,,,,
0.029,0.129,0.099,,,,,,,,,
0.021,0.122,0.1,,,,,,,,,
0.022,0.119,0.097,,,,,,,,,
0.02,0.117,0.096,,,,,,,,,
0.001,0.114,0.112,,,,,,,,,
0.001,0.111,0.11,,,,,,,,,
0.001,0.109,0.108,,,,,,,,,
0.004,0.109,0.104,,,,,,,,,
-0.009,0.096,0.105,,,,,,,,,
-0.01,0.089,0.1,,,,,,,,,
-0.018,0.081,0.099,,,,,,,,,
-0.023,0.071,0.095,,,,,,,,,
-0.045,0.05,0.095,,,,,,,,,
-0.06,0.032,0.093,,,,,,,,,
-0.078,0.009,0.089,,,,,,,,,
-0.089,0.001,0.09,,,,,,,,,
-0.073,0.007,0.079,,,,,,,,,
-0.053,0.009,0.063,,,,,,,,,
-0.032,0.015,0.048,,,,,,,,,
-0.02,0.011,0.032,,,,,,,,,
-0.015,0.009,0.024,,,,,,,,,
-0.014,0.009,0.024,,,,,,,,,
-0.015,0.01,0.025,,,,,,,,,
-0.013,0.009,0.022,,,,,,,,,
-0.027,0.011,0.038,,,,,,,,,
-0.041,0.007,0.048,,,,,,,,,
-0.047,-0.005,0.042,,,,,,,,,
-0.072,-0.025,0.046,,,,,,,,,
-0.058,-0.014,0.043,,,,,,,,,
-0.044,0.0,0.044,,,,,,,,,
-0.07,-0.032,0.037,,,,,,,,,
-0.056,-0.014,0.041,,,,,,,,,
-0.038,0.0,0.038,,,,,,,,,
-0.024,0.017,0.041,,,,,,,,,
-0.003,0.03,0.033,,,,,,,,,
0.0,0.035,0.036,,,,,,,,,
0.001,0.034,0.032,,,,,,,,,
0.001,0.039,0.038,,,,,,,,,
0.016,0.047,0.03,,,,,,,,,
-0.019,0.049,0.069,,,,,,,,,
-0.029,0.065,0.094,,,,,,,,,
-0.015,0.073,0.088,,,,,,,,,
-0.022,0.067,0.09,,,,,,,,,
-0.022,0.066,0.089,,,,,,,,,
-0.026,0.064,0.09,,,,,,,,,
-0.025,0.064,0.089,,,,,,,,,
-0.031,0.058,0.09,,,,,,,,,
-0.025,0.061,0.087,,,,,,,,,
-0.029,0.054,0.083,,,,,,,,,
-0.029,0.055,0.085,,,,,,,,,
-0.034,0.049,0.084,,,,,,,,,
-0.035,0.051,0.086,,,,,,,,,
-0.036,0.047,0.083,,,,,,,,,
-0.041,0.044,0.086,,,,,,,,,
-0.036,0.044,0.081,,,,,,,,,
-0.039,0.041,0.08,,,,,,,,,
-0.037,0.039,0.076,,,,,,,,,
-0.034,0.04,0.075,,,,,,,,,
-0.034,0.039,0.073,,,,,,,,,
-0.03,0.04,0.071,,,,,,,,,
-0.029,0.039,0.069,,,,,,,,,
-0.025,0.039,0.065,,,,,,,,,
-0.024,0.04,0.064,,,,,,,,,
-0.021,0.037,0.06,,,,,,,,,
0.015,0.05,0.035,,,,,,,,,
0.048,0.069,0.021,,,,,,,,,
0.046,0.04,-0.005,,,,,,,,,
0.021,0.026,0.004,,,,,,,,,
-0.023,-0.001,0.022,,,,,,,,,
-0.013,-0.003,0.01,,,,,,,,,
-0.007,-0.006,0.001,,,,,,,,,
0.007,-0.003,-0.011,,,,,,,,,
0.006,-0.006,-0.012,,,,,,,,,
0.02,0.01,-0.009,,,,,,,,,
0.034,0.027,-0.007,,,,,,,,,
0.043,0.039,-0.003,,,,,,,,,
0.04,0.033,-0.005,,,,,,,,,
0.033,0.034,0.001,,,,,,,,,
0.029,0.028,-0.001,,,,,,,,,
0.022,0.029,0.007,,,,,,,,,
0.019,0.022,0.002,,,,,,,,,
0.013,0.028,0.014,,,,,,,,,
0.011,0.043,0.031,,,,,,,,,
0.016,0.072,0.055,,,,,,,,,
0.038,0.108,0.069,,,,,,,,,
0.043,0.139,0.096,,,,,,,,,
0.059,0.168,0.109,,,,,,,,,
0.09,0.225,0.135,,,,,,,,,
0.089,0.228,0.138,,,,,,,,,
0.09,0.267,0.176,,,,,,,,,
0.124,0.344,0.22,,,,,,,,,
0.146,0.415,0.268,,,,,,,,,
0.185,0.509,0.324,,,,,,,,,
0.208,0.608,0.4,,,,,,,,,
0.255,0.712,0.456,,,,,,,,,
0.338,0.889,0.55,,,,,,,,,
0.439,1.062,0.622,,,,,,,,,
0.539,1.142,0.602,,,,,,,,,
0.574,1.149,0.574,,,,,,,,,
0.65,1.21,0.56,,,,,,,,,
0.672,1.214,0.542,,,,,,,,,
0.622,1.162,0.54,,,,,,,,,
0.632,1.145,0.512,,,,,,,,,
0.58,1.155,0.575,,,,,,,,,
0.493,1.14,0.647,,,,,,,,,
0.433,1.177,0.742,,,,,,,,,
0.401,1.232,0.83,,,,,,,,,
0.411,1.194,0.782,,,,,,,,,
0.396,1.162,0.765,,,,,,,,,
0.432,1.152,0.721,,,,,,,,,
0.426,1.079,0.653,,,,,,,,,
0.402,0.952,0.549,,,,,,,,,
0.368,0.74,0.372,,,,,,,,,
0.324,0.525,0.201,,,,,,,,,
0.212,0.361,0.149,,,,,,,,,
0.143,0.208,0.065,,,,,,,,,
0.032,0.09,0.057,,,,,,,,,
-0.024,0.023,0.048,,,,,,,,,
-0.061,-0.01,0.05,,,,,,,,,
-0.104,-0.064,0.04,,,,,,,,,
-0.112,-0.07,0.042,,,,,,,,,
-0.138,-0.105,0.033,,,,,,,,,
-0.15,-0.115,0.034,,,,,,,,,
-0.168,-0.143,0.025,,,,,,,,,
-0.164,-0.138,0.026,,,,,,,,,
-0.16,-0.15,0.009,,,,,,,,,
-0.136,-0.138,-0.002,,,,,,,,,
-0.156,-0.178,-0.021,,,,,,,,,
-0.16,-0.191,-0.03,,,,,,,,,
-0.139,-0.19,-0.05,,,,,,,,,
-0.136,-0.184,-0.047,,,,,,,,,
-0.13,-0.185,-0.055,,,,,,,,,
-0.124,-0.178,-0.053,,,,,,,,,
-0.121,-0.181,-0.06,,,,,,,,,
-0.123,-0.182,-0.058,,,,,,,,,
-0.159,-0.219,-0.06,,,,,,,,,
-0.175,-0.226,-0.05,,,,,,,,,
-0.158,-0.204,-0.045,,,,,,,,,
-0.142,-0.177,-0.034,,,,,,,,,
-0.195,-0.232,-0.037,,,,,,,,,
-0.206,-0.259,-0.053,,,,,,,,,
-0.186,-0.271,-0.084,,,,,,,,,
-0.193,-0.298,-0.104,,,,,,,,,
-0.197,-0.293,-0.096,,,,,,,,,
-0.2,-0.295,-0.095,,,,,,,,,
-0.201,-0.294,-0.092,,,,,,,,,
-0.207,-0.295,-0.087,,,,,,,,,
-0.21,-0.295,-0.084,,,,,,,,,
-0.204,-0.293,-0.089,,,,,,,,,
-0.199,-0.326,-0.127,,,,,,,,,
-0.193,-0.335,-0.141,,,,,,,,,
-0.207,-0.374,-0.166,,,,,,,,,
-0.218,-0.395,-0.176,,,,,,,,,
-0.211,-0.39,-0.178,,,,,,,,,
-0.215,-0.401,-0.185,,,,,,,,,
-0.197,-0.398,-0.2,,,,,,,,,
-0.204,-0.438,-0.233,,,,,,,,,
-0.213,-0.45,-0.236,,,,,,,,,
-0.217,-0.451,-0.233,,,,,,,,,
-0.21,-0.45,-0.239,,,,,,,,,
-0.224,-0.492,-0.267,,,,,,,,,
-0.237,-0.546,-0.309,,,,,,,,,
-0.219,-0.537,-0.317,,,,,,,,,
-0.229,-0.542,-0.313,,,,,,,,,
-0.225,-0.536,-0.311,,,,,,,,,
-0.227,-0.535,-0.308,,,,,,,,,
-0.202,-0.534,-0.331,,,,,,,,,
-0.196,-0.534,-0.338,,,,,,,,,
-0.198,-0.519,-0.319,,,,,,,,,
-0.197,-0.508,-0.31,,,,,,,,,
-0.199,-0.493,-0.294,,,,,,,,,
-0.2,-0.48,-0.279,,,,,,,,,
-0.188,-0.448,-0.259,,,,,,,,,
-0.171,-0.42,-0.248,,,,,,,,,
-0.163,-0.391,-0.228,,,,,,,,,
-0.149,-0.368,-0.218,,,,,,,,,
-0.165,-0.342,-0.176,,,,,,,,,
-0.164,-0.307,-0.142,,,,,,,,,
-0.143,-0.277,-0.133,,,,,,,,,
-0.124,-0.25,-0.126,,,,,,,,,
-0.101,-0.219,-0.117,,,,,,,,,
-0.059,-0.164,-0.105,,,,,,,,,
-0.058,-0.132,-0.073,,,,,,,,,
-0.079,-0.106,-0.026,,,,,,,,,
-0.072,-0.08,-0.008,,,,,,,,,
-0.063,-0.058,0.005,,,,,,,,,
-0.056,-0.034,0.022,,,,,,,,,
-0.041,-0.011,0.03,,,,,,,,,
-0.027,0.008,0.036,,,,,,,,,
-0.015,0.016,0.032,,,,,,,,,
-0.03,0.025,0.055,,,,,,,,,
-0.028,0.032,0.06,,,,,,,,,
-0.024,0.06,0.084,,,,,,,,,
-0.023,0.06,0.083,,,,,,,,,
-0.022,0.054,0.077,,,,,,,,,
-0.02,0.054,0.075,,,,,,,,,
-0.018,0.05,0.068,,,,,,,,,
-0.013,0.049,0.063,,,,,,,,,
-0.016,0.045,0.061,,,,,,,,,
-0.004,0.044,0.047,,,,,,,,,
-0.009,0.04,0.049,,,,,,,,,
-0.071,0.039,0.11,,,,,,,,,
-0.038,0.031,0.069,,,,,,,,,
-0.029,0.023,0.053,,,,,,,,,
-0.033,0.018,0.053,,,,,,,,,
-0.032,0.014,0.046,,,,,,,,,
-0.041,0.004,0.045,,,,,,,,,
-0.041,0.0,0.042,,,,,,,,,
-0.048,-0.009,0.038,,,,,,,,,
-0.052,-0.018,0.034,,,,,,,,,
-0.061,-0.03,0.031,,,,,,,,,
-0.067,-0.039,0.028,,,,,,,,,
-0.07,-0.062,0.007,,,,,,,,,
-0.052,-0.074,-0.021,,,,,,,,,
-0.042,-0.069,-0.026,,,,,,,,,
-0.02,-0.07,-0.049,,,,,,,,,
-0.01,-0.069,-0.058,,,,,,,,,
-0.023,-0.07,-0.047,,,,,,,,,
-0.005,-0.066,-0.06,,,,,,,,,
0.035,-0.064,-0.1,,,,,,,,,
0.04,-0.064,-0.105,,,,,,,,,
0.04,-0.065,-0.104,,,,,,,,,
0.036,-0.063,-0.101,,,,,,,,,
0.034,-0.059,-0.094,,,,,,,,,
0.03,-0.059,-0.09,,,,,,,,,
0.023,-0.06,-0.084,,,,,,,,,
0.044,-0.059,-0.104,,,,,,,,,
0.053,-0.061,-0.115,,,,,,,,,
0.055,-0.082,-0.138,,,,,,,,,
0.054,-0.079,-0.133,,,,,,,,,
0.05,-0.08,-0.13,,,,,,,,,
0.049,-0.079,-0.129,,,,,,,,,
0.044,-0.08,-0.125,,,,,,,,,
0.04,-0.079,-0.12,,,,,,,,,
0.039,-0.08,-0.12,,,,,,,,,
0.035,-0.079,-0.115,,,,,,,,,
0.034,-0.08,-0.115,,,,,,,,,
0.034,-0.078,-0.112,,,,,,,,,
0.035,-0.074,-0.109,,,,,,,,,
0.035,-0.075,-0.11,,,,,,,,,
0.031,-0.074,-0.106,,,,,,,,,
0.029,-0.075,-0.104,,,,,,,,,
0.03,-0.074,-0.105,,,,,,,,,
0.026,-0.075,-0.101,,,,,,,,,
0.025,-0.074,-0.099,,,,,,,,,
0.024,-0.075,-0.099,,,,,,,,,
0.02,-0.074,-0.095,,,,,,,,,
0.019,-0.075,-0.094,,,,,,,,,
0.02,-0.074,-0.094,,,,,,,,,
0.015,-0.075,-0.09,,,,,,,,,
0.012,-0.074,-0.087,,,,,,,,,
0.008,-0.074,-0.082,,,,,,,,,
0.012,-0.067,-0.08,,,,,,,,,
0.023,-0.067,-0.091,,,,,,,,,
0.045,-0.056,-0.101,,,,,,,,,
0.054,-0.085,-0.14,,,,,,,,,
0.026,-0.141,-0.167,,,,,,,,,
0.039,-0.123,-0.162,,,,,,,,,
0.035,-0.118,-0.153,,,,,,,,,
0.047,-0.099,-0.147,,,,,,,,,
0.041,-0.1,-0.141,,,,,,,,,
0.032,-0.107,-0.14,,,,,,,,,
0.061,-0.107,-0.168,,,,,,,,,
0.061,-0.101,-0.163,,,,,,,,,
0.04,-0.119,-0.161,,,,,,,,,
0.031,-0.126,-0.158,,,,,,,,,
0.036,-0.118,-0.154,,,,,,,,,
0.035,-0.114,-0.15,,,,,,,,,
0.041,-0.108,-0.149,,,,,,,,,
0.039,-0.105,-0.144,,,,,,,,,
0.036,-0.105,-0.141,,,,,,,,,
0.034,-0.102,-0.136,,,,,,,,,
0.034,-0.099,-0.134,,,,,,,,,
0.028,-0.099,-0.129,,,,,,,,,
0.031,-0.095,-0.126,,,,,,,,,
0.019,-0.094,-0.114,,,,,,,,,
0.0,-0.095,-0.095,,,,,,,,,
-0.009,-0.091,-0.081,,,,,,,,,
-0.024,-0.089,-0.064,,,,,,,,,
-0.03,-0.089,-0.059,,,,,,,,,
-0.024,-0.084,-0.06,,,,,,,,,
-0.025,-0.085,-0.059,,,,,,,,,
-0.024,-0.084,-0.06,,,,,,,,,
-0.03,-0.09,-0.059,,,,,,,,,
-0.03,-0.091,-0.06,,,,,,,,,
-0.046,-0.106,-0.059,,,,,,,,,
-0.057,-0.117,-0.06,,,,,,,,,
-0.048,-0.108,-0.059,,,,,,,,,
-0.045,-0.106,-0.06,,,,,,,,,
-0.038,-0.097,-0.059,,,,,,,,,
-0.052,-0.113,-0.06,,,,,,,,,
-0.072,-0.131,-0.059,,,,,,,,,
-0.105,-0.166,-0.06,,,,,,,,,
-0.099,-0.154,-0.055,,,,,,,,,
-0.093,-0.148,-0.055,,,,,,,,,
-0.085,-0.139,-0.054,,,,,,,,,
-0.074,-0.13,-0.056,,,,,,,,,
-0.07,-0.114,-0.043,,,,,,,,,
-0.073,-0.104,-0.031,,,,,,,,,
-0.069,-0.087,-0.018,,,,,,,,,
-0.074,-0.079,-0.004,,,,,,,,,
-0.072,-0.064,0.007,,,,,,,,,
-0.081,-0.056,0.024,,,,,,,,,
-0.067,-0.039,0.028,,,,,,,,,
-0.077,-0.053,0.023,,,,,,,,,
-0.066,-0.045,0.02,,,,,,,,,
-0.072,-0.054,0.018,,,,,,,,,
-0.087,-0.073,0.014,,,,,,,,,
-0.059,-0.049,0.01,,,,,,,,,
-0.047,-0.037,0.009,,,,,,,,,
-0.043,-0.018,0.024,,,,,,,,,
-0.058,-0.018,0.039,,,,,,,,,
-0.076,-0.02,0.055,,,,,,,,,
