I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.079,-0.017,0.062,,,,,,,,,
-0.068,-0.007,0.06,,,,,,,,,
-0.05,-0.022,0.028,,,,,,,,,
-0.024,0.006,0.031,,,,,,,,,
-0.003,-0.012,-0.008,,,,,,,,,
-0.02,0.018,0.038,,,,,,,,,
-0.114,-0.003,0.112,,,,,,,,,
-0.077,0.03,0.107,,,,,,,,,
-0.073,0.006,0.079,,,,,,,,,
-0.092,0.045,0.137,,,,,,,,,
-0.056,0.013,0.07,,,,,,,,,
-0.009,0.051,0.06,,,,,,,,,
-0.038,0.017,0.055,,,,,,,,,
-0.029,0.04,0.069,,,,,,,,,
-0.081,-0.014,0.067,,,,,,,,,
-0.059,0.008,0.068,,,,,,,,,
-0.084,-0.039,0.045,,,,,,,,,
-0.069,0.007,0.077,,,,,,,,,
-0.105,-0.037,0.067,,,,,,,,,
-0.086,0.015,0.102,,,,,,,,,
-0.122,-0.036,0.085,,,,,,,,,
-0.055,0.022,0.078,,,,,,,,,
-0.085,-0.034,0.05,,,,,,,,,
-0.023,0.031,0.054,,,,,,,,,
-0.064,-0.032,0.032,,,,,,,,,
-0.011,0.029,0.042,,,,,,,,,
-0.099,-0.052,0.047,,,,,,,,,
-0.012,0.071,0.084,,,,,,,,,
-0.115,-0.064,0.05,,,,,,,,,
-0.066,0.009,0.075,,,,,,,,,
-0.118,-0.078,0.041,,,,,,,,,
-0.033,0.033,0.067,,,,,,,,,
-0.108,-0.08,0.028,,,,,,,,,
-0.004,0.058,0.063,,,,,,,,,
-0.102,-0.086,0.015,,,,,,,,,
0.022,0.084,0.062,,,,,,,,,
-0.131,-0.135,-0.003,,,,,,,,,
0.014,0.111,0.096,,,,,,,,,
-0.242,-0.191,0.051,,,,,,,,,
0.153,0.272,0.119,,,,,,,,,
-0.321,-0.448,-0.126,,,,,,,,,
1.706,2.231,0.525,,,,,,,,,
2.077,2.75,0.673,,,,,,,,,
-0.207,-0.19,0.016,,,,,,,,,
0.201,0.295,0.094,,,,,,,,,
-0.077,-0.088,-0.01,,,,,,,,,
0.107,0.203,0.095,,,,,,,,,
-0.071,-0.033,0.038,,,,,,,,,
0.08,0.158,0.077,,,,,,,,,
-0.043,-0.006,0.037,,,,,,,,,
0.075,0.137,0.061,,,,,,,,,
-0.024,0.006,0.03,,,,,,,,,
0.066,0.118,0.051,,,,,,,,,
-0.036,0.016,0.052,,,,,,,,,
0.031,0.104,0.073,,,,,,,,,
-0.04,0.02,0.06,,,,,,,,,
0.019,0.096,0.076,,,,,,,,,
-0.04,0.026,0.067,,,,,,,,,
0.01,0.09,0.08,,,,,,,,,
-0.031,0.039,0.071,,,,,,,,,
0.012,0.09,0.077,,,,,,,,,
-0.032,0.041,0.073,,,,,,,,,
0.003,0.077,0.074,,,,,,,,,
-0.03,0.056,0.086,,,,,,,,,
0.003,0.107,0.104,,,,,,,,,
-0.031,0.058,0.089,,,,,,,,,
0.0,0.085,0.084,,,,,,,,,
-0.032,0.047,0.079,,,,,,,,,
-0.018,0.066,0.083,,,,,,,,,
-0.041,0.045,0.087,,,,,,,,,
-0.018,0.062,0.08,,,,,,,,,
-0.046,0.05,0.097,,,,,,,,,
-0.053,0.054,0.107,,,,,,,,,
-0.044,0.049,0.093,,,,,,,,,
-0.022,0.047,0.07,,,,,,,,,
-0.012,0.055,0.068,,,,,,,,,
0.004,0.037,0.033,,,,,,,,,
-0.036,0.038,0.074,,,,,,,,,
-0.081,-0.005,0.076,,,,,,,,,
-0.072,0.015,0.088,,,,,,,,,
-0.088,-0.026,0.061,,,,,,,,,
0.013,0.105,0.092,,,,,,,,,
-0.067,-0.023,0.043,,,,,,,,,
0.007,0.118,0.11,,,,,,,,,
-0.056,-0.125,-0.069,,,,,,,,,
1.982,2.525,0.543,,,,,,,,,
1.293,1.706,0.412,,,,,,,,,
0.169,0.201,0.032,,,,,,,,,
0.247,0.332,0.084,,,,,,,,,
-0.013,-0.019,-0.006,,,,,,,,,
0.116,0.15,0.034,,,,,,,,,
0.034,-0.014,-0.048,,,,,,,,,
0.148,0.069,-0.079,,,,,,,,,
0.004,-0.141,-0.146,,,,,,,,,
0.037,-0.054,-0.092,,,,,,,,,
-0.068,-0.212,-0.143,,,,,,,,,
0.031,-0.146,-0.178,,,,,,,,,
-0.038,-0.28,-0.241,,,,,,,,,
0.016,-0.265,-0.281,,,,,,,,,
-0.036,-0.409,-0.372,,,,,,,,,
0.052,-0.336,-0.389,,,,,,,,,
-0.017,-0.457,-0.439,,,,,,,,,
0.012,-0.42,-0.432,,,,,,,,,
-0.021,-0.513,-0.492,,,,,,,,,
0.069,-0.481,-0.551,,,,,,,,,
0.068,-0.569,-0.637,,,,,,,,,
0.143,-0.574,-0.718,,,,,,,,,
0.143,-0.64,-0.783,,,,,,,,,
0.178,-0.597,-0.775,,,,,,,,,
0.131,-0.664,-0.795,,,,,,,,,
0.111,-0.654,-0.766,,,,,,,,,
0.118,-0.708,-0.825,,,,,,,,,
0.12,-0.724,-0.844,,,,,,,,,
-0.009,-0.831,-0.821,,,,,,,,,
-0.027,-0.823,-0.795,,,,,,,,,
-0.142,-0.931,-0.788,,,,,,,,,
-0.134,-0.897,-0.763,,,,,,,,,
-0.226,-0.976,-0.75,,,,,,,,,
-0.184,-0.898,-0.713,,,,,,,,,
-0.188,-0.887,-0.699,,,,,,,,,
-0.137,-0.787,-0.65,,,,,,,,,
-0.107,-0.744,-0.636,,,,,,,,,
0.017,-0.595,-0.613,,,,,,,,,
0.05,-0.549,-0.6,,,,,,,,,
0.112,-0.438,-0.551,,,,,,,,,
0.106,-0.39,-0.497,,,,,,,,,
0.134,-0.292,-0.426,,,,,,,,,
0.083,-0.32,-0.404,,,,,,,,,
0.073,-0.292,-0.365,,,,,,,,,
0.037,-0.269,-0.307,,,,,,,,,
0.033,-0.17,-0.203,,,,,,,,,
-0.032,-0.184,-0.151,,,,,,,,,
0.011,-0.078,-0.09,,,,,,,,,
0.0,-0.038,-0.038,,,,,,,,,
0.042,0.04,-0.002,,,,,,,,,
-0.003,0.017,0.02,,,,,,,,,
0.012,0.064,0.051,,,,,,,,,
-0.067,-0.003,0.063,,,,,,,,,
-0.043,0.076,0.119,,,,,,,,,
-0.113,0.063,0.177,,,,,,,,,
-0.086,0.089,0.175,,,,,,,,,
-0.113,0.06,0.174,,,,,,,,,
-0.083,0.089,0.173,,,,,,,,,
-0.107,0.06,0.168,,,,,,,,,
-0.082,0.089,0.171,,,,,,,,,
-0.104,0.061,0.165,,,,,,,,,
-0.078,0.087,0.165,,,,,,,,,
-0.096,0.066,0.163,,,,,,,,,
-0.021,0.146,0.167,,,,,,,,,
-0.055,0.114,0.169,,,,,,,,,
-0.031,0.139,0.17,,,,,,,,,
-0.059,0.11,0.169,,,,,,,,,
-0.038,0.132,0.17,,,,,,,,,
-0.067,0.102,0.169,,,,,,,,,
-0.043,0.126,0.17,,,,,,,,,
-0.074,0.097,0.172,,,,,,,,,
-0.058,0.116,0.176,,,,,,,,,
-0.08,0.094,0.174,,,,,,,,,
-0.065,0.109,0.175,,,,,,,,,
-0.077,0.097,0.175,,,,,,,,,
-0.034,0.14,0.174,,,,,,,,,
-0.054,0.121,0.175,,,,,,,,,
0.011,0.184,0.173,,,,,,,,,
-0.029,0.148,0.178,,,,,,,,,
0.016,0.18,0.164,,,,,,,,,
-0.017,0.15,0.167,,,,,,,,,
-0.019,0.179,0.198,,,,,,,,,
-0.033,0.149,0.184,,,,,,,,,
-0.001,0.188,0.19,,,,,,,,,
0.005,0.184,0.178,,,,,,,,,
0.006,0.206,0.199,,,,,,,,,
-0.053,0.183,0.237,,,,,,,,,
-0.028,0.206,0.235,,,,,,,,,
-0.05,0.183,0.234,,,,,,,,,
-0.047,0.206,0.252,,,,,,,,,
-0.073,0.183,0.257,,,,,,,,,
-0.04,0.211,0.25,,,,,,,,,
-0.036,0.241,0.278,,,,,,,,,
-0.004,0.276,0.281,,,,,,,,,
-0.012,0.255,0.268,,,,,,,,,
0.024,0.28,0.256,,,,,,,,,
0.002,0.26,0.257,,,,,,,,,
-0.035,0.285,0.321,,,,,,,,,
-0.061,0.263,0.325,,,,,,,,,
-0.031,0.293,0.325,,,,,,,,,
-0.042,0.279,0.321,,,,,,,,,
-0.032,0.287,0.319,,,,,,,,,
-0.022,0.297,0.319,,,,,,,,,
-0.015,0.299,0.314,,,,,,,,,
-0.042,0.272,0.315,,,,,,,,,
-0.018,0.295,0.315,,,,,,,,,
-0.03,0.279,0.31,,,,,,,,,
-0.01,0.299,0.309,,,,,,,,,
-0.039,0.268,0.308,,,,,,,,,
-0.025,0.277,0.303,,,,,,,,,
-0.057,0.248,0.306,,,,,,,,,
-0.045,0.254,0.3,,,,,,,,,
-0.063,0.218,0.281,,,,,,,,,
-0.041,0.219,0.26,,,,,,,,,
-0.054,0.186,0.241,,,,,,,,,
-0.033,0.186,0.22,,,,,,,,,
-0.044,0.157,0.201,,,,,,,,,
-0.021,0.159,0.18,,,,,,,,,
-0.03,0.13,0.161,,,,,,,,,
-0.034,0.129,0.163,,,,,,,,,
-0.061,0.096,0.157,,,,,,,,,
-0.048,0.091,0.139,,,,,,,,,
-0.07,0.059,0.13,,,,,,,,,
-0.052,0.059,0.111,,,,,,,,,
-0.058,0.038,0.096,,,,,,,,,
-0.039,0.035,0.075,,,,,,,,,
-0.028,0.03,0.058,,,,,,,,,
0.008,0.059,0.051,,,,,,,,,
-0.043,0.014,0.057,,,,,,,,,
-0.039,0.012,0.052,,,,,,,,,
-0.084,-0.027,0.057,,,,,,,,,
-0.066,-0.013,0.052,,,,,,,,,
-0.074,-0.017,0.057,,,,,,,,,
-0.049,0.003,0.052,,,,,,,,,
-0.059,-0.001,0.057,,,,,,,,,
-0.05,0.002,0.052,,,,,,,,,
-0.077,-0.014,0.062,,,,,,,,,
-0.066,-0.008,0.057,,,,,,,,,
-0.088,-0.025,0.062,,,,,,,,,
-0.076,-0.018,0.057,,,,,,,,,
-0.099,-0.036,0.062,,,,,,,,,
-0.101,-0.043,0.057,,,,,,,,,
-0.099,-0.036,0.062,,,,,,,,,
-0.067,-0.01,0.057,,,,,,,,,
-0.057,0.003,0.06,,,,,,,,,
-0.035,0.011,0.046,,,,,,,,,
-0.083,-0.012,0.071,,,,,,,,,
-0.061,0.02,0.082,,,,,,,,,
-0.104,-0.002,0.101,,,,,,,,,
-0.088,-0.01,0.077,,,,,,,,,
-0.118,-0.035,0.083,,,,,,,,,
-0.106,-0.037,0.068,,,,,,,,,
-0.105,-0.023,0.081,,,,,,,,,
-0.067,0.0,0.068,,,,,,,,,
-0.063,0.018,0.081,,,,,,,,,
-0.04,0.028,0.068,,,,,,,,,
-0.076,0.004,0.081,,,,,,,,,
-0.073,-0.005,0.068,,,,,,,,,
-0.108,-0.026,0.081,,,,,,,,,
-0.093,-0.025,0.068,,,,,,,,,
-0.102,-0.025,0.077,,,,,,,,,
-0.07,-0.024,0.045,,,,,,,,,
-0.069,-0.024,0.044,,,,,,,,,
-0.034,-0.019,0.014,,,,,,,,,
-0.063,-0.019,0.044,,,,,,,,,
-0.1,-0.021,0.078,,,,,,,,,
-0.123,-0.017,0.106,,,,,,,,,
-0.084,-0.016,0.068,,,,,,,,,
-0.091,-0.012,0.078,,,,,,,,,
-0.06,-0.018,0.042,,,,,,,,,
-0.074,-0.006,0.068,,,,,,,,,
-0.042,-0.002,0.04,,,,,,,,,
-0.072,0.011,0.084,,,,,,,,,
-0.114,-0.05,0.064,,,,,,,,,
-0.154,-0.066,0.087,,,,,,,,,
-0.123,-0.064,0.058,,,,,,,,,
-0.137,-0.054,0.083,,,,,,,,,
-0.114,-0.059,0.056,,,,,,,,,
-0.127,-0.044,0.083,,,,,,,,,
-0.101,-0.053,0.047,,,,,,,,,
-0.114,-0.032,0.082,,,,,,,,,
-0.099,-0.054,0.044,,,,,,,,,
-0.137,-0.061,0.076,,,,,,,,,
-0.092,-0.065,0.026,,,,,,,,,
-0.103,-0.04,0.063,,,,,,,,,
-0.063,-0.053,0.01,,,,,,,,,
-0.064,-0.02,0.043,,,,,,,,,
-0.018,-0.04,-0.021,,,,,,,,,
-0.109,-0.016,0.093,,,,,,,,,
-0.123,-0.09,0.033,,,,,,,,,
-0.138,-0.036,0.102,,,,,,,,,
-0.097,-0.084,0.012,,,,,,,,,
-0.116,-0.008,0.107,,,,,,,,,
-0.067,-0.083,-0.015,,,,,,,,,
-0.084,0.038,0.122,,,,,,,,,
-0.041,-0.106,-0.064,,,,,,,,,
-0.064,0.105,0.169,,,,,,,,,
-0.124,-0.44,-0.315,,,,,,,,,
-0.754,-0.685,0.069,,,,,,,,,
1.637,2.589,0.952,,,,,,,,,
0.397,0.396,-0.001,,,,,,,,,
-0.083,0.089,0.172,,,,,,,,,
0.065,0.042,-0.021,,,,,,,,,
-0.021,0.088,0.109,,,,,,,,,
0.049,0.043,-0.006,,,,,,,,,
0.004,0.084,0.079,,,,,,,,,
0.055,0.047,-0.007,,,,,,,,,
0.024,0.08,0.055,,,,,,,,,
0.066,0.051,-0.014,,,,,,,,,
0.048,0.076,0.028,,,,,,,,,
0.083,0.054,-0.028,,,,,,,,,
0.076,0.073,-0.002,,,,,,,,,
0.106,0.057,-0.047,,,,,,,,,
0.048,0.07,0.022,,,,,,,,,
0.06,0.06,0.0,,,,,,,,,
0.012,0.068,0.054,,,,,,,,,
0.003,0.059,0.055,,,,,,,,,
-0.027,0.059,0.086,,,,,,,,,
-0.017,0.056,0.074,,,,,,,,,
-0.035,0.051,0.085,,,,,,,,,
-0.017,0.054,0.072,,,,,,,,,
-0.035,0.042,0.078,,,,,,,,,
-0.02,0.052,0.072,,,,,,,,,
-0.04,0.034,0.074,,,,,,,,,
-0.018,0.05,0.068,,,,,,,,,
-0.045,0.024,0.069,,,,,,,,,
-0.021,0.049,0.07,,,,,,,,,
-0.046,0.015,0.06,,,,,,,,,
-0.018,0.046,0.065,,,,,,,,,
-0.047,0.001,0.049,,,,,,,,,
-0.011,0.049,0.061,,,,,,,,,
-0.049,-0.012,0.037,,,,,,,,,
-0.003,0.053,0.057,,,,,,,,,
-0.052,-0.028,0.023,,,,,,,,,
0.005,0.062,0.057,,,,,,,,,
-0.06,-0.052,0.008,,,,,,,,,
0.006,0.07,0.064,,,,,,,,,
-0.106,-0.122,-0.016,,,,,,,,,
0.004,0.087,0.083,,,,,,,,,
-0.112,-0.184,-0.071,,,,,,,,,
0.136,0.27,0.134,,,,,,,,,
-0.218,-0.656,-0.437,,,,,,,,,
1.523,1.643,0.119,,,,,,,,,
1.671,2.316,0.645,,,,,,,,,
0.188,0.216,0.028,,,,,,,,,
0.245,0.399,0.153,,,,,,,,,
-0.04,-0.08,-0.039,,,,,,,,,
0.094,0.18,0.085,,,,,,,,,
-0.053,-0.109,-0.056,,,,,,,,,
0.101,0.067,-0.033,,,,,,,,,
-0.037,-0.208,-0.171,,,,,,,,,
0.035,-0.086,-0.122,,,,,,,,,
-0.064,-0.256,-0.191,,,,,,,,,
0.039,-0.13,-0.169,,,,,,,,,
-0.051,-0.316,-0.265,,,,,,,,,
0.003,-0.261,-0.264,,,,,,,,,
-0.044,-0.394,-0.35,,,,,,,,,
0.047,-0.313,-0.36,,,,,,,,,
-0.022,-0.476,-0.453,,,,,,,,,
0.07,-0.365,-0.436,,,,,,,,,
0.038,-0.468,-0.507,,,,,,,,,
0.032,-0.519,-0.552,,,,,,,,,
0.016,-0.633,-0.65,,,,,,,,,
0.089,-0.531,-0.622,,,,,,,,,
0.084,-0.621,-0.705,,,,,,,,,
0.111,-0.594,-0.706,,,,,,,,,
0.073,-0.693,-0.766,,,,,,,,,
0.104,-0.659,-0.764,,,,,,,,,
0.094,-0.741,-0.836,,,,,,,,,
0.105,-0.712,-0.818,,,,,,,,,
0.028,-0.822,-0.851,,,,,,,,,
0.028,-0.789,-0.818,,,,,,,,,
-0.042,-0.894,-0.851,,,,,,,,,
-0.067,-0.885,-0.818,,,,,,,,,
-0.171,-1.024,-0.852,,,,,,,,,
-0.143,-0.946,-0.803,,,,,,,,,
-0.168,-0.955,-0.787,,,,,,,,,
-0.113,-0.826,-0.712,,,,,,,,,
-0.096,-0.802,-0.706,,,,,,,,,
0.027,-0.631,-0.659,,,,,,,,,
0.05,-0.592,-0.643,,,,,,,,,
0.09,-0.456,-0.547,,,,,,,,,
0.063,-0.451,-0.515,,,,,,,,,
0.115,-0.338,-0.453,,,,,,,,,
0.069,-0.375,-0.443,,,,,,,,,
0.092,-0.29,-0.383,,,,,,,,,
0.049,-0.312,-0.362,,,,,,,,,
0.039,-0.187,-0.226,,,,,,,,,
0.013,-0.174,-0.187,,,,,,,,,
0.014,-0.102,-0.117,,,,,,,,,
-0.066,-0.124,-0.057,,,,,,,,,
-0.109,-0.039,0.069,,,,,,,,,
-0.123,-0.076,0.046,,,,,,,,,
-0.1,-0.022,0.078,,,,,,,,,
-0.133,-0.068,0.064,,,,,,,,,
-0.126,-0.003,0.122,,,,,,,,,
-0.148,-0.038,0.11,,,,,,,,,
-0.142,0.028,0.17,,,,,,,,,
-0.146,-0.005,0.14,,,,,,,,,
-0.079,0.055,0.135,,,,,,,,,
-0.081,0.019,0.1,,,,,,,,,
-0.005,0.109,0.115,,,,,,,,,
-0.025,0.06,0.085,,,,,,,,,
-0.054,0.104,0.158,,,,,,,,,
-0.097,0.05,0.148,,,,,,,,,
-0.05,0.104,0.155,,,,,,,,,
-0.05,0.079,0.129,,,,,,,,,
-0.02,0.119,0.14,,,,,,,,,
-0.044,0.069,0.113,,,,,,,,,
-0.011,0.112,0.123,,,,,,,,,
-0.059,0.059,0.119,,,,,,,,,
-0.071,0.1,0.172,,,,,,,,,
-0.114,0.052,0.167,,,,,,,,,
-0.076,0.102,0.179,,,,,,,,,
-0.099,0.057,0.155,,,,,,,,,
-0.066,0.102,0.168,,,,,,,,,
-0.093,0.057,0.15,,,,,,,,,
-0.063,0.105,0.169,,,,,,,,,
-0.087,0.063,0.151,,,,,,,,,
-0.062,0.106,0.168,,,,,,,,,
-0.087,0.063,0.151,,,,,,,,,
-0.062,0.104,0.167,,,,,,,,,
-0.081,0.082,0.164,,,,,,,,,
-0.024,0.16,0.184,,,,,,,,,
-0.096,0.084,0.181,,,,,,,,,
-0.094,0.117,0.211,,,,,,,,,
-0.151,0.037,0.188,,,,,,,,,
-0.077,0.133,0.211,,,,,,,,,
-0.048,0.139,0.188,,,,,,,,,
-0.033,0.204,0.238,,,,,,,,,
-0.062,0.165,0.227,,,,,,,,,
-0.042,0.2,0.243,,,,,,,,,
-0.069,0.155,0.225,,,,,,,,,
-0.049,0.197,0.248,,,,,,,,,
-0.088,0.189,0.277,,,,,,,,,
-0.061,0.231,0.292,,,,,,,,,
-0.073,0.188,0.262,,,,,,,,,
-0.039,0.231,0.27,,,,,,,,,
-0.053,0.188,0.242,,,,,,,,,
-0.031,0.23,0.262,,,,,,,,,
-0.111,0.188,0.3,,,,,,,,,
-0.084,0.25,0.335,,,,,,,,,
-0.099,0.215,0.314,,,,,,,,,
-0.08,0.255,0.335,,,,,,,,,
-0.106,0.214,0.321,,,,,,,,,
-0.081,0.256,0.338,,,,,,,,,
-0.096,0.226,0.323,,,,,,,,,
-0.065,0.278,0.343,,,,,,,,,
-0.1,0.225,0.326,,,,,,,,,
-0.078,0.262,0.341,,,,,,,,,
-0.061,0.215,0.278,,,,,,,,,
-0.036,0.249,0.285,,,,,,,,,
-0.074,0.2,0.275,,,,,,,,,
-0.059,0.235,0.295,,,,,,,,,
-0.108,0.172,0.28,,,,,,,,,
-0.072,0.195,0.268,,,,,,,,,
-0.093,0.131,0.225,,,,,,,,,
-0.056,0.158,0.215,,,,,,,,,
-0.078,0.104,0.183,,,,,,,,,
-0.047,0.135,0.182,,,,,,,,,
-0.071,0.08,0.151,,,,,,,,,
-0.024,0.115,0.14,,,,,,,,,
-0.035,0.064,0.1,,,,,,,,,
0.005,0.099,0.094,,,,,,,,,
-0.027,0.047,0.074,,,,,,,,,
-0.006,0.076,0.082,,,,,,,,,
-0.05,0.015,0.066,,,,,,,,,
-0.011,0.046,0.057,,,,,,,,,
-0.032,-0.025,0.007,,,,,,,,,
-0.011,-0.029,-0.017,,,,,,,,,
-0.051,-0.063,-0.012,,,,,,,,,
-0.12,-0.011,0.109,,,,,,,,,
-0.111,-0.041,0.07,,,,,,,,,
-0.079,0.002,0.082,,,,,,,,,
-0.096,-0.051,0.045,,,,,,,,,
-0.056,-0.001,0.054,,,,,,,,,
-0.063,-0.044,0.018,,,,,,,,,
-0.019,0.008,0.028,,,,,,,,,
-0.039,-0.048,-0.008,,,,,,,,,
-0.038,-0.022,0.015,,,,,,,,,
-0.076,-0.076,0.0,,,,,,,,,
-0.063,-0.041,0.022,,,,,,,,,
-0.073,-0.079,-0.005,,,,,,,,,
-0.036,-0.034,0.002,,,,,,,,,
-0.125,-0.075,0.05,,,,,,,,,
-0.081,-0.028,0.053,,,,,,,,,
-0.088,-0.07,0.018,,,,,,,,,
-0.036,-0.023,0.013,,,,,,,,,
-0.055,-0.065,-0.009,,,,,,,,,
-0.038,-0.017,0.021,,,,,,,,,
-0.061,-0.06,0.001,,,,,,,,,
-0.025,-0.011,0.013,,,,,,,,,
-0.061,-0.055,0.005,,,,,,,,,
-0.052,-0.005,0.046,,,,,,,,,
-0.097,-0.054,0.042,,,,,,,,,
-0.055,-0.003,0.052,,,,,,,,,
-0.095,-0.034,0.06,,,,,,,,,
-0.114,-0.033,0.079,,,,,,,,,
-0.156,-0.096,0.06,,,,,,,,,
-0.123,-0.044,0.078,,,,,,,,,
-0.15,-0.095,0.055,,,,,,,,,
-0.119,-0.044,0.074,,,,,,,,,
-0.151,-0.095,0.055,,,,,,,,,
-0.104,-0.043,0.061,,,,,,,,,
-0.126,-0.097,0.029,,,,,,,,,
-0.082,-0.048,0.033,,,,,,,,,
-0.112,-0.101,0.01,,,,,,,,,
-0.124,-0.047,0.076,,,,,,,,,
-0.147,-0.102,0.044,,,,,,,,,
-0.1,-0.047,0.053,,,,,,,,,
-0.1,-0.103,-0.002,,,,,,,,,
-0.03,-0.045,-0.014,,,,,,,,,
-0.14,-0.094,0.046,,,,,,,,,
-0.122,-0.029,0.093,,,,,,,,,
-0.131,-0.077,0.053,,,,,,,,,
-0.093,-0.027,0.065,,,,,,,,,
-0.126,-0.098,0.027,,,,,,,,,
-0.068,-0.021,0.046,,,,,,,,,
-0.105,-0.082,0.022,,,,,,,,,
-0.051,-0.004,0.047,,,,,,,,,
-0.094,-0.071,0.023,,,,,,,,,
-0.069,0.007,0.077,,,,,,,,,
