I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.061,-0.178,-0.117,,,,,,,,,
-0.062,-0.176,-0.113,,,,,,,,,
-0.058,-0.174,-0.115,,,,,,,,,
-0.059,-0.173,-0.114,,,,,,,,,
-0.053,-0.168,-0.115,,,,,,,,,
-0.056,-0.17,-0.114,,,,,,,,,
-0.048,-0.164,-0.115,,,,,,,,,
-0.057,-0.165,-0.107,,,,,,,,,
-0.027,-0.159,-0.131,,,,,,,,,
-0.031,-0.16,-0.129,,,,,,,,,
-0.025,-0.156,-0.13,,,,,,,,,
-0.025,-0.154,-0.129,,,,,,,,,
-0.024,-0.155,-0.13,,,,,,,,,
-0.031,-0.16,-0.129,,,,,,,,,
-0.027,-0.157,-0.13,,,,,,,,,
-0.044,-0.171,-0.126,,,,,,,,,
-0.052,-0.177,-0.124,,,,,,,,,
-0.048,-0.173,-0.124,,,,,,,,,
-0.05,-0.175,-0.125,,,,,,,,,
-0.049,-0.174,-0.124,,,,,,,,,
-0.049,-0.175,-0.125,,,,,,,,,
-0.05,-0.174,-0.124,,,,,,,,,
-0.052,-0.174,-0.122,,,,,,,,,
-0.052,-0.169,-0.117,,,,,,,,,
-0.044,-0.17,-0.125,,,,,,,,,
-0.026,-0.169,-0.143,,,,,,,,,
-0.031,-0.17,-0.139,,,,,,,,,
-0.029,-0.169,-0.14,,,,,,,,,
-0.03,-0.17,-0.139,,,,,,,,,
-0.029,-0.169,-0.139,,,,,,,,,
-0.03,-0.164,-0.134,,,,,,,,,
-0.03,-0.165,-0.135,,,,,,,,,
-0.029,-0.164,-0.134,,,,,,,,,
-0.024,-0.159,-0.135,,,,,,,,,
-0.028,-0.159,-0.13,,,,,,,,,
-0.03,-0.16,-0.129,,,,,,,,,
-0.027,-0.158,-0.13,,,,,,,,,
-0.025,-0.154,-0.129,,,,,,,,,
-0.024,-0.155,-0.13,,,,,,,,,
-0.028,-0.154,-0.125,,,,,,,,,
-0.024,-0.149,-0.125,,,,,,,,,
-0.03,-0.15,-0.12,,,,,,,,,
-0.027,-0.148,-0.12,,,,,,,,,
-0.038,-0.156,-0.118,,,,,,,,,
-0.048,-0.162,-0.114,,,,,,,,,
-0.043,-0.158,-0.114,,,,,,,,,
-0.05,-0.16,-0.11,,,,,,,,,
-0.05,-0.159,-0.109,,,,,,,,,
-0.055,-0.16,-0.105,,,,,,,,,
-0.054,-0.159,-0.105,,,,,,,,,
-0.058,-0.16,-0.102,,,,,,,,,
-0.06,-0.159,-0.098,,,,,,,,,
-0.058,-0.16,-0.101,,,,,,,,,
-0.04,-0.159,-0.119,,,,,,,,,
-0.039,-0.16,-0.12,,,,,,,,,
-0.039,-0.159,-0.119,,,,,,,,,
-0.04,-0.16,-0.12,,,,,,,,,
-0.039,-0.159,-0.12,,,,,,,,,
-0.04,-0.16,-0.119,,,,,,,,,
-0.039,-0.159,-0.12,,,,,,,,,
-0.034,-0.16,-0.125,,,,,,,,,
-0.039,-0.159,-0.12,,,,,,,,,
-0.04,-0.16,-0.12,,,,,,,,,
-0.04,-0.159,-0.119,,,,,,,,,
-0.039,-0.16,-0.12,,,,,,,,,
-0.04,-0.159,-0.119,,,,,,,,,
-0.039,-0.16,-0.12,,,,,,,,,
-0.04,-0.159,-0.119,,,,,,,,,
-0.045,-0.16,-0.114,,,,,,,,,
-0.044,-0.159,-0.114,,,,,,,,,
-0.045,-0.16,-0.115,,,,,,,,,
-0.043,-0.158,-0.115,,,,,,,,,
-0.039,-0.154,-0.114,,,,,,,,,
-0.04,-0.155,-0.115,,,,,,,,,
-0.04,-0.154,-0.113,,,,,,,,,
-0.045,-0.155,-0.11,,,,,,,,,
-0.027,-0.15,-0.122,,,,,,,,,
-0.03,-0.15,-0.119,,,,,,,,,
-0.029,-0.149,-0.12,,,,,,,,,
-0.03,-0.15,-0.119,,,,,,,,,
-0.026,-0.146,-0.12,,,,,,,,,
-0.024,-0.144,-0.119,,,,,,,,,
-0.024,-0.145,-0.12,,,,,,,,,
-0.025,-0.144,-0.119,,,,,,,,,
-0.024,-0.145,-0.121,,,,,,,,,
-0.025,-0.14,-0.114,,,,,,,,,
-0.024,-0.122,-0.097,,,,,,,,,
-0.026,-0.107,-0.081,,,,,,,,,
-0.022,-0.09,-0.067,,,,,,,,,
-0.019,-0.076,-0.056,,,,,,,,,
-0.019,-0.063,-0.044,,,,,,,,,
-0.02,-0.052,-0.032,,,,,,,,,
-0.019,-0.039,-0.02,,,,,,,,,
-0.013,-0.028,-0.015,,,,,,,,,
-0.005,-0.019,-0.013,,,,,,,,,
-0.002,-0.012,-0.01,,,,,,,,,
0.005,-0.003,-0.008,,,,,,,,,
0.004,0.0,-0.004,,,,,,,,,
0.01,0.005,-0.004,,,,,,,,,
0.022,0.009,-0.013,,,,,,,,,
0.034,0.001,-0.032,,,,,,,,,
0.001,-0.037,-0.039,,,,,,,,,
-0.014,-0.057,-0.043,,,,,,,,,
-0.006,-0.088,-0.081,,,,,,,,,
-0.027,-0.128,-0.1,,,,,,,,,
-0.009,-0.143,-0.134,,,,,,,,,
-0.015,-0.15,-0.134,,,,,,,,,
-0.021,-0.156,-0.135,,,,,,,,,
-0.033,-0.168,-0.134,,,,,,,,,
-0.038,-0.173,-0.135,,,,,,,,,
-0.04,-0.175,-0.134,,,,,,,,,
-0.039,-0.174,-0.135,,,,,,,,,
-0.043,-0.177,-0.134,,,,,,,,,
-0.045,-0.18,-0.135,,,,,,,,,
-0.04,-0.178,-0.138,,,,,,,,,
-0.042,-0.183,-0.14,,,,,,,,,
-0.046,-0.186,-0.138,,,,,,,,,
-0.049,-0.191,-0.142,,,,,,,,,
-0.021,-0.188,-0.166,,,,,,,,,
-0.02,-0.191,-0.171,,,,,,,,,
-0.018,-0.187,-0.168,,,,,,,,,
-0.024,-0.196,-0.171,,,,,,,,,
-0.062,-0.223,-0.161,,,,,,,,,
-0.037,-0.28,-0.243,,,,,,,,,
0.0,-0.242,-0.242,,,,,,,,,
0.016,-0.146,-0.162,,,,,,,,,
0.087,-0.056,-0.144,,,,,,,,,
0.161,0.106,-0.054,,,,,,,,,
0.269,0.519,0.249,,,,,,,,,
0.415,0.98,0.564,,,,,,,,,
0.347,1.484,1.136,,,,,,,,,
0.27,1.574,1.303,,,,,,,,,
0.216,1.288,1.072,,,,,,,,,
0.127,0.619,0.492,,,,,,,,,
-0.098,-0.091,0.007,,,,,,,,,
-0.168,-0.3,-0.131,,,,,,,,,
-0.132,-0.332,-0.2,,,,,,,,,
-0.06,-0.289,-0.228,,,,,,,,,
-0.048,-0.267,-0.218,,,,,,,,,
-0.029,-0.245,-0.216,,,,,,,,,
-0.036,-0.247,-0.211,,,,,,,,,
-0.033,-0.238,-0.204,,,,,,,,,
-0.036,-0.238,-0.202,,,,,,,,,
-0.03,-0.227,-0.196,,,,,,,,,
-0.033,-0.228,-0.195,,,,,,,,,
-0.027,-0.219,-0.192,,,,,,,,,
-0.032,-0.221,-0.189,,,,,,,,,
-0.024,-0.215,-0.189,,,,,,,,,
-0.031,-0.216,-0.184,,,,,,,,,
-0.027,-0.212,-0.185,,,,,,,,,
-0.028,-0.211,-0.181,,,,,,,,,
-0.028,-0.207,-0.179,,,,,,,,,
-0.027,-0.204,-0.177,,,,,,,,,
-0.03,-0.205,-0.174,,,,,,,,,
-0.025,-0.199,-0.174,,,,,,,,,
-0.043,-0.212,-0.169,,,,,,,,,
-0.048,-0.218,-0.169,,,,,,,,,
-0.028,-0.202,-0.174,,,,,,,,,
-0.016,-0.195,-0.178,,,,,,,,,
-0.009,-0.182,-0.173,,,,,,,,,
-0.005,-0.182,-0.176,,,,,,,,,
-0.007,-0.176,-0.169,,,,,,,,,
-0.005,-0.176,-0.171,,,,,,,,,
-0.004,-0.172,-0.167,,,,,,,,,
-0.005,-0.17,-0.164,,,,,,,,,
-0.004,-0.169,-0.165,,,,,,,,,
-0.001,-0.164,-0.163,,,,,,,,,
0.003,-0.155,-0.159,,,,,,,,,
0.007,-0.153,-0.16,,,,,,,,,
0.01,-0.145,-0.155,,,,,,,,,
0.012,-0.142,-0.154,,,,,,,,,
0.021,-0.134,-0.155,,,,,,,,,
0.01,-0.131,-0.142,,,,,,,,,
0.046,-0.123,-0.169,,,,,,,,,
0.044,-0.122,-0.166,,,,,,,,,
0.045,-0.115,-0.161,,,,,,,,,
0.047,-0.111,-0.159,,,,,,,,,
0.045,-0.106,-0.15,,,,,,,,,
0.045,-0.103,-0.148,,,,,,,,,
0.048,-0.094,-0.143,,,,,,,,,
0.053,-0.087,-0.14,,,,,,,,,
0.057,-0.08,-0.137,,,,,,,,,
0.058,-0.076,-0.135,,,,,,,,,
0.063,-0.067,-0.13,,,,,,,,,
0.058,-0.06,-0.118,,,,,,,,,
0.058,-0.054,-0.113,,,,,,,,,
0.057,-0.044,-0.102,,,,,,,,,
0.077,-0.025,-0.102,,,,,,,,,
0.102,-0.012,-0.114,,,,,,,,,
0.1,0.006,-0.093,,,,,,,,,
0.104,0.025,-0.079,,,,,,,,,
0.105,0.042,-0.062,,,,,,,,,
0.104,0.057,-0.046,,,,,,,,,
0.105,0.072,-0.032,,,,,,,,,
0.096,0.075,-0.02,,,,,,,,,
0.086,0.081,-0.005,,,,,,,,,
0.098,0.103,0.004,,,,,,,,,
0.097,0.112,0.014,,,,,,,,,
0.092,0.113,0.021,,,,,,,,,
0.089,0.119,0.03,,,,,,,,,
0.074,0.111,0.037,,,,,,,,,
0.067,0.104,0.036,,,,,,,,,
0.065,0.098,0.033,,,,,,,,,
0.063,0.094,0.03,,,,,,,,,
0.054,0.083,0.028,,,,,,,,,
0.055,0.08,0.025,,,,,,,,,
0.036,0.062,0.024,,,,,,,,,
0.019,0.038,0.018,,,,,,,,,
0.013,0.013,0.0,,,,,,,,,
0.008,-0.005,-0.013,,,,,,,,,
0.005,-0.026,-0.032,,,,,,,,,
0.008,-0.045,-0.054,,,,,,,,,
-0.008,-0.072,-0.064,,,,,,,,,
-0.009,-0.099,-0.09,,,,,,,,,
-0.017,-0.115,-0.097,,,,,,,,,
-0.02,-0.119,-0.098,,,,,,,,,
-0.025,-0.131,-0.105,,,,,,,,,
-0.025,-0.13,-0.105,,,,,,,,,
-0.022,-0.142,-0.119,,,,,,,,,
-0.028,-0.155,-0.127,,,,,,,,,
-0.036,-0.16,-0.124,,,,,,,,,
-0.033,-0.159,-0.125,,,,,,,,,
-0.035,-0.16,-0.125,,,,,,,,,
-0.034,-0.159,-0.124,,,,,,,,,
-0.035,-0.16,-0.125,,,,,,,,,
-0.034,-0.159,-0.124,,,,,,,,,
-0.035,-0.16,-0.125,,,,,,,,,
-0.034,-0.159,-0.124,,,,,,,,,
-0.035,-0.16,-0.125,,,,,,,,,
-0.034,-0.159,-0.124,,,,,,,,,
-0.035,-0.16,-0.125,,,,,,,,,
-0.034,-0.158,-0.124,,,,,,,,,
-0.036,-0.161,-0.124,,,,,,,,,
-0.037,-0.157,-0.119,,,,,,,,,
-0.034,-0.155,-0.12,,,,,,,,,
-0.035,-0.154,-0.119,,,,,,,,,
-0.034,-0.155,-0.12,,,,,,,,,
-0.035,-0.154,-0.119,,,,,,,,,
-0.034,-0.155,-0.12,,,,,,,,,
-0.035,-0.154,-0.118,,,,,,,,,
-0.039,-0.155,-0.115,,,,,,,,,
-0.04,-0.154,-0.114,,,,,,,,,
-0.039,-0.155,-0.115,,,,,,,,,
-0.04,-0.154,-0.114,,,,,,,,,
-0.039,-0.155,-0.116,,,,,,,,,
-0.04,-0.154,-0.113,,,,,,,,,
-0.037,-0.155,-0.118,,,,,,,,,
-0.033,-0.151,-0.117,,,,,,,,,
-0.019,-0.15,-0.131,,,,,,,,,
-0.006,-0.149,-0.143,,,,,,,,,
-0.009,-0.147,-0.138,,,,,,,,,
-0.002,-0.143,-0.141,,,,,,,,,
-0.009,-0.145,-0.136,,,,,,,,,
-0.009,-0.144,-0.134,,,,,,,,,
-0.006,-0.141,-0.135,,,,,,,,,
-0.004,-0.138,-0.135,,,,,,,,,
-0.01,-0.141,-0.13,,,,,,,,,
-0.006,-0.135,-0.129,,,,,,,,,
-0.005,-0.135,-0.13,,,,,,,,,
-0.008,-0.134,-0.125,,,,,,,,,
-0.01,-0.135,-0.125,,,,,,,,,
-0.013,-0.138,-0.124,,,,,,,,,
-0.016,-0.14,-0.124,,,,,,,,,
-0.019,-0.139,-0.119,,,,,,,,,
-0.021,-0.14,-0.119,,,,,,,,,
-0.024,-0.139,-0.114,,,,,,,,,
-0.024,-0.14,-0.116,,,,,,,,,
-0.028,-0.139,-0.11,,,,,,,,,
-0.03,-0.14,-0.11,,,,,,,,,
-0.03,-0.138,-0.108,,,,,,,,,
-0.035,-0.141,-0.105,,,,,,,,,
-0.035,-0.138,-0.102,,,,,,,,,
-0.041,-0.141,-0.1,,,,,,,,,
-0.038,-0.137,-0.099,,,,,,,,,
-0.047,-0.144,-0.097,,,,,,,,,
-0.065,-0.157,-0.092,,,,,,,,,
-0.049,-0.154,-0.104,,,,,,,,,
-0.03,-0.154,-0.124,,,,,,,,,
-0.037,-0.155,-0.118,,,,,,,,,
-0.032,-0.153,-0.12,,,,,,,,,
-0.03,-0.15,-0.119,,,,,,,,,
-0.03,-0.149,-0.118,,,,,,,,,
-0.036,-0.15,-0.114,,,,,,,,,
-0.033,-0.149,-0.115,,,,,,,,,
-0.032,-0.146,-0.114,,,,,,,,,
-0.028,-0.144,-0.115,,,,,,,,,
-0.035,-0.145,-0.11,,,,,,,,,
-0.033,-0.144,-0.11,,,,,,,,,
-0.036,-0.145,-0.109,,,,,,,,,
-0.029,-0.14,-0.11,,,,,,,,,
-0.031,-0.14,-0.109,,,,,,,,,
-0.033,-0.139,-0.105,,,,,,,,,
-0.036,-0.141,-0.104,,,,,,,,,
-0.032,-0.137,-0.105,,,,,,,,,
-0.03,-0.135,-0.104,,,,,,,,,
-0.029,-0.134,-0.105,,,,,,,,,
-0.031,-0.135,-0.104,,,,,,,,,
-0.028,-0.133,-0.105,,,,,,,,,
-0.025,-0.13,-0.104,,,,,,,,,
-0.023,-0.129,-0.105,,,,,,,,,
-0.026,-0.131,-0.104,,,,,,,,,
-0.022,-0.128,-0.105,,,,,,,,,
-0.028,-0.132,-0.104,,,,,,,,,
-0.04,-0.146,-0.106,,,,,,,,,
-0.042,-0.144,-0.102,,,,,,,,,
-0.028,-0.144,-0.116,,,,,,,,,
-0.023,-0.145,-0.122,,,,,,,,,
-0.028,-0.144,-0.116,,,,,,,,,
-0.031,-0.145,-0.114,,,,,,,,,
-0.032,-0.144,-0.112,,,,,,,,,
-0.04,-0.145,-0.104,,,,,,,,,
-0.036,-0.144,-0.108,,,,,,,,,
-0.055,-0.145,-0.089,,,,,,,,,
-0.046,-0.144,-0.097,,,,,,,,,
-0.018,-0.145,-0.126,,,,,,,,,
-0.028,-0.144,-0.115,,,,,,,,,
-0.021,-0.145,-0.123,,,,,,,,,
-0.036,-0.15,-0.114,,,,,,,,,
-0.035,-0.152,-0.116,,,,,,,,,
-0.033,-0.147,-0.113,,,,,,,,,
-0.03,-0.146,-0.116,,,,,,,,,
-0.033,-0.142,-0.109,,,,,,,,,
-0.03,-0.141,-0.111,,,,,,,,,
-0.027,-0.137,-0.108,,,,,,,,,
-0.028,-0.135,-0.107,,,,,,,,,
-0.028,-0.131,-0.103,,,,,,,,,
-0.023,-0.13,-0.106,,,,,,,,,
-0.022,-0.126,-0.103,,,,,,,,,
-0.024,-0.125,-0.1,,,,,,,,,
-0.021,-0.12,-0.098,,,,,,,,,
-0.018,-0.119,-0.101,,,,,,,,,
-0.022,-0.121,-0.099,,,,,,,,,
-0.025,-0.125,-0.1,,,,,,,,,
-0.024,-0.124,-0.099,,,,,,,,,
-0.026,-0.126,-0.1,,,,,,,,,
-0.035,-0.129,-0.094,,,,,,,,,
-0.034,-0.13,-0.095,,,,,,,,,
-0.035,-0.129,-0.094,,,,,,,,,
-0.035,-0.13,-0.095,,,,,,,,,
-0.034,-0.129,-0.094,,,,,,,,,
-0.036,-0.13,-0.094,,,,,,,,,
-0.028,-0.129,-0.1,,,,,,,,,
-0.015,-0.13,-0.114,,,,,,,,,
-0.021,-0.129,-0.107,,,,,,,,,
-0.022,-0.131,-0.108,,,,,,,,,
-0.026,-0.128,-0.102,,,,,,,,,
-0.028,-0.131,-0.103,,,,,,,,,
-0.031,-0.128,-0.096,,,,,,,,,
-0.034,-0.131,-0.097,,,,,,,,,
-0.036,-0.128,-0.091,,,,,,,,,
-0.039,-0.132,-0.092,,,,,,,,,
-0.039,-0.126,-0.086,,,,,,,,,
-0.03,-0.117,-0.086,,,,,,,,,
-0.024,-0.106,-0.081,,,,,,,,,
-0.021,-0.102,-0.081,,,,,,,,,
-0.004,-0.082,-0.078,,,,,,,,,
0.013,-0.051,-0.065,,,,,,,,,
0.024,-0.021,-0.044,,,,,,,,,
0.023,-0.009,-0.033,,,,,,,,,
0.015,0.002,-0.012,,,,,,,,,
0.005,0.01,0.004,,,,,,,,,
0.006,0.03,0.023,,,,,,,,,
0.011,0.048,0.037,,,,,,,,,
-0.005,0.044,0.049,,,,,,,,,
0.014,0.041,0.027,,,,,,,,,
0.023,0.04,0.016,,,,,,,,,
0.032,0.029,-0.003,,,,,,,,,
0.023,0.011,-0.011,,,,,,,,,
0.043,-0.003,-0.046,,,,,,,,,
0.028,-0.023,-0.051,,,,,,,,,
0.021,-0.056,-0.077,,,,,,,,,
0.008,-0.086,-0.094,,,,,,,,,
-0.002,-0.102,-0.099,,,,,,,,,
-0.002,-0.102,-0.1,,,,,,,,,
-0.008,-0.115,-0.107,,,,,,,,,
-0.023,-0.117,-0.093,,,,,,,,,
-0.051,-0.15,-0.098,,,,,,,,,
-0.07,-0.149,-0.079,,,,,,,,,
-0.043,-0.15,-0.107,,,,,,,,,
-0.021,-0.149,-0.127,,,,,,,,,
-0.023,-0.148,-0.125,,,,,,,,,
-0.02,-0.142,-0.121,,,,,,,,,
-0.025,-0.147,-0.121,,,,,,,,,
-0.025,-0.142,-0.117,,,,,,,,,
-0.021,-0.143,-0.122,,,,,,,,,
-0.026,-0.137,-0.11,,,,,,,,,
-0.022,-0.142,-0.12,,,,,,,,,
-0.029,-0.137,-0.107,,,,,,,,,
-0.036,-0.166,-0.129,,,,,,,,,
-0.026,-0.162,-0.136,,,,,,,,,
-0.028,-0.211,-0.183,,,,,,,,,
-0.017,-0.221,-0.204,,,,,,,,,
0.019,-0.176,-0.196,,,,,,,,,
0.072,-0.075,-0.148,,,,,,,,,
0.151,0.016,-0.134,,,,,,,,,
0.244,0.37,0.126,,,,,,,,,
0.372,0.819,0.446,,,,,,,,,
0.393,1.357,0.964,,,,,,,,,
0.303,1.625,1.323,,,,,,,,,
0.245,1.476,1.231,,,,,,,,,
0.178,1.02,0.841,,,,,,,,,
-0.009,0.226,0.236,,,,,,,,,
-0.176,-0.176,0.0,,,,,,,,,
-0.15,-0.276,-0.125,,,,,,,,,
-0.067,-0.243,-0.175,,,,,,,,,
-0.072,-0.233,-0.16,,,,,,,,,
-0.055,-0.204,-0.149,,,,,,,,,
-0.032,-0.192,-0.16,,,,,,,,,
-0.014,-0.165,-0.15,,,,,,,,,
0.004,-0.154,-0.159,,,,,,,,,
-0.003,-0.155,-0.151,,,,,,,,,
-0.009,-0.168,-0.158,,,,,,,,,
-0.006,-0.159,-0.152,,,,,,,,,
0.001,-0.161,-0.163,,,,,,,,,
0.003,-0.154,-0.157,,,,,,,,,
0.005,-0.156,-0.162,,,,,,,,,
0.005,-0.151,-0.157,,,,,,,,,
0.011,-0.15,-0.162,,,,,,,,,
0.009,-0.148,-0.157,,,,,,,,,
0.014,-0.147,-0.161,,,,,,,,,
0.008,-0.143,-0.152,,,,,,,,,
0.016,-0.141,-0.157,,,,,,,,,
0.01,-0.139,-0.149,,,,,,,,,
0.011,-0.139,-0.151,,,,,,,,,
0.015,-0.133,-0.148,,,,,,,,,
0.012,-0.136,-0.148,,,,,,,,,
0.013,-0.129,-0.142,,,,,,,,,
0.018,-0.128,-0.146,,,,,,,,,
0.017,-0.12,-0.138,,,,,,,,,
0.02,-0.121,-0.141,,,,,,,,,
0.022,-0.116,-0.138,,,,,,,,,
0.022,-0.114,-0.137,,,,,,,,,
0.022,-0.108,-0.13,,,,,,,,,
0.021,-0.106,-0.128,,,,,,,,,
0.021,-0.102,-0.123,,,,,,,,,
0.022,-0.101,-0.124,,,,,,,,,
0.019,-0.097,-0.116,,,,,,,,,
0.019,-0.096,-0.115,,,,,,,,,
0.017,-0.092,-0.109,,,,,,,,,
0.019,-0.09,-0.109,,,,,,,,,
0.017,-0.086,-0.104,,,,,,,,,
0.019,-0.085,-0.104,,,,,,,,,
0.017,-0.081,-0.099,,,,,,,,,
0.018,-0.079,-0.099,,,,,,,,,
0.017,-0.076,-0.093,,,,,,,,,
0.018,-0.075,-0.093,,,,,,,,,
0.019,-0.069,-0.088,,,,,,,,,
0.027,-0.06,-0.087,,,,,,,,,
0.03,-0.053,-0.083,,,,,,,,,
0.033,-0.048,-0.082,,,,,,,,,
0.035,-0.042,-0.078,,,,,,,,,
0.038,-0.037,-0.076,,,,,,,,,
0.041,-0.032,-0.074,,,,,,,,,
0.046,-0.026,-0.072,,,,,,,,,
0.048,-0.01,-0.058,,,,,,,,,
0.057,0.006,-0.05,,,,,,,,,
0.058,0.021,-0.036,,,,,,,,,
0.071,0.039,-0.033,,,,,,,,,
0.076,0.05,-0.026,,,,,,,,,
0.105,0.08,-0.025,,,,,,,,,
0.111,0.093,-0.018,,,,,,,,,
0.102,0.096,-0.005,,,,,,,,,
0.104,0.119,0.015,,,,,,,,,
0.108,0.139,0.031,,,,,,,,,
0.096,0.152,0.055,,,,,,,,,
0.089,0.162,0.073,,,,,,,,,
0.09,0.16,0.069,,,,,,,,,
0.081,0.152,0.07,,,,,,,,,
0.083,0.151,0.068,,,,,,,,,
0.061,0.144,0.082,,,,,,,,,
0.045,0.139,0.094,,,,,,,,,
0.065,0.136,0.07,,,,,,,,,
0.065,0.125,0.059,,,,,,,,,
0.058,0.097,0.039,,,,,,,,,
0.052,0.08,0.027,,,,,,,,,
0.04,0.055,0.015,,,,,,,,,
0.023,0.034,0.01,,,,,,,,,
0.017,0.016,-0.001,,,,,,,,,
0.011,0.001,-0.01,,,,,,,,,
0.006,-0.015,-0.022,,,,,,,,,
-0.005,-0.03,-0.025,,,,,,,,,
-0.016,-0.057,-0.04,,,,,,,,,
-0.025,-0.069,-0.043,,,,,,,,,
-0.026,-0.081,-0.056,,,,,,,,,
-0.015,-0.089,-0.073,,,,,,,,,
-0.022,-0.09,-0.068,,,,,,,,,
-0.018,-0.089,-0.071,,,,,,,,,
-0.021,-0.09,-0.069,,,,,,,,,
-0.019,-0.089,-0.07,,,,,,,,,
-0.02,-0.09,-0.069,,,,,,,,,
-0.019,-0.089,-0.07,,,,,,,,,
-0.02,-0.09,-0.069,,,,,,,,,
-0.019,-0.089,-0.07,,,,,,,,,
-0.027,-0.097,-0.069,,,,,,,,,
-0.037,-0.108,-0.07,,,,,,,,,
-0.041,-0.11,-0.069,,,,,,,,,
-0.038,-0.109,-0.071,,,,,,,,,
-0.042,-0.11,-0.067,,,,,,,,,
-0.028,-0.109,-0.08,,,,,,,,,
-0.016,-0.11,-0.093,,,,,,,,,
-0.021,-0.109,-0.088,,,,,,,,,
-0.019,-0.11,-0.091,,,,,,,,,
-0.02,-0.109,-0.088,,,,,,,,,
-0.019,-0.11,-0.09,,,,,,,,,
-0.02,-0.109,-0.089,,,,,,,,,
-0.02,-0.11,-0.09,,,,,,,,,
-0.019,-0.108,-0.089,,,,,,,,,
-0.025,-0.115,-0.09,,,,,,,,,
-0.043,-0.132,-0.089,,,,,,,,,
-0.038,-0.128,-0.09,,,,,,,,,
-0.035,-0.124,-0.089,,,,,,,,,
-0.03,-0.12,-0.09,,,,,,,,,
-0.027,-0.116,-0.089,,,,,,,,,
-0.027,-0.112,-0.085,,,,,,,,,
-0.023,-0.108,-0.084,,,,,,,,,
-0.022,-0.104,-0.082,,,,,,,,,
-0.021,-0.1,-0.079,,,,,,,,,
-0.015,-0.096,-0.08,,,,,,,,,
-0.019,-0.094,-0.074,,,,,,,,,
-0.016,-0.091,-0.075,,,,,,,,,
-0.014,-0.089,-0.074,,,,,,,,,
-0.015,-0.086,-0.07,,,,,,,,,
-0.013,-0.083,-0.07,,,,,,,,,
-0.012,-0.08,-0.068,,,,,,,,,
-0.014,-0.078,-0.064,,,,,,,,,
-0.01,-0.075,-0.065,,,,,,,,,
-0.007,-0.073,-0.066,,,,,,,,,
0.001,-0.07,-0.071,,,,,,,,,
0.001,-0.068,-0.069,,,,,,,,,
0.006,-0.064,-0.07,,,,,,,,,
0.003,-0.065,-0.069,,,,,,,,,
-0.011,-0.081,-0.07,,,,,,,,,
-0.01,-0.08,-0.069,,,,,,,,,
-0.009,-0.079,-0.07,,,,,,,,,
-0.01,-0.079,-0.069,,,,,,,,,
-0.012,-0.08,-0.067,,,,,,,,,
-0.016,-0.079,-0.063,,,,,,,,,
-0.014,-0.08,-0.065,,,,,,,,,
-0.015,-0.079,-0.064,,,,,,,,,
-0.014,-0.08,-0.065,,,,,,,,,
-0.015,-0.079,-0.064,,,,,,,,,
-0.014,-0.08,-0.065,,,,,,,,,
-0.015,-0.079,-0.064,,,,,,,,,
-0.015,-0.08,-0.065,,,,,,,,,
-0.01,-0.078,-0.068,,,,,,,,,
-0.015,-0.085,-0.07,,,,,,,,,
-0.026,-0.095,-0.069,,,,,,,,,
-0.024,-0.094,-0.07,,,,,,,,,
-0.025,-0.095,-0.069,,,,,,,,,
-0.024,-0.094,-0.07,,,,,,,,,
