I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.121,-0.015,0.105,,,,,,,,,
-0.12,-0.015,0.105,,,,,,,,,
-0.119,-0.015,0.104,,,,,,,,,
-0.12,-0.015,0.104,,,,,,,,,
-0.119,-0.014,0.105,,,,,,,,,
-0.117,-0.012,0.105,,,,,,,,,
-0.114,-0.01,0.104,,,,,,,,,
-0.112,-0.009,0.103,,,,,,,,,
-0.111,-0.01,0.101,,,,,,,,,
-0.109,-0.009,0.099,,,,,,,,,
-0.107,-0.007,0.098,,,,,,,,,
-0.105,-0.005,0.099,,,,,,,,,
-0.105,-0.005,0.1,,,,,,,,,
-0.105,-0.005,0.1,,,,,,,,,
-0.104,-0.004,0.099,,,,,,,,,
-0.102,-0.002,0.099,,,,,,,,,
-0.1,0.0,0.1,,,,,,,,,
-0.1,0.0,0.1,,,,,,,,,
-0.099,0.0,0.099,,,,,,,,,
-0.098,0.0,0.099,,,,,,,,,
-0.097,0.002,0.1,,,,,,,,,
-0.096,0.004,0.1,,,,,,,,,
-0.093,0.005,0.098,,,,,,,,,
-0.092,0.004,0.097,,,,,,,,,
-0.094,0.004,0.099,,,,,,,,,
-0.098,0.006,0.105,,,,,,,,,
-0.095,0.008,0.105,,,,,,,,,
-0.081,0.01,0.092,,,,,,,,,
-0.063,0.01,0.073,,,,,,,,,
-0.056,0.01,0.066,,,,,,,,,
-0.07,0.011,0.082,,,,,,,,,
-0.097,0.013,0.111,,,,,,,,,
-0.119,0.014,0.134,,,,,,,,,
-0.126,0.014,0.14,,,,,,,,,
-0.121,0.014,0.136,,,,,,,,,
-0.115,0.016,0.132,,,,,,,,,
-0.114,0.018,0.133,,,,,,,,,
-0.115,0.019,0.135,,,,,,,,,
-0.115,0.02,0.135,,,,,,,,,
-0.114,0.02,0.134,,,,,,,,,
-0.113,0.021,0.134,,,,,,,,,
-0.112,0.023,0.135,,,,,,,,,
-0.11,0.025,0.135,,,,,,,,,
-0.109,0.026,0.134,,,,,,,,,
-0.109,0.025,0.134,,,,,,,,,
-0.11,0.024,0.135,,,,,,,,,
-0.11,0.024,0.135,,,,,,,,,
-0.109,0.025,0.134,,,,,,,,,
-0.107,0.026,0.134,,,,,,,,,
-0.106,0.028,0.135,,,,,,,,,
-0.104,0.03,0.135,,,,,,,,,
-0.103,0.031,0.134,,,,,,,,,
-0.103,0.03,0.134,,,,,,,,,
-0.105,0.029,0.135,,,,,,,,,
-0.106,0.029,0.135,,,,,,,,,
-0.104,0.03,0.134,,,,,,,,,
-0.102,0.032,0.134,,,,,,,,,
-0.1,0.034,0.135,,,,,,,,,
-0.1,0.034,0.135,,,,,,,,,
-0.099,0.034,0.134,,,,,,,,,
-0.099,0.034,0.134,,,,,,,,,
-0.1,0.035,0.135,,,,,,,,,
-0.1,0.035,0.135,,,,,,,,,
-0.099,0.034,0.134,,,,,,,,,
-0.099,0.034,0.134,,,,,,,,,
-0.099,0.034,0.135,,,,,,,,,
-0.1,0.035,0.135,,,,,,,,,
-0.1,0.035,0.135,,,,,,,,,
-0.099,0.034,0.134,,,,,,,,,
-0.099,0.034,0.134,,,,,,,,,
-0.1,0.035,0.135,,,,,,,,,
-0.1,0.035,0.135,,,,,,,,,
-0.099,0.034,0.134,,,,,,,,,
-0.099,0.034,0.134,,,,,,,,,
-0.1,0.035,0.135,,,,,,,,,
-0.1,0.034,0.135,,,,,,,,,
-0.098,0.035,0.133,,,,,,,,,
-0.097,0.035,0.132,,,,,,,,,
-0.101,0.034,0.136,,,,,,,,,
-0.109,0.034,0.143,,,,,,,,,
-0.117,0.034,0.152,,,,,,,,,
-0.121,0.036,0.157,,,,,,,,,
-0.119,0.04,0.159,,,,,,,,,
-0.114,0.045,0.16,,,,,,,,,
-0.111,0.048,0.159,,,,,,,,,
-0.11,0.049,0.159,,,,,,,,,
-0.109,0.05,0.16,,,,,,,,,
-0.107,0.052,0.16,,,,,,,,,
-0.104,0.055,0.159,,,,,,,,,
-0.102,0.057,0.159,,,,,,,,,
-0.101,0.058,0.16,,,,,,,,,
-0.099,0.06,0.16,,,,,,,,,
-0.097,0.062,0.159,,,,,,,,,
-0.095,0.064,0.159,,,,,,,,,
-0.095,0.064,0.16,,,,,,,,,
-0.095,0.064,0.16,,,,,,,,,
-0.094,0.065,0.159,,,,,,,,,
-0.091,0.067,0.159,,,,,,,,,
-0.089,0.069,0.16,,,,,,,,,
-0.09,0.07,0.161,,,,,,,,,
-0.093,0.069,0.163,,,,,,,,,
-0.094,0.07,0.164,,,,,,,,,
-0.093,0.072,0.166,,,,,,,,,
-0.091,0.074,0.165,,,,,,,,,
-0.089,0.074,0.164,,,,,,,,,
-0.09,0.074,0.164,,,,,,,,,
-0.09,0.075,0.164,,,,,,,,,
-0.087,0.078,0.165,,,,,,,,,
-0.082,0.082,0.165,,,,,,,,,
-0.078,0.086,0.164,,,,,,,,,
-0.076,0.088,0.164,,,,,,,,,
-0.075,0.089,0.165,,,,,,,,,
-0.074,0.09,0.165,,,,,,,,,
-0.072,0.092,0.164,,,,,,,,,
-0.068,0.096,0.164,,,,,,,,,
-0.063,0.102,0.165,,,,,,,,,
-0.056,0.108,0.165,,,,,,,,,
-0.049,0.113,0.162,,,,,,,,,
-0.043,0.114,0.158,,,,,,,,,
-0.039,0.114,0.154,,,,,,,,,
-0.037,0.114,0.151,,,,,,,,,
-0.035,0.114,0.149,,,,,,,,,
-0.031,0.116,0.148,,,,,,,,,
-0.026,0.12,0.147,,,,,,,,,
-0.019,0.125,0.145,,,,,,,,,
-0.013,0.128,0.142,,,,,,,,,
-0.01,0.129,0.14,,,,,,,,,
-0.009,0.13,0.14,,,,,,,,,
-0.006,0.133,0.139,,,,,,,,,
0.005,0.14,0.135,,,,,,,,,
0.021,0.149,0.127,,,,,,,,,
0.031,0.156,0.125,,,,,,,,,
0.021,0.159,0.138,,,,,,,,,
-0.004,0.159,0.163,,,,,,,,,
-0.029,0.16,0.189,,,,,,,,,
-0.038,0.164,0.203,,,,,,,,,
-0.027,0.173,0.201,,,,,,,,,
-0.011,0.181,0.192,,,,,,,,,
-0.002,0.186,0.189,,,,,,,,,
-0.004,0.189,0.193,,,,,,,,,
-0.011,0.192,0.203,,,,,,,,,
-0.017,0.196,0.213,,,,,,,,,
-0.018,0.201,0.218,,,,,,,,,
-0.012,0.205,0.217,,,,,,,,,
-0.001,0.208,0.21,,,,,,,,,
0.01,0.211,0.2,,,,,,,,,
0.019,0.213,0.193,,,,,,,,,
0.024,0.214,0.189,,,,,,,,,
0.031,0.218,0.187,,,,,,,,,
0.045,0.224,0.18,,,,,,,,,
0.065,0.234,0.168,,,,,,,,,
0.084,0.245,0.16,,,,,,,,,
0.088,0.252,0.164,,,,,,,,,
0.071,0.256,0.185,,,,,,,,,
0.042,0.257,0.215,,,,,,,,,
0.023,0.262,0.239,,,,,,,,,
0.025,0.272,0.246,,,,,,,,,
0.04,0.282,0.241,,,,,,,,,
0.053,0.288,0.235,,,,,,,,,
0.052,0.288,0.235,,,,,,,,,
0.041,0.284,0.243,,,,,,,,,
0.028,0.281,0.252,,,,,,,,,
0.021,0.283,0.261,,,,,,,,,
0.024,0.29,0.264,,,,,,,,,
0.037,0.3,0.261,,,,,,,,,
0.055,0.31,0.254,,,,,,,,,
0.068,0.317,0.248,,,,,,,,,
0.074,0.319,0.245,,,,,,,,,
0.075,0.32,0.244,,,,,,,,,
0.08,0.321,0.241,,,,,,,,,
0.089,0.324,0.234,,,,,,,,,
0.101,0.328,0.227,,,,,,,,,
0.106,0.332,0.226,,,,,,,,,
0.099,0.335,0.236,,,,,,,,,
0.08,0.337,0.256,,,,,,,,,
0.063,0.34,0.276,,,,,,,,,
0.058,0.344,0.285,,,,,,,,,
0.065,0.35,0.285,,,,,,,,,
0.07,0.356,0.285,,,,,,,,,
0.065,0.358,0.292,,,,,,,,,
0.056,0.359,0.302,,,,,,,,,
0.052,0.361,0.309,,,,,,,,,
0.054,0.364,0.309,,,,,,,,,
0.056,0.365,0.308,,,,,,,,,
0.053,0.363,0.309,,,,,,,,,
0.05,0.36,0.31,,,,,,,,,
0.048,0.358,0.311,,,,,,,,,
0.047,0.359,0.312,,,,,,,,,
0.044,0.359,0.314,,,,,,,,,
0.043,0.36,0.315,,,,,,,,,
0.044,0.36,0.315,,,,,,,,,
0.045,0.359,0.315,,,,,,,,,
0.042,0.359,0.317,,,,,,,,,
0.039,0.359,0.32,,,,,,,,,
0.037,0.359,0.321,,,,,,,,,
0.039,0.36,0.32,,,,,,,,,
0.041,0.36,0.319,,,,,,,,,
0.045,0.361,0.316,,,,,,,,,
0.049,0.36,0.311,,,,,,,,,
0.05,0.356,0.306,,,,,,,,,
0.047,0.35,0.302,,,,,,,,,
0.043,0.343,0.3,,,,,,,,,
0.043,0.339,0.295,,,,,,,,,
0.045,0.336,0.29,,,,,,,,,
0.045,0.332,0.287,,,,,,,,,
0.044,0.328,0.284,,,,,,,,,
0.045,0.324,0.28,,,,,,,,,
0.047,0.321,0.275,,,,,,,,,
0.046,0.317,0.271,,,,,,,,,
0.042,0.311,0.269,,,,,,,,,
0.036,0.303,0.267,,,,,,,,,
0.03,0.295,0.264,,,,,,,,,
0.026,0.287,0.261,,,,,,,,,
0.022,0.279,0.257,,,,,,,,,
0.017,0.272,0.254,,,,,,,,,
0.012,0.264,0.252,,,,,,,,,
0.006,0.256,0.249,,,,,,,,,
0.001,0.248,0.247,,,,,,,,,
-0.001,0.24,0.243,,,,,,,,,
-0.006,0.232,0.239,,,,,,,,,
-0.012,0.225,0.236,,,,,,,,,
-0.019,0.217,0.235,,,,,,,,,
-0.022,0.211,0.232,,,,,,,,,
-0.023,0.205,0.228,,,,,,,,,
-0.024,0.199,0.224,,,,,,,,,
-0.029,0.193,0.222,,,,,,,,,
-0.034,0.187,0.221,,,,,,,,,
-0.036,0.181,0.217,,,,,,,,,
-0.036,0.176,0.213,,,,,,,,,
-0.039,0.17,0.209,,,,,,,,,
-0.045,0.162,0.208,,,,,,,,,
-0.051,0.154,0.206,,,,,,,,,
-0.056,0.146,0.202,,,,,,,,,
-0.06,0.138,0.199,,,,,,,,,
-0.065,0.131,0.196,,,,,,,,,
-0.071,0.123,0.194,,,,,,,,,
-0.077,0.115,0.191,,,,,,,,,
-0.08,0.108,0.187,,,,,,,,,
-0.077,0.102,0.179,,,,,,,,,
-0.071,0.096,0.167,,,,,,,,,
-0.067,0.089,0.157,,,,,,,,,
-0.068,0.081,0.149,,,,,,,,,
-0.071,0.074,0.144,,,,,,,,,
-0.072,0.067,0.139,,,,,,,,,
-0.073,0.062,0.135,,,,,,,,,
-0.076,0.056,0.133,,,,,,,,,
-0.08,0.05,0.132,,,,,,,,,
-0.085,0.044,0.13,,,,,,,,,
-0.089,0.038,0.127,,,,,,,,,
-0.093,0.032,0.125,,,,,,,,,
-0.096,0.027,0.124,,,,,,,,,
-0.098,0.023,0.122,,,,,,,,,
-0.099,0.02,0.119,,,,,,,,,
-0.101,0.016,0.117,,,,,,,,,
-0.104,0.012,0.116,,,,,,,,,
-0.106,0.008,0.114,,,,,,,,,
-0.107,0.004,0.112,,,,,,,,,
-0.108,0.0,0.109,,,,,,,,,
-0.11,-0.003,0.107,,,,,,,,,
-0.11,-0.007,0.103,,,,,,,,,
-0.109,-0.01,0.098,,,,,,,,,
-0.109,-0.014,0.094,,,,,,,,,
-0.11,-0.018,0.091,,,,,,,,,
-0.109,-0.021,0.088,,,,,,,,,
-0.106,-0.023,0.083,,,,,,,,,
-0.103,-0.025,0.078,,,,,,,,,
-0.102,-0.027,0.075,,,,,,,,,
-0.101,-0.029,0.072,,,,,,,,,
-0.098,-0.031,0.067,,,,,,,,,
-0.095,-0.032,0.062,,,,,,,,,
-0.095,-0.034,0.06,,,,,,,,,
-0.096,-0.037,0.059,,,,,,,,,
-0.093,-0.038,0.054,,,,,,,,,
-0.084,-0.04,0.043,,,,,,,,,
-0.074,-0.042,0.031,,,,,,,,,
-0.075,-0.044,0.03,,,,,,,,,
-0.091,-0.046,0.044,,,,,,,,,
-0.115,-0.048,0.067,,,,,,,,,
-0.132,-0.049,0.082,,,,,,,,,
-0.133,-0.05,0.083,,,,,,,,,
-0.126,-0.049,0.076,,,,,,,,,
-0.123,-0.05,0.072,,,,,,,,,
-0.127,-0.053,0.074,,,,,,,,,
-0.131,-0.055,0.076,,,,,,,,,
-0.128,-0.055,0.073,,,,,,,,,
-0.124,-0.054,0.069,,,,,,,,,
-0.124,-0.056,0.068,,,,,,,,,
-0.128,-0.058,0.069,,,,,,,,,
-0.13,-0.06,0.07,,,,,,,,,
-0.13,-0.06,0.069,,,,,,,,,
-0.13,-0.06,0.069,,,,,,,,,
-0.129,-0.059,0.069,,,,,,,,,
-0.126,-0.059,0.067,,,,,,,,,
-0.124,-0.06,0.064,,,,,,,,,
-0.125,-0.061,0.064,,,,,,,,,
-0.129,-0.063,0.065,,,,,,,,,
-0.13,-0.065,0.065,,,,,,,,,
-0.127,-0.066,0.061,,,,,,,,,
-0.125,-0.065,0.059,,,,,,,,,
-0.125,-0.064,0.06,,,,,,,,,
-0.125,-0.064,0.061,,,,,,,,,
-0.124,-0.065,0.059,,,,,,,,,
-0.123,-0.067,0.056,,,,,,,,,
-0.128,-0.069,0.058,,,,,,,,,
-0.137,-0.07,0.067,,,,,,,,,
-0.147,-0.069,0.077,,,,,,,,,
-0.154,-0.069,0.084,,,,,,,,,
-0.155,-0.07,0.085,,,,,,,,,
-0.152,-0.07,0.082,,,,,,,,,
-0.147,-0.069,0.077,,,,,,,,,
-0.144,-0.069,0.075,,,,,,,,,
-0.144,-0.069,0.074,,,,,,,,,
-0.145,-0.071,0.074,,,,,,,,,
-0.145,-0.073,0.071,,,,,,,,,
-0.143,-0.074,0.068,,,,,,,,,
-0.143,-0.075,0.067,,,,,,,,,
-0.141,-0.074,0.065,,,,,,,,,
-0.137,-0.074,0.062,,,,,,,,,
-0.134,-0.075,0.059,,,,,,,,,
-0.134,-0.075,0.059,,,,,,,,,
-0.136,-0.075,0.061,,,,,,,,,
-0.135,-0.075,0.06,,,,,,,,,
-0.132,-0.074,0.057,,,,,,,,,
-0.128,-0.074,0.053,,,,,,,,,
-0.124,-0.075,0.049,,,,,,,,,
-0.121,-0.075,0.046,,,,,,,,,
-0.119,-0.074,0.044,,,,,,,,,
-0.119,-0.074,0.044,,,,,,,,,
-0.118,-0.075,0.043,,,,,,,,,
-0.115,-0.075,0.04,,,,,,,,,
-0.109,-0.074,0.034,,,,,,,,,
-0.105,-0.074,0.03,,,,,,,,,
-0.104,-0.075,0.029,,,,,,,,,
-0.103,-0.075,0.028,,,,,,,,,
-0.099,-0.074,0.024,,,,,,,,,
-0.092,-0.074,0.018,,,,,,,,,
-0.091,-0.075,0.016,,,,,,,,,
-0.101,-0.075,0.026,,,,,,,,,
-0.121,-0.074,0.046,,,,,,,,,
-0.141,-0.074,0.066,,,,,,,,,
-0.15,-0.075,0.074,,,,,,,,,
-0.145,-0.075,0.07,,,,,,,,,
-0.138,-0.074,0.063,,,,,,,,,
-0.137,-0.074,0.062,,,,,,,,,
-0.14,-0.075,0.065,,,,,,,,,
-0.14,-0.075,0.065,,,,,,,,,
-0.136,-0.074,0.061,,,,,,,,,
-0.133,-0.074,0.058,,,,,,,,,
-0.134,-0.075,0.059,,,,,,,,,
-0.135,-0.075,0.06,,,,,,,,,
-0.134,-0.074,0.059,,,,,,,,,
-0.134,-0.074,0.059,,,,,,,,,
-0.135,-0.074,0.06,,,,,,,,,
-0.134,-0.075,0.059,,,,,,,,,
-0.131,-0.075,0.056,,,,,,,,,
-0.128,-0.074,0.053,,,,,,,,,
-0.129,-0.074,0.054,,,,,,,,,
-0.131,-0.075,0.056,,,,,,,,,
-0.128,-0.075,0.053,,,,,,,,,
-0.124,-0.074,0.049,,,,,,,,,
-0.124,-0.074,0.049,,,,,,,,,
