I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.008,-0.086,-0.077,,,,,,,,,
-0.011,-0.084,-0.073,,,,,,,,,
-0.008,-0.084,-0.075,,,,,,,,,
-0.011,-0.085,-0.074,,,,,,,,,
-0.008,-0.084,-0.075,,,,,,,,,
-0.012,-0.086,-0.074,,,,,,,,,
-0.006,-0.083,-0.076,,,,,,,,,
-0.015,-0.096,-0.081,,,,,,,,,
-0.005,-0.093,-0.088,,,,,,,,,
-0.006,-0.086,-0.079,,,,,,,,,
-0.006,-0.081,-0.075,,,,,,,,,
-0.006,-0.075,-0.069,,,,,,,,,
-0.006,-0.071,-0.064,,,,,,,,,
-0.006,-0.066,-0.058,,,,,,,,,
-0.006,-0.061,-0.054,,,,,,,,,
-0.006,-0.055,-0.048,,,,,,,,,
-0.01,-0.05,-0.04,,,,,,,,,
-0.012,-0.045,-0.032,,,,,,,,,
-0.003,-0.031,-0.028,,,,,,,,,
0.001,-0.013,-0.014,,,,,,,,,
0.003,0.004,0.001,,,,,,,,,
0.006,0.023,0.016,,,,,,,,,
0.023,0.047,0.023,,,,,,,,,
0.022,0.041,0.018,,,,,,,,,
0.017,0.038,0.021,,,,,,,,,
0.011,0.03,0.018,,,,,,,,,
0.006,0.034,0.027,,,,,,,,,
0.035,0.065,0.03,,,,,,,,,
0.029,0.09,0.06,,,,,,,,,
0.028,0.129,0.101,,,,,,,,,
0.018,0.118,0.098,,,,,,,,,
0.001,0.127,0.126,,,,,,,,,
0.023,0.16,0.136,,,,,,,,,
0.033,0.146,0.113,,,,,,,,,
0.035,0.137,0.101,,,,,,,,,
0.04,0.123,0.083,,,,,,,,,
0.042,0.112,0.069,,,,,,,,,
0.03,0.083,0.052,,,,,,,,,
0.027,0.062,0.035,,,,,,,,,
0.026,0.033,0.006,,,,,,,,,
0.023,0.003,-0.02,,,,,,,,,
0.007,-0.028,-0.036,,,,,,,,,
0.004,-0.047,-0.051,,,,,,,,,
0.007,-0.059,-0.066,,,,,,,,,
0.001,-0.061,-0.063,,,,,,,,,
-0.016,-0.082,-0.064,,,,,,,,,
-0.021,-0.079,-0.058,,,,,,,,,
-0.019,-0.08,-0.061,,,,,,,,,
-0.009,-0.079,-0.068,,,,,,,,,
-0.008,-0.081,-0.072,,,,,,,,,
-0.007,-0.075,-0.067,,,,,,,,,
-0.003,-0.075,-0.072,,,,,,,,,
-0.006,-0.074,-0.067,,,,,,,,,
-0.003,-0.076,-0.072,,,,,,,,,
-0.005,-0.072,-0.067,,,,,,,,,
0.006,-0.069,-0.075,,,,,,,,,
-0.007,-0.082,-0.075,,,,,,,,,
-0.03,-0.126,-0.096,,,,,,,,,
-0.033,-0.123,-0.089,,,,,,,,,
-0.015,-0.059,-0.044,,,,,,,,,
0.04,0.055,0.014,,,,,,,,,
0.098,0.174,0.076,,,,,,,,,
0.234,0.459,0.224,,,,,,,,,
0.382,0.762,0.38,,,,,,,,,
0.51,0.868,0.357,,,,,,,,,
0.49,0.656,0.166,,,,,,,,,
0.406,0.162,-0.243,,,,,,,,,
0.223,-0.14,-0.363,,,,,,,,,
0.107,-0.259,-0.366,,,,,,,,,
0.067,-0.29,-0.356,,,,,,,,,
0.047,-0.293,-0.34,,,,,,,,,
0.013,-0.266,-0.28,,,,,,,,,
-0.028,-0.241,-0.213,,,,,,,,,
-0.004,-0.167,-0.163,,,,,,,,,
-0.008,-0.153,-0.144,,,,,,,,,
-0.022,-0.139,-0.117,,,,,,,,,
-0.022,-0.129,-0.108,,,,,,,,,
-0.02,-0.117,-0.096,,,,,,,,,
-0.028,-0.115,-0.086,,,,,,,,,
-0.028,-0.109,-0.08,,,,,,,,,
-0.014,-0.107,-0.092,,,,,,,,,
-0.012,-0.101,-0.089,,,,,,,,,
-0.008,-0.099,-0.09,,,,,,,,,
-0.005,-0.094,-0.089,,,,,,,,,
0.0,-0.09,-0.09,,,,,,,,,
0.001,-0.088,-0.089,,,,,,,,,
0.01,-0.079,-0.09,,,,,,,,,
-0.001,-0.09,-0.089,,,,,,,,,
-0.012,-0.102,-0.09,,,,,,,,,
-0.008,-0.097,-0.089,,,,,,,,,
-0.01,-0.101,-0.09,,,,,,,,,
-0.02,-0.11,-0.089,,,,,,,,,
-0.021,-0.111,-0.09,,,,,,,,,
-0.014,-0.103,-0.089,,,,,,,,,
-0.015,-0.105,-0.089,,,,,,,,,
-0.014,-0.099,-0.085,,,,,,,,,
-0.012,-0.096,-0.084,,,,,,,,,
-0.008,-0.093,-0.085,,,,,,,,,
-0.011,-0.092,-0.08,,,,,,,,,
-0.006,-0.086,-0.079,,,,,,,,,
-0.004,-0.084,-0.08,,,,,,,,,
0.001,-0.078,-0.079,,,,,,,,,
-0.001,-0.076,-0.075,,,,,,,,,
0.004,-0.07,-0.074,,,,,,,,,
0.006,-0.068,-0.074,,,,,,,,,
0.009,-0.062,-0.071,,,,,,,,,
0.007,-0.061,-0.068,,,,,,,,,
0.017,-0.053,-0.071,,,,,,,,,
0.016,-0.05,-0.067,,,,,,,,,
0.03,-0.043,-0.073,,,,,,,,,
0.045,-0.04,-0.085,,,,,,,,,
0.039,-0.027,-0.067,,,,,,,,,
0.045,-0.011,-0.057,,,,,,,,,
0.046,0.005,-0.041,,,,,,,,,
0.054,0.017,-0.037,,,,,,,,,
0.057,0.025,-0.031,,,,,,,,,
0.059,0.03,-0.028,,,,,,,,,
0.053,0.029,-0.024,,,,,,,,,
0.05,0.029,-0.021,,,,,,,,,
0.052,0.036,-0.016,,,,,,,,,
0.063,0.049,-0.013,,,,,,,,,
0.064,0.055,-0.008,,,,,,,,,
0.06,0.054,-0.005,,,,,,,,,
0.059,0.054,-0.004,,,,,,,,,
0.054,0.055,0.0,,,,,,,,,
0.05,0.054,0.004,,,,,,,,,
0.049,0.055,0.006,,,,,,,,,
0.022,0.05,0.027,,,,,,,,,
0.02,0.041,0.02,,,,,,,,,
0.058,0.071,0.012,,,,,,,,,
0.048,0.053,0.005,,,,,,,,,
0.033,0.04,0.007,,,,,,,,,
0.008,0.022,0.013,,,,,,,,,
0.024,0.012,-0.011,,,,,,,,,
0.012,0.02,0.008,,,,,,,,,
-0.007,0.011,0.018,,,,,,,,,
-0.012,0.001,0.013,,,,,,,,,
-0.022,-0.01,0.012,,,,,,,,,
-0.021,-0.012,0.009,,,,,,,,,
-0.017,-0.007,0.009,,,,,,,,,
-0.039,-0.035,0.004,,,,,,,,,
-0.034,-0.029,0.004,,,,,,,,,
-0.019,-0.02,-0.001,,,,,,,,,
-0.014,-0.013,0.0,,,,,,,,,
-0.008,-0.005,0.003,,,,,,,,,
-0.011,0.002,0.013,,,,,,,,,
-0.012,0.005,0.018,,,,,,,,,
-0.014,0.012,0.027,,,,,,,,,
0.0,0.017,0.017,,,,,,,,,
-0.01,0.025,0.036,,,,,,,,,
-0.009,0.037,0.047,,,,,,,,,
0.0,0.043,0.043,,,,,,,,,
-0.008,0.038,0.046,,,,,,,,,
-0.002,0.041,0.043,,,,,,,,,
-0.008,0.038,0.047,,,,,,,,,
0.009,0.05,0.04,,,,,,,,,
0.011,0.079,0.068,,,,,,,,,
0.008,0.107,0.098,,,,,,,,,
0.022,0.114,0.092,,,,,,,,,
0.025,0.122,0.096,,,,,,,,,
0.022,0.116,0.093,,,,,,,,,
0.019,0.128,0.108,,,,,,,,,
0.032,0.143,0.11,,,,,,,,,
0.024,0.164,0.14,,,,,,,,,
0.033,0.184,0.15,,,,,,,,,
0.019,0.192,0.173,,,,,,,,,
0.009,0.185,0.176,,,,,,,,,
0.044,0.218,0.174,,,,,,,,,
0.048,0.218,0.169,,,,,,,,,
0.033,0.203,0.169,,,,,,,,,
0.036,0.191,0.154,,,,,,,,,
0.035,0.175,0.14,,,,,,,,,
0.024,0.142,0.118,,,,,,,,,
0.021,0.111,0.09,,,,,,,,,
0.015,0.079,0.063,,,,,,,,,
0.004,0.051,0.046,,,,,,,,,
0.005,0.036,0.031,,,,,,,,,
0.011,0.026,0.015,,,,,,,,,
0.003,0.009,0.006,,,,,,,,,
-0.002,0.007,0.01,,,,,,,,,
-0.003,0.013,0.017,,,,,,,,,
-0.002,0.009,0.012,,,,,,,,,
0.002,0.005,0.003,,,,,,,,,
0.006,0.002,-0.003,,,,,,,,,
0.007,-0.002,-0.01,,,,,,,,,
0.005,-0.005,-0.01,,,,,,,,,
0.008,-0.01,-0.018,,,,,,,,,
-0.004,-0.012,-0.008,,,,,,,,,
-0.014,-0.019,-0.005,,,,,,,,,
-0.001,-0.018,-0.016,,,,,,,,,
0.008,-0.015,-0.024,,,,,,,,,
-0.011,-0.029,-0.017,,,,,,,,,
-0.041,-0.059,-0.018,,,,,,,,,
-0.038,-0.052,-0.013,,,,,,,,,
-0.015,-0.002,0.013,,,,,,,,,
0.04,0.105,0.065,,,,,,,,,
0.131,0.239,0.107,,,,,,,,,
0.258,0.508,0.249,,,,,,,,,
0.434,0.802,0.367,,,,,,,,,
0.533,0.895,0.361,,,,,,,,,
0.57,0.683,0.113,,,,,,,,,
0.475,0.212,-0.263,,,,,,,,,
0.26,-0.1,-0.361,,,,,,,,,
0.117,-0.217,-0.335,,,,,,,,,
0.056,-0.233,-0.29,,,,,,,,,
0.038,-0.222,-0.261,,,,,,,,,
0.022,-0.21,-0.233,,,,,,,,,
0.011,-0.146,-0.157,,,,,,,,,
0.0,-0.101,-0.101,,,,,,,,,
-0.002,-0.093,-0.091,,,,,,,,,
-0.006,-0.072,-0.066,,,,,,,,,
-0.009,-0.06,-0.051,,,,,,,,,
-0.022,-0.06,-0.038,,,,,,,,,
-0.017,-0.059,-0.041,,,,,,,,,
-0.012,-0.051,-0.038,,,,,,,,,
-0.006,-0.047,-0.041,,,,,,,,,
-0.002,-0.041,-0.038,,,,,,,,,
0.0,-0.04,-0.041,,,,,,,,,
0.0,-0.039,-0.038,,,,,,,,,
0.001,-0.039,-0.041,,,,,,,,,
0.005,-0.033,-0.038,,,,,,,,,
0.0,-0.036,-0.036,,,,,,,,,
-0.001,-0.034,-0.033,,,,,,,,,
-0.002,-0.034,-0.031,,,,,,,,,
0.0,-0.028,-0.028,,,,,,,,,
-0.005,-0.031,-0.026,,,,,,,,,
-0.004,-0.028,-0.023,,,,,,,,,
-0.005,-0.026,-0.021,,,,,,,,,
-0.006,-0.023,-0.017,,,,,,,,,
-0.01,-0.026,-0.015,,,,,,,,,
-0.01,-0.023,-0.012,,,,,,,,,
-0.015,-0.026,-0.01,,,,,,,,,
-0.015,-0.022,-0.007,,,,,,,,,
-0.033,-0.038,-0.004,,,,,,,,,
-0.045,-0.05,-0.004,,,,,,,,,
-0.039,-0.05,-0.01,,,,,,,,,
-0.034,-0.049,-0.015,,,,,,,,,
-0.03,-0.05,-0.02,,,,,,,,,
-0.017,-0.043,-0.025,,,,,,,,,
-0.015,-0.033,-0.018,,,,,,,,,
-0.004,-0.022,-0.017,,,,,,,,,
0.003,-0.012,-0.015,,,,,,,,,
0.005,-0.005,-0.01,,,,,,,,,
0.011,0.003,-0.007,,,,,,,,,
0.012,0.009,-0.002,,,,,,,,,
0.019,0.019,0.0,,,,,,,,,
0.005,0.011,0.006,,,,,,,,,
0.031,0.028,-0.002,,,,,,,,,
0.038,0.046,0.008,,,,,,,,,
0.034,0.055,0.02,,,,,,,,,
0.041,0.076,0.034,,,,,,,,,
0.036,0.082,0.045,,,,,,,,,
0.034,0.078,0.044,,,,,,,,,
0.037,0.084,0.047,,,,,,,,,
0.045,0.111,0.065,,,,,,,,,
0.04,0.111,0.07,,,,,,,,,
0.033,0.106,0.072,,,,,,,,,
0.031,0.103,0.071,,,,,,,,,
0.032,0.098,0.065,,,,,,,,,
0.033,0.096,0.062,,,,,,,,,
0.028,0.087,0.059,,,,,,,,,
0.039,0.108,0.068,,,,,,,,,
0.009,0.117,0.108,,,,,,,,,
0.001,0.103,0.102,,,,,,,,,
0.009,0.099,0.09,,,,,,,,,
0.011,0.092,0.08,,,,,,,,,
0.011,0.084,0.072,,,,,,,,,
0.002,0.072,0.07,,,,,,,,,
-0.007,0.062,0.069,,,,,,,,,
-0.017,0.053,0.07,,,,,,,,,
-0.019,0.05,0.069,,,,,,,,,
-0.015,0.049,0.065,,,,,,,,,
-0.014,0.05,0.064,,,,,,,,,
-0.015,0.049,0.065,,,,,,,,,
-0.014,0.05,0.065,,,,,,,,,
-0.012,0.049,0.063,,,,,,,,,
-0.009,0.049,0.058,,,,,,,,,
-0.016,0.044,0.061,,,,,,,,,
-0.013,0.045,0.058,,,,,,,,,
-0.017,0.044,0.062,,,,,,,,,
-0.009,0.044,0.054,,,,,,,,,
-0.02,0.045,0.065,,,,,,,,,
-0.032,0.043,0.076,,,,,,,,,
-0.024,0.049,0.074,,,,,,,,,
-0.018,0.053,0.072,,,,,,,,,
-0.02,0.05,0.071,,,,,,,,,
-0.016,0.071,0.087,,,,,,,,,
-0.026,0.056,0.083,,,,,,,,,
0.008,0.083,0.075,,,,,,,,,
