I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.011,-0.135,-0.123,,,,,,,,,
-0.027,-0.032,-0.004,,,,,,,,,
0.028,0.148,0.119,,,,,,,,,
0.073,0.184,0.11,,,,,,,,,
0.191,0.173,-0.018,,,,,,,,,
0.302,0.147,-0.155,,,,,,,,,
0.396,0.299,-0.096,,,,,,,,,
0.477,0.613,0.136,,,,,,,,,
0.467,0.679,0.211,,,,,,,,,
0.378,0.465,0.086,,,,,,,,,
0.26,0.135,-0.124,,,,,,,,,
0.064,-0.089,-0.154,,,,,,,,,
-0.012,-0.142,-0.13,,,,,,,,,
-0.036,-0.121,-0.084,,,,,,,,,
-0.105,-0.222,-0.117,,,,,,,,,
-0.105,-0.307,-0.202,,,,,,,,,
-0.082,-0.243,-0.16,,,,,,,,,
-0.033,-0.132,-0.099,,,,,,,,,
-0.107,-0.103,0.004,,,,,,,,,
-0.112,-0.105,0.007,,,,,,,,,
-0.101,-0.186,-0.085,,,,,,,,,
-0.015,-0.14,-0.124,,,,,,,,,
-0.001,-0.055,-0.053,,,,,,,,,
-0.038,-0.037,0.0,,,,,,,,,
-0.059,-0.058,0.0,,,,,,,,,
-0.046,-0.17,-0.124,,,,,,,,,
-0.046,-0.153,-0.107,,,,,,,,,
0.03,-0.045,-0.076,,,,,,,,,
0.015,-0.03,-0.045,,,,,,,,,
-0.033,-0.057,-0.024,,,,,,,,,
-0.019,-0.155,-0.136,,,,,,,,,
-0.028,-0.157,-0.129,,,,,,,,,
-0.032,-0.056,-0.023,,,,,,,,,
-0.04,-0.025,0.014,,,,,,,,,
0.004,-0.04,-0.045,,,,,,,,,
-0.012,-0.149,-0.137,,,,,,,,,
-0.044,-0.165,-0.121,,,,,,,,,
-0.033,-0.062,-0.029,,,,,,,,,
-0.05,-0.021,0.028,,,,,,,,,
-0.001,-0.026,-0.025,,,,,,,,,
-0.003,-0.121,-0.117,,,,,,,,,
-0.042,-0.18,-0.138,,,,,,,,,
-0.012,-0.073,-0.059,,,,,,,,,
-0.024,-0.016,0.008,,,,,,,,,
0.003,-0.019,-0.023,,,,,,,,,
0.018,-0.095,-0.113,,,,,,,,,
-0.021,-0.169,-0.148,,,,,,,,,
-0.009,-0.088,-0.079,,,,,,,,,
-0.02,-0.017,0.002,,,,,,,,,
-0.003,-0.014,-0.011,,,,,,,,,
-0.012,-0.11,-0.098,,,,,,,,,
-0.008,-0.154,-0.145,,,,,,,,,
-0.014,-0.092,-0.078,,,,,,,,,
-0.003,0.011,0.015,,,,,,,,,
-0.006,0.001,0.006,,,,,,,,,
-0.009,-0.085,-0.076,,,,,,,,,
-0.001,-0.143,-0.142,,,,,,,,,
0.017,-0.085,-0.102,,,,,,,,,
0.013,0.003,-0.011,,,,,,,,,
0.036,0.038,0.002,,,,,,,,,
0.043,-0.041,-0.085,,,,,,,,,
0.045,-0.113,-0.159,,,,,,,,,
0.047,-0.073,-0.121,,,,,,,,,
0.044,0.023,-0.021,,,,,,,,,
0.05,0.073,0.021,,,,,,,,,
0.061,0.017,-0.044,,,,,,,,,
0.045,-0.077,-0.122,,,,,,,,,
0.041,-0.063,-0.106,,,,,,,,,
-0.022,-0.022,0.0,,,,,,,,,
0.042,0.093,0.051,,,,,,,,,
0.062,0.051,-0.011,,,,,,,,,
0.062,-0.038,-0.1,,,,,,,,,
0.059,-0.037,-0.097,,,,,,,,,
0.041,0.049,0.008,,,,,,,,,
0.091,0.165,0.073,,,,,,,,,
0.081,0.106,0.025,,,,,,,,,
0.099,0.018,-0.08,,,,,,,,,
0.066,-0.012,-0.078,,,,,,,,,
0.106,0.054,-0.052,,,,,,,,,
0.131,0.183,0.052,,,,,,,,,
0.075,0.144,0.068,,,,,,,,,
0.073,0.043,-0.029,,,,,,,,,
0.058,0.01,-0.048,,,,,,,,,
0.016,0.044,0.027,,,,,,,,,
0.043,0.161,0.117,,,,,,,,,
0.043,0.141,0.098,,,,,,,,,
0.038,0.03,-0.007,,,,,,,,,
0.028,-0.029,-0.057,,,,,,,,,
0.018,0.019,0.001,,,,,,,,,
0.039,0.112,0.073,,,,,,,,,
0.03,0.102,0.071,,,,,,,,,
0.032,0.007,-0.025,,,,,,,,,
0.024,-0.058,-0.082,,,,,,,,,
0.015,-0.02,-0.035,,,,,,,,,
0.015,0.079,0.064,,,,,,,,,
0.018,0.097,0.079,,,,,,,,,
0.009,0.006,-0.003,,,,,,,,,
0.017,-0.055,-0.072,,,,,,,,,
-0.03,-0.058,-0.027,,,,,,,,,
-0.059,0.016,0.075,,,,,,,,,
0.006,0.105,0.098,,,,,,,,,
0.016,0.032,0.016,,,,,,,,,
0.008,-0.053,-0.062,,,,,,,,,
0.015,-0.04,-0.056,,,,,,,,,
0.068,0.052,-0.015,,,,,,,,,
0.02,0.093,0.072,,,,,,,,,
0.032,0.049,0.015,,,,,,,,,
0.025,-0.051,-0.076,,,,,,,,,
0.02,-0.048,-0.068,,,,,,,,,
0.014,0.045,0.031,,,,,,,,,
0.024,0.112,0.088,,,,,,,,,
0.01,0.045,0.035,,,,,,,,,
0.004,-0.047,-0.052,,,,,,,,,
-0.014,-0.07,-0.056,,,,,,,,,
-0.075,-0.041,0.033,,,,,,,,,
-0.046,0.056,0.103,,,,,,,,,
0.001,0.058,0.056,,,,,,,,,
-0.012,-0.057,-0.045,,,,,,,,,
0.003,-0.063,-0.066,,,,,,,,,
-0.056,-0.046,0.01,,,,,,,,,
-0.052,0.028,0.08,,,,,,,,,
0.01,0.055,0.044,,,,,,,,,
-0.008,-0.051,-0.042,,,,,,,,,
-0.005,-0.085,-0.08,,,,,,,,,
-0.006,-0.021,-0.013,,,,,,,,,
0.011,0.079,0.067,,,,,,,,,
-0.005,0.053,0.06,,,,,,,,,
-0.017,-0.03,-0.013,,,,,,,,,
-0.004,-0.093,-0.088,,,,,,,,,
-0.015,-0.035,-0.02,,,,,,,,,
-0.016,0.036,0.053,,,,,,,,,
-0.019,0.054,0.074,,,,,,,,,
-0.009,-0.014,-0.005,,,,,,,,,
-0.025,-0.088,-0.062,,,,,,,,,
0.004,-0.039,-0.044,,,,,,,,,
0.043,0.053,0.009,,,,,,,,,
-0.002,0.079,0.081,,,,,,,,,
0.011,0.012,0.001,,,,,,,,,
0.003,-0.067,-0.071,,,,,,,,,
0.003,-0.049,-0.052,,,,,,,,,
-0.005,0.036,0.042,,,,,,,,,
0.008,0.082,0.075,,,,,,,,,
0.002,0.052,0.05,,,,,,,,,
0.009,-0.02,-0.031,,,,,,,,,
0.01,0.007,-0.001,,,,,,,,,
0.016,0.11,0.093,,,,,,,,,
0.009,0.147,0.138,,,,,,,,,
0.018,0.111,0.093,,,,,,,,,
0.013,0.021,0.008,,,,,,,,,
0.029,0.03,0.001,,,,,,,,,
0.024,0.109,0.085,,,,,,,,,
0.034,0.165,0.13,,,,,,,,,
0.057,0.136,0.078,,,,,,,,,
0.048,0.033,-0.015,,,,,,,,,
0.039,0.007,-0.031,,,,,,,,,
0.035,0.076,0.041,,,,,,,,,
0.024,0.128,0.103,,,,,,,,,
0.049,0.102,0.053,,,,,,,,,
0.059,0.02,-0.038,,,,,,,,,
-0.005,-0.064,-0.059,,,,,,,,,
-0.01,-0.004,0.006,,,,,,,,,
-0.019,0.052,0.072,,,,,,,,,
-0.025,0.01,0.036,,,,,,,,,
-0.024,-0.074,-0.05,,,,,,,,,
-0.033,-0.114,-0.08,,,,,,,,,
-0.032,-0.059,-0.026,,,,,,,,,
-0.053,0.005,0.059,,,,,,,,,
-0.024,0.008,0.032,,,,,,,,,
-0.01,-0.079,-0.069,,,,,,,,,
-0.016,-0.131,-0.114,,,,,,,,,
-0.009,-0.054,-0.045,,,,,,,,,
-0.03,-0.006,0.024,,,,,,,,,
-0.022,0.006,0.029,,,,,,,,,
-0.036,-0.088,-0.051,,,,,,,,,
-0.045,-0.129,-0.084,,,,,,,,,
-0.054,-0.043,0.01,,,,,,,,,
-0.046,0.095,0.142,,,,,,,,,
0.049,0.185,0.135,,,,,,,,,
0.207,0.213,0.006,,,,,,,,,
0.342,0.195,-0.146,,,,,,,,,
0.411,0.279,-0.132,,,,,,,,,
0.489,0.56,0.071,,,,,,,,,
0.507,0.677,0.169,,,,,,,,,
0.434,0.505,0.071,,,,,,,,,
0.291,0.164,-0.126,,,,,,,,,
0.108,-0.098,-0.207,,,,,,,,,
-0.042,-0.156,-0.114,,,,,,,,,
-0.078,-0.159,-0.081,,,,,,,,,
-0.097,-0.213,-0.116,,,,,,,,,
-0.127,-0.318,-0.19,,,,,,,,,
-0.118,-0.293,-0.174,,,,,,,,,
-0.111,-0.2,-0.088,,,,,,,,,
-0.165,-0.15,0.016,,,,,,,,,
-0.168,-0.161,0.006,,,,,,,,,
-0.069,-0.161,-0.093,,,,,,,,,
-0.068,-0.185,-0.117,,,,,,,,,
-0.035,-0.081,-0.045,,,,,,,,,
-0.085,-0.054,0.031,,,,,,,,,
-0.057,-0.07,-0.012,,,,,,,,,
-0.029,-0.127,-0.098,,,,,,,,,
-0.041,-0.174,-0.133,,,,,,,,,
-0.031,-0.096,-0.064,,,,,,,,,
-0.033,-0.021,0.012,,,,,,,,,
-0.021,-0.036,-0.014,,,,,,,,,
-0.033,-0.123,-0.09,,,,,,,,,
-0.038,-0.155,-0.117,,,,,,,,,
-0.048,-0.105,-0.057,,,,,,,,,
-0.052,-0.021,0.03,,,,,,,,,
-0.039,-0.02,0.017,,,,,,,,,
-0.031,-0.099,-0.068,,,,,,,,,
-0.028,-0.148,-0.12,,,,,,,,,
-0.023,-0.103,-0.079,,,,,,,,,
-0.026,-0.014,0.011,,,,,,,,,
-0.023,-0.003,0.019,,,,,,,,,
-0.02,-0.082,-0.061,,,,,,,,,
-0.008,-0.14,-0.131,,,,,,,,,
-0.008,-0.111,-0.103,,,,,,,,,
-0.02,-0.016,0.003,,,,,,,,,
-0.019,0.005,0.024,,,,,,,,,
-0.02,-0.064,-0.043,,,,,,,,,
-0.021,-0.125,-0.104,,,,,,,,,
-0.017,-0.107,-0.089,,,,,,,,,
-0.02,-0.018,0.002,,,,,,,,,
-0.016,0.022,0.038,,,,,,,,,
-0.014,-0.038,-0.023,,,,,,,,,
-0.015,-0.114,-0.098,,,,,,,,,
-0.007,-0.113,-0.105,,,,,,,,,
-0.001,-0.022,-0.021,,,,,,,,,
0.003,0.019,0.016,,,,,,,,,
0.002,-0.024,-0.026,,,,,,,,,
0.01,-0.091,-0.101,,,,,,,,,
0.028,-0.103,-0.131,,,,,,,,,
0.032,-0.019,-0.052,,,,,,,,,
0.024,0.035,0.01,,,,,,,,,
0.021,0.002,-0.018,,,,,,,,,
0.032,-0.056,-0.089,,,,,,,,,
0.04,-0.066,-0.107,,,,,,,,,
0.03,-0.001,-0.031,,,,,,,,,
0.012,0.052,0.039,,,,,,,,,
0.043,0.06,0.017,,,,,,,,,
0.043,-0.014,-0.056,,,,,,,,,
0.066,-0.032,-0.098,,,,,,,,,
0.068,0.028,-0.039,,,,,,,,,
0.049,0.083,0.034,,,,,,,,,
0.069,0.096,0.026,,,,,,,,,
0.069,0.036,-0.033,,,,,,,,,
0.076,0.0,-0.076,,,,,,,,,
0.091,0.057,-0.033,,,,,,,,,
0.061,0.112,0.051,,,,,,,,,
0.071,0.134,0.062,,,,,,,,,
0.086,0.09,0.003,,,,,,,,,
0.082,0.043,-0.04,,,,,,,,,
0.085,0.091,0.006,,,,,,,,,
0.064,0.132,0.068,,,,,,,,,
0.071,0.163,0.091,,,,,,,,,
0.06,0.11,0.05,,,,,,,,,
0.124,0.094,-0.029,,,,,,,,,
0.109,0.103,-0.006,,,,,,,,,
0.044,0.094,0.05,,,,,,,,,
0.053,0.125,0.071,,,,,,,,,
0.039,0.078,0.039,,,,,,,,,
0.047,0.003,-0.044,,,,,,,,,
0.046,0.003,-0.042,,,,,,,,,
0.039,0.057,0.018,,,,,,,,,
0.03,0.089,0.058,,,,,,,,,
0.028,0.061,0.032,,,,,,,,,
0.023,-0.019,-0.043,,,,,,,,,
0.024,-0.018,-0.042,,,,,,,,,
0.007,0.024,0.016,,,,,,,,,
0.004,0.061,0.056,,,,,,,,,
0.01,0.049,0.039,,,,,,,,,
0.008,-0.025,-0.033,,,,,,,,,
0.023,-0.037,-0.061,,,,,,,,,
0.012,0.017,0.005,,,,,,,,,
-0.003,0.048,0.051,,,,,,,,,
0.023,0.057,0.033,,,,,,,,,
0.018,-0.009,-0.027,,,,,,,,,
0.016,-0.043,-0.06,,,,,,,,,
0.016,-0.003,-0.019,,,,,,,,,
0.021,0.063,0.041,,,,,,,,,
0.015,0.064,0.049,,,,,,,,,
0.008,0.004,-0.004,,,,,,,,,
0.004,-0.045,-0.049,,,,,,,,,
-0.003,-0.011,-0.007,,,,,,,,,
0.008,0.049,0.041,,,,,,,,,
-0.005,0.06,0.065,,,,,,,,,
-0.016,0.002,0.018,,,,,,,,,
-0.013,-0.054,-0.041,,,,,,,,,
-0.016,-0.04,-0.024,,,,,,,,,
-0.01,0.015,0.025,,,,,,,,,
-0.005,0.035,0.041,,,,,,,,,
-0.007,-0.003,0.004,,,,,,,,,
-0.003,-0.056,-0.053,,,,,,,,,
0.0,-0.05,-0.051,,,,,,,,,
-0.006,0.0,0.007,,,,,,,,,
-0.004,0.036,0.04,,,,,,,,,
-0.015,-0.002,0.011,,,,,,,,,
-0.013,-0.063,-0.05,,,,,,,,,
-0.022,-0.065,-0.042,,,,,,,,,
-0.043,-0.021,0.021,,,,,,,,,
-0.074,-0.029,0.045,,,,,,,,,
-0.035,-0.013,0.021,,,,,,,,,
-0.022,-0.061,-0.04,,,,,,,,,
-0.019,-0.06,-0.039,,,,,,,,,
-0.018,-0.005,0.013,,,,,,,,,
-0.01,0.033,0.043,,,,,,,,,
