I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.068,0.069,0.001,,,,,,,,,
0.066,0.069,0.003,,,,,,,,,
0.065,0.07,0.004,,,,,,,,,
0.061,0.068,0.007,,,,,,,,,
0.055,0.065,0.009,,,,,,,,,
0.054,0.064,0.01,,,,,,,,,
0.054,0.064,0.009,,,,,,,,,
0.054,0.065,0.009,,,,,,,,,
0.053,0.065,0.011,,,,,,,,,
0.051,0.065,0.013,,,,,,,,,
0.048,0.064,0.015,,,,,,,,,
0.046,0.062,0.015,,,,,,,,,
0.044,0.059,0.015,,,,,,,,,
0.045,0.059,0.014,,,,,,,,,
0.045,0.059,0.014,,,,,,,,,
0.044,0.061,0.016,,,,,,,,,
0.042,0.061,0.018,,,,,,,,,
0.039,0.06,0.02,,,,,,,,,
0.036,0.056,0.02,,,,,,,,,
0.031,0.051,0.019,,,,,,,,,
0.027,0.048,0.021,,,,,,,,,
0.024,0.047,0.022,,,,,,,,,
0.02,0.044,0.024,,,,,,,,,
0.016,0.04,0.024,,,,,,,,,
0.011,0.036,0.024,,,,,,,,,
0.009,0.034,0.024,,,,,,,,,
0.007,0.032,0.025,,,,,,,,,
0.004,0.03,0.025,,,,,,,,,
0.002,0.025,0.023,,,,,,,,,
0.001,0.021,0.02,,,,,,,,,
0.0,0.019,0.019,,,,,,,,,
-0.001,0.016,0.018,,,,,,,,,
-0.005,0.014,0.02,,,,,,,,,
-0.008,0.01,0.02,,,,,,,,,
-0.012,0.006,0.02,,,,,,,,,
-0.015,0.002,0.019,,,,,,,,,
-0.016,0.0,0.016,,,,,,,,,
-0.015,0.0,0.014,,,,,,,,,
-0.014,-0.001,0.014,,,,,,,,,
-0.017,-0.004,0.015,,,,,,,,,
-0.023,-0.007,0.015,,,,,,,,,
-0.027,-0.01,0.016,,,,,,,,,
-0.029,-0.014,0.014,,,,,,,,,
-0.03,-0.018,0.013,,,,,,,,,
-0.031,-0.019,0.011,,,,,,,,,
-0.029,-0.02,0.009,,,,,,,,,
-0.03,-0.021,0.009,,,,,,,,,
-0.034,-0.024,0.01,,,,,,,,,
-0.042,-0.031,0.01,,,,,,,,,
-0.047,-0.036,0.01,,,,,,,,,
-0.05,-0.041,0.008,,,,,,,,,
-0.05,-0.044,0.007,,,,,,,,,
-0.05,-0.045,0.005,,,,,,,,,
-0.049,-0.045,0.003,,,,,,,,,
-0.049,-0.044,0.004,,,,,,,,,
-0.049,-0.044,0.005,,,,,,,,,
-0.05,-0.045,0.005,,,,,,,,,
-0.049,-0.044,0.004,,,,,,,,,
-0.047,-0.044,0.003,,,,,,,,,
-0.045,-0.044,0.0,,,,,,,,,
-0.044,-0.045,0.0,,,,,,,,,
-0.043,-0.045,0.0,,,,,,,,,
-0.044,-0.044,0.0,,,,,,,,,
-0.045,-0.044,0.0,,,,,,,,,
-0.046,-0.045,0.0,,,,,,,,,
-0.044,-0.043,-0.001,,,,,,,,,
-0.04,-0.042,-0.003,,,,,,,,,
-0.039,-0.044,-0.005,,,,,,,,,
-0.044,-0.05,-0.005,,,,,,,,,
-0.052,-0.057,-0.005,,,,,,,,,
-0.057,-0.061,-0.004,,,,,,,,,
-0.059,-0.064,-0.004,,,,,,,,,
-0.059,-0.064,-0.004,,,,,,,,,
-0.058,-0.065,-0.007,,,,,,,,,
-0.056,-0.064,-0.008,,,,,,,,,
-0.055,-0.065,-0.01,,,,,,,,,
-0.054,-0.065,-0.01,,,,,,,,,
-0.055,-0.065,-0.009,,,,,,,,,
-0.055,-0.064,-0.009,,,,,,,,,
-0.055,-0.064,-0.01,,,,,,,,,
-0.054,-0.065,-0.01,,,,,,,,,
-0.053,-0.064,-0.011,,,,,,,,,
-0.054,-0.064,-0.01,,,,,,,,,
-0.057,-0.065,-0.007,,,,,,,,,
-0.059,-0.065,-0.005,,,,,,,,,
-0.059,-0.064,-0.004,,,,,,,,,
-0.06,-0.064,-0.004,,,,,,,,,
-0.059,-0.065,-0.005,,,,,,,,,
-0.06,-0.065,-0.004,,,,,,,,,
-0.059,-0.064,-0.005,,,,,,,,,
-0.059,-0.064,-0.005,,,,,,,,,
-0.059,-0.064,-0.005,,,,,,,,,
-0.06,-0.065,-0.004,,,,,,,,,
-0.059,-0.064,-0.004,,,,,,,,,
-0.06,-0.065,-0.005,,,,,,,,,
-0.06,-0.065,-0.005,,,,,,,,,
-0.059,-0.064,-0.004,,,,,,,,,
-0.059,-0.064,-0.004,,,,,,,,,
-0.061,-0.066,-0.005,,,,,,,,,
-0.064,-0.069,-0.005,,,,,,,,,
-0.065,-0.07,-0.004,,,,,,,,,
-0.065,-0.07,-0.004,,,,,,,,,
-0.064,-0.069,-0.005,,,,,,,,,
-0.065,-0.07,-0.005,,,,,,,,,
-0.065,-0.07,-0.004,,,,,,,,,
-0.065,-0.07,-0.005,,,,,,,,,
-0.064,-0.069,-0.005,,,,,,,,,
-0.065,-0.07,-0.005,,,,,,,,,
-0.065,-0.07,-0.005,,,,,,,,,
-0.065,-0.07,-0.004,,,,,,,,,
-0.065,-0.069,-0.004,,,,,,,,,
-0.068,-0.07,-0.001,,,,,,,,,
-0.07,-0.07,0.0,,,,,,,,,
-0.071,-0.07,0.0,,,,,,,,,
-0.07,-0.069,0.0,,,,,,,,,
-0.069,-0.07,0.0,,,,,,,,,
-0.07,-0.07,0.0,,,,,,,,,
-0.07,-0.07,0.0,,,,,,,,,
-0.069,-0.069,0.0,,,,,,,,,
-0.069,-0.07,0.0,,,,,,,,,
-0.07,-0.07,0.0,,,,,,,,,
-0.07,-0.07,0.0,,,,,,,,,
-0.069,-0.069,0.0,,,,,,,,,
-0.069,-0.07,0.0,,,,,,,,,
-0.07,-0.07,0.0,,,,,,,,,
-0.068,-0.069,0.0,,,,,,,,,
-0.066,-0.066,0.0,,,,,,,,,
-0.064,-0.065,0.0,,,,,,,,,
-0.064,-0.064,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.065,-0.064,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.064,-0.064,0.0,,,,,,,,,
-0.065,-0.064,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.064,-0.064,0.0,,,,,,,,,
-0.064,-0.065,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.064,-0.065,0.0,,,,,,,,,
-0.064,-0.064,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.065,-0.064,0.0,,,,,,,,,
-0.064,-0.064,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.064,-0.064,0.0,,,,,,,,,
-0.064,-0.064,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.065,-0.065,0.0,,,,,,,,,
-0.063,-0.062,0.0,,,,,,,,,
-0.06,-0.06,0.0,,,,,,,,,
-0.06,-0.06,0.0,,,,,,,,,
-0.06,-0.06,0.0,,,,,,,,,
-0.06,-0.06,0.0,,,,,,,,,
-0.059,-0.059,0.0,,,,,,,,,
-0.06,-0.06,0.0,,,,,,,,,
-0.06,-0.06,0.0,,,,,,,,,
-0.06,-0.059,0.0,,,,,,,,,
-0.059,-0.059,0.0,,,,,,,,,
-0.06,-0.06,0.0,,,,,,,,,
-0.06,-0.06,0.0,,,,,,,,,
-0.06,-0.059,0.0,,,,,,,,,
-0.059,-0.059,0.0,,,,,,,,,
-0.06,-0.059,0.0,,,,,,,,,
-0.06,-0.06,0.0,,,,,,,,,
-0.06,-0.059,0.0,,,,,,,,,
-0.059,-0.059,0.0,,,,,,,,,
-0.059,-0.06,0.0,,,,,,,,,
-0.06,-0.06,0.0,,,,,,,,,
-0.059,-0.059,0.0,,,,,,,,,
-0.059,-0.059,0.0,,,,,,,,,
-0.059,-0.059,0.0,,,,,,,,,
-0.06,-0.06,0.0,,,,,,,,,
-0.06,-0.06,0.0,,,,,,,,,
-0.059,-0.059,0.0,,,,,,,,,
-0.059,-0.06,0.0,,,,,,,,,
-0.059,-0.059,0.0,,,,,,,,,
-0.056,-0.057,0.0,,,,,,,,,
-0.054,-0.054,0.0,,,,,,,,,
-0.053,-0.053,0.0,,,,,,,,,
-0.054,-0.054,0.0,,,,,,,,,
-0.055,-0.055,0.0,,,,,,,,,
-0.055,-0.055,0.0,,,,,,,,,
-0.054,-0.055,0.0,,,,,,,,,
-0.054,-0.055,0.0,,,,,,,,,
-0.055,-0.055,0.0,,,,,,,,,
-0.055,-0.054,0.0,,,,,,,,,
-0.056,-0.054,0.001,,,,,,,,,
-0.055,-0.055,0.0,,,,,,,,,
-0.053,-0.055,-0.001,,,,,,,,,
-0.05,-0.054,-0.004,,,,,,,,,
-0.05,-0.054,-0.004,,,,,,,,,
-0.05,-0.055,-0.005,,,,,,,,,
-0.05,-0.055,-0.004,,,,,,,,,
-0.049,-0.054,-0.005,,,,,,,,,
-0.05,-0.054,-0.005,,,,,,,,,
-0.05,-0.055,-0.004,,,,,,,,,
-0.05,-0.055,-0.004,,,,,,,,,
-0.049,-0.054,-0.005,,,,,,,,,
-0.049,-0.054,-0.004,,,,,,,,,
-0.05,-0.054,-0.004,,,,,,,,,
-0.049,-0.055,-0.005,,,,,,,,,
-0.047,-0.055,-0.008,,,,,,,,,
-0.045,-0.055,-0.009,,,,,,,,,
-0.042,-0.053,-0.01,,,,,,,,,
-0.041,-0.051,-0.01,,,,,,,,,
-0.039,-0.049,-0.009,,,,,,,,,
-0.04,-0.05,-0.009,,,,,,,,,
-0.04,-0.05,-0.01,,,,,,,,,
-0.04,-0.05,-0.01,,,,,,,,,
-0.039,-0.049,-0.009,,,,,,,,,
-0.04,-0.05,-0.01,,,,,,,,,
-0.04,-0.05,-0.01,,,,,,,,,
-0.04,-0.05,-0.01,,,,,,,,,
-0.039,-0.049,-0.009,,,,,,,,,
-0.04,-0.05,-0.01,,,,,,,,,
-0.039,-0.05,-0.011,,,,,,,,,
-0.037,-0.05,-0.012,,,,,,,,,
-0.034,-0.049,-0.014,,,,,,,,,
-0.034,-0.05,-0.016,,,,,,,,,
-0.034,-0.05,-0.015,,,,,,,,,
-0.035,-0.05,-0.015,,,,,,,,,
-0.034,-0.049,-0.014,,,,,,,,,
-0.035,-0.049,-0.015,,,,,,,,,
-0.035,-0.05,-0.015,,,,,,,,,
-0.034,-0.05,-0.015,,,,,,,,,
-0.035,-0.049,-0.014,,,,,,,,,
-0.035,-0.049,-0.013,,,,,,,,,
-0.035,-0.05,-0.015,,,,,,,,,
-0.033,-0.049,-0.016,,,,,,,,,
-0.03,-0.049,-0.018,,,,,,,,,
-0.029,-0.05,-0.02,,,,,,,,,
-0.032,-0.053,-0.02,,,,,,,,,
-0.034,-0.054,-0.019,,,,,,,,,
-0.035,-0.055,-0.019,,,,,,,,,
-0.034,-0.054,-0.019,,,,,,,,,
-0.034,-0.054,-0.02,,,,,,,,,
-0.034,-0.054,-0.019,,,,,,,,,
-0.035,-0.054,-0.019,,,,,,,,,
-0.035,-0.054,-0.019,,,,,,,,,
-0.034,-0.055,-0.02,,,,,,,,,
-0.034,-0.054,-0.019,,,,,,,,,
-0.035,-0.054,-0.019,,,,,,,,,
-0.035,-0.055,-0.019,,,,,,,,,
-0.033,-0.055,-0.021,,,,,,,,,
-0.03,-0.054,-0.024,,,,,,,,,
-0.029,-0.054,-0.025,,,,,,,,,
-0.029,-0.053,-0.024,,,,,,,,,
-0.03,-0.055,-0.024,,,,,,,,,
-0.032,-0.057,-0.024,,,,,,,,,
-0.033,-0.058,-0.025,,,,,,,,,
-0.035,-0.059,-0.024,,,,,,,,,
-0.035,-0.06,-0.024,,,,,,,,,
-0.035,-0.059,-0.024,,,,,,,,,
-0.034,-0.059,-0.025,,,,,,,,,
-0.035,-0.059,-0.024,,,,,,,,,
-0.035,-0.06,-0.024,,,,,,,,,
-0.035,-0.059,-0.024,,,,,,,,,
-0.034,-0.059,-0.025,,,,,,,,,
-0.035,-0.06,-0.025,,,,,,,,,
-0.035,-0.06,-0.024,,,,,,,,,
-0.035,-0.06,-0.024,,,,,,,,,
-0.034,-0.059,-0.025,,,,,,,,,
-0.035,-0.06,-0.025,,,,,,,,,
-0.035,-0.059,-0.024,,,,,,,,,
-0.035,-0.06,-0.025,,,,,,,,,
-0.035,-0.06,-0.025,,,,,,,,,
-0.038,-0.063,-0.024,,,,,,,,,
-0.04,-0.065,-0.024,,,,,,,,,
-0.041,-0.066,-0.025,,,,,,,,,
-0.04,-0.065,-0.025,,,,,,,,,
-0.04,-0.065,-0.025,,,,,,,,,
-0.039,-0.064,-0.024,,,,,,,,,
-0.04,-0.064,-0.024,,,,,,,,,
-0.039,-0.065,-0.025,,,,,,,,,
-0.04,-0.064,-0.025,,,,,,,,,
-0.04,-0.065,-0.024,,,,,,,,,
-0.04,-0.065,-0.024,,,,,,,,,
-0.039,-0.064,-0.025,,,,,,,,,
-0.039,-0.064,-0.024,,,,,,,,,
-0.04,-0.065,-0.024,,,,,,,,,
-0.04,-0.065,-0.024,,,,,,,,,
-0.039,-0.064,-0.025,,,,,,,,,
-0.04,-0.064,-0.024,,,,,,,,,
-0.04,-0.065,-0.024,,,,,,,,,
-0.04,-0.064,-0.024,,,,,,,,,
-0.039,-0.064,-0.025,,,,,,,,,
-0.039,-0.065,-0.025,,,,,,,,,
-0.04,-0.065,-0.024,,,,,,,,,
-0.04,-0.064,-0.024,,,,,,,,,
-0.039,-0.064,-0.025,,,,,,,,,
-0.04,-0.064,-0.025,,,,,,,,,
-0.04,-0.065,-0.024,,,,,,,,,
-0.04,-0.064,-0.024,,,,,,,,,
-0.039,-0.064,-0.025,,,,,,,,,
-0.04,-0.064,-0.024,,,,,,,,,
-0.04,-0.065,-0.024,,,,,,,,,
-0.04,-0.064,-0.023,,,,,,,,,
-0.039,-0.064,-0.024,,,,,,,,,
-0.038,-0.064,-0.027,,,,,,,,,
-0.036,-0.065,-0.028,,,,,,,,,
-0.035,-0.065,-0.03,,,,,,,,,
-0.034,-0.064,-0.03,,,,,,,,,
-0.035,-0.064,-0.03,,,,,,,,,
-0.035,-0.065,-0.029,,,,,,,,,
-0.035,-0.065,-0.03,,,,,,,,,
-0.034,-0.064,-0.03,,,,,,,,,
-0.034,-0.064,-0.03,,,,,,,,,
-0.035,-0.065,-0.029,,,,,,,,,
-0.035,-0.065,-0.029,,,,,,,,,
-0.034,-0.064,-0.03,,,,,,,,,
-0.035,-0.064,-0.03,,,,,,,,,
-0.035,-0.065,-0.029,,,,,,,,,
-0.035,-0.065,-0.029,,,,,,,,,
-0.034,-0.064,-0.029,,,,,,,,,
-0.035,-0.064,-0.03,,,,,,,,,
-0.034,-0.065,-0.03,,,,,,,,,
-0.035,-0.065,-0.03,,,,,,,,,
-0.035,-0.065,-0.029,,,,,,,,,
-0.034,-0.064,-0.029,,,,,,,,,
-0.035,-0.065,-0.03,,,,,,,,,
-0.035,-0.065,-0.03,,,,,,,,,
-0.038,-0.068,-0.029,,,,,,,,,
-0.039,-0.069,-0.03,,,,,,,,,
-0.04,-0.07,-0.03,,,,,,,,,
-0.039,-0.069,-0.029,,,,,,,,,
-0.039,-0.069,-0.029,,,,,,,,,
-0.039,-0.07,-0.03,,,,,,,,,
-0.04,-0.07,-0.03,,,,,,,,,
-0.04,-0.069,-0.029,,,,,,,,,
-0.039,-0.069,-0.029,,,,,,,,,
-0.04,-0.07,-0.029,,,,,,,,,
-0.04,-0.07,-0.03,,,,,,,,,
-0.04,-0.069,-0.029,,,,,,,,,
-0.039,-0.069,-0.029,,,,,,,,,
-0.04,-0.07,-0.029,,,,,,,,,
-0.04,-0.07,-0.03,,,,,,,,,
-0.039,-0.07,-0.029,,,,,,,,,
-0.039,-0.069,-0.029,,,,,,,,,
-0.039,-0.069,-0.029,,,,,,,,,
-0.04,-0.07,-0.03,,,,,,,,,
-0.039,-0.069,-0.029,,,,,,,,,
-0.039,-0.069,-0.029,,,,,,,,,
-0.039,-0.07,-0.029,,,,,,,,,
-0.04,-0.07,-0.03,,,,,,,,,
-0.039,-0.07,-0.03,,,,,,,,,
-0.039,-0.069,-0.029,,,,,,,,,
-0.04,-0.07,-0.03,,,,,,,,,
-0.04,-0.07,-0.03,,,,,,,,,
-0.039,-0.07,-0.03,,,,,,,,,
-0.04,-0.069,-0.029,,,,,,,,,
-0.04,-0.07,-0.029,,,,,,,,,
-0.039,-0.07,-0.03,,,,,,,,,
-0.039,-0.07,-0.029,,,,,,,,,
-0.041,-0.069,-0.028,,,,,,,,,
-0.043,-0.07,-0.026,,,,,,,,,
-0.045,-0.07,-0.024,,,,,,,,,
-0.045,-0.07,-0.025,,,,,,,,,
-0.044,-0.069,-0.025,,,,,,,,,
-0.045,-0.069,-0.024,,,,,,,,,
-0.045,-0.07,-0.024,,,,,,,,,
-0.045,-0.069,-0.024,,,,,,,,,
-0.044,-0.069,-0.025,,,,,,,,,
-0.045,-0.07,-0.025,,,,,,,,,
-0.045,-0.07,-0.024,,,,,,,,,
-0.045,-0.07,-0.024,,,,,,,,,
-0.044,-0.069,-0.025,,,,,,,,,
-0.045,-0.07,-0.024,,,,,,,,,
-0.045,-0.07,-0.024,,,,,,,,,
-0.045,-0.07,-0.024,,,,,,,,,
-0.044,-0.069,-0.025,,,,,,,,,
-0.045,-0.07,-0.025,,,,,,,,,
-0.045,-0.07,-0.024,,,,,,,,,
-0.045,-0.07,-0.024,,,,,,,,,
-0.044,-0.07,-0.025,,,,,,,,,
-0.044,-0.069,-0.025,,,,,,,,,
-0.044,-0.069,-0.024,,,,,,,,,
-0.041,-0.067,-0.025,,,,,,,,,
-0.039,-0.064,-0.025,,,,,,,,,
