I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.014,0.1,0.115,,,,,,,,,
-0.014,0.1,0.115,,,,,,,,,
-0.014,0.099,0.115,,,,,,,,,
-0.016,0.098,0.114,,,,,,,,,
-0.018,0.096,0.115,,,,,,,,,
-0.02,0.094,0.114,,,,,,,,,
-0.02,0.094,0.114,,,,,,,,,
-0.02,0.094,0.115,,,,,,,,,
-0.018,0.096,0.115,,,,,,,,,
-0.019,0.095,0.115,,,,,,,,,
-0.021,0.094,0.116,,,,,,,,,
-0.026,0.091,0.118,,,,,,,,,
-0.029,0.09,0.12,,,,,,,,,
-0.031,0.089,0.12,,,,,,,,,
-0.03,0.089,0.12,,,,,,,,,
-0.029,0.09,0.119,,,,,,,,,
-0.028,0.091,0.12,,,,,,,,,
-0.029,0.09,0.12,,,,,,,,,
-0.031,0.088,0.12,,,,,,,,,
-0.034,0.085,0.119,,,,,,,,,
-0.035,0.084,0.12,,,,,,,,,
-0.035,0.085,0.12,,,,,,,,,
-0.035,0.085,0.12,,,,,,,,,
-0.035,0.083,0.118,,,,,,,,,
-0.034,0.08,0.116,,,,,,,,,
-0.034,0.079,0.114,,,,,,,,,
-0.033,0.08,0.115,,,,,,,,,
-0.034,0.079,0.115,,,,,,,,,
-0.036,0.078,0.115,,,,,,,,,
-0.038,0.075,0.114,,,,,,,,,
-0.039,0.075,0.114,,,,,,,,,
-0.04,0.075,0.115,,,,,,,,,
-0.04,0.075,0.115,,,,,,,,,
-0.039,0.073,0.113,,,,,,,,,
-0.039,0.071,0.111,,,,,,,,,
-0.04,0.069,0.109,,,,,,,,,
-0.04,0.069,0.109,,,,,,,,,
-0.039,0.07,0.11,,,,,,,,,
-0.038,0.071,0.109,,,,,,,,,
-0.039,0.07,0.109,,,,,,,,,
-0.041,0.068,0.11,,,,,,,,,
-0.043,0.066,0.11,,,,,,,,,
-0.045,0.065,0.11,,,,,,,,,
-0.043,0.064,0.108,,,,,,,,,
-0.04,0.065,0.105,,,,,,,,,
-0.04,0.064,0.104,,,,,,,,,
-0.043,0.062,0.105,,,,,,,,,
-0.044,0.06,0.105,,,,,,,,,
-0.044,0.06,0.105,,,,,,,,,
-0.044,0.06,0.104,,,,,,,,,
-0.045,0.059,0.104,,,,,,,,,
-0.048,0.056,0.105,,,,,,,,,
-0.05,0.055,0.105,,,,,,,,,
-0.05,0.054,0.104,,,,,,,,,
-0.05,0.055,0.104,,,,,,,,,
-0.049,0.054,0.104,,,,,,,,,
-0.05,0.051,0.102,,,,,,,,,
-0.049,0.05,0.099,,,,,,,,,
-0.05,0.049,0.098,,,,,,,,,
-0.05,0.05,0.099,,,,,,,,,
-0.049,0.05,0.1,,,,,,,,,
-0.05,0.049,0.1,,,,,,,,,
-0.049,0.05,0.1,,,,,,,,,
-0.048,0.051,0.1,,,,,,,,,
-0.046,0.054,0.1,,,,,,,,,
-0.042,0.055,0.098,,,,,,,,,
-0.041,0.055,0.097,,,,,,,,,
-0.04,0.054,0.095,,,,,,,,,
-0.04,0.055,0.094,,,,,,,,,
-0.039,0.055,0.094,,,,,,,,,
-0.04,0.055,0.094,,,,,,,,,
-0.04,0.054,0.095,,,,,,,,,
-0.04,0.055,0.095,,,,,,,,,
-0.04,0.055,0.094,,,,,,,,,
-0.04,0.055,0.095,,,,,,,,,
-0.039,0.054,0.094,,,,,,,,,
-0.038,0.054,0.093,,,,,,,,,
-0.04,0.055,0.095,,,,,,,,,
-0.048,0.054,0.102,,,,,,,,,
-0.056,0.054,0.111,,,,,,,,,
-0.061,0.054,0.115,,,,,,,,,
-0.058,0.055,0.113,,,,,,,,,
-0.055,0.054,0.109,,,,,,,,,
-0.053,0.054,0.108,,,,,,,,,
-0.054,0.054,0.109,,,,,,,,,
-0.055,0.055,0.11,,,,,,,,,
-0.054,0.054,0.109,,,,,,,,,
-0.054,0.054,0.109,,,,,,,,,
-0.055,0.054,0.11,,,,,,,,,
-0.055,0.055,0.11,,,,,,,,,
-0.054,0.054,0.11,,,,,,,,,
-0.054,0.054,0.109,,,,,,,,,
-0.055,0.054,0.11,,,,,,,,,
-0.055,0.055,0.11,,,,,,,,,
-0.055,0.054,0.109,,,,,,,,,
-0.054,0.054,0.109,,,,,,,,,
-0.054,0.055,0.11,,,,,,,,,
-0.055,0.055,0.11,,,,,,,,,
-0.055,0.055,0.11,,,,,,,,,
-0.054,0.054,0.109,,,,,,,,,
-0.054,0.054,0.109,,,,,,,,,
-0.055,0.055,0.11,,,,,,,,,
-0.054,0.054,0.109,,,,,,,,,
-0.055,0.054,0.109,,,,,,,,,
-0.055,0.055,0.109,,,,,,,,,
-0.054,0.055,0.11,,,,,,,,,
-0.054,0.055,0.11,,,,,,,,,
-0.055,0.054,0.109,,,,,,,,,
-0.055,0.054,0.11,,,,,,,,,
-0.054,0.055,0.11,,,,,,,,,
-0.054,0.055,0.11,,,,,,,,,
-0.055,0.054,0.11,,,,,,,,,
-0.055,0.055,0.109,,,,,,,,,
-0.054,0.055,0.109,,,,,,,,,
-0.054,0.054,0.109,,,,,,,,,
-0.055,0.054,0.11,,,,,,,,,
-0.056,0.053,0.11,,,,,,,,,
-0.055,0.054,0.109,,,,,,,,,
-0.052,0.057,0.11,,,,,,,,,
-0.051,0.058,0.11,,,,,,,,,
-0.05,0.059,0.109,,,,,,,,,
-0.049,0.06,0.109,,,,,,,,,
-0.05,0.06,0.11,,,,,,,,,
-0.05,0.059,0.11,,,,,,,,,
-0.05,0.06,0.11,,,,,,,,,
-0.049,0.06,0.109,,,,,,,,,
-0.05,0.06,0.11,,,,,,,,,
-0.05,0.06,0.11,,,,,,,,,
-0.05,0.059,0.109,,,,,,,,,
-0.049,0.059,0.109,,,,,,,,,
-0.049,0.059,0.11,,,,,,,,,
-0.049,0.06,0.11,,,,,,,,,
-0.049,0.06,0.11,,,,,,,,,
-0.05,0.059,0.11,,,,,,,,,
-0.05,0.06,0.11,,,,,,,,,
-0.049,0.06,0.109,,,,,,,,,
-0.047,0.06,0.107,,,,,,,,,
-0.044,0.059,0.104,,,,,,,,,
-0.043,0.059,0.104,,,,,,,,,
-0.044,0.06,0.104,,,,,,,,,
-0.045,0.059,0.105,,,,,,,,,
-0.045,0.059,0.105,,,,,,,,,
-0.045,0.059,0.105,,,,,,,,,
-0.045,0.06,0.105,,,,,,,,,
-0.045,0.06,0.105,,,,,,,,,
-0.044,0.059,0.103,,,,,,,,,
-0.041,0.06,0.102,,,,,,,,,
-0.039,0.06,0.099,,,,,,,,,
-0.039,0.059,0.099,,,,,,,,,
-0.039,0.059,0.099,,,,,,,,,
-0.039,0.059,0.1,,,,,,,,,
-0.04,0.06,0.1,,,,,,,,,
-0.04,0.06,0.1,,,,,,,,,
-0.04,0.059,0.099,,,,,,,,,
-0.039,0.059,0.1,,,,,,,,,
-0.038,0.06,0.099,,,,,,,,,
-0.037,0.059,0.097,,,,,,,,,
-0.034,0.059,0.094,,,,,,,,,
-0.033,0.059,0.093,,,,,,,,,
-0.034,0.06,0.094,,,,,,,,,
-0.036,0.06,0.094,,,,,,,,,
-0.036,0.058,0.095,,,,,,,,,
-0.035,0.06,0.095,,,,,,,,,
-0.03,0.064,0.094,,,,,,,,,
-0.025,0.069,0.095,,,,,,,,,
-0.025,0.07,0.095,,,,,,,,,
-0.027,0.068,0.096,,,,,,,,,
-0.03,0.064,0.095,,,,,,,,,
-0.028,0.063,0.093,,,,,,,,,
-0.025,0.064,0.09,,,,,,,,,
-0.023,0.064,0.09,,,,,,,,,
-0.024,0.064,0.09,,,,,,,,,
-0.024,0.065,0.089,,,,,,,,,
-0.025,0.065,0.089,,,,,,,,,
-0.025,0.064,0.09,,,,,,,,,
-0.025,0.064,0.09,,,,,,,,,
-0.024,0.065,0.091,,,,,,,,,
-0.024,0.065,0.089,,,,,,,,,
-0.022,0.065,0.087,,,,,,,,,
-0.02,0.064,0.086,,,,,,,,,
-0.019,0.065,0.084,,,,,,,,,
-0.018,0.065,0.084,,,,,,,,,
-0.019,0.065,0.085,,,,,,,,,
-0.022,0.063,0.085,,,,,,,,,
-0.024,0.06,0.085,,,,,,,,,
-0.025,0.059,0.085,,,,,,,,,
-0.026,0.059,0.086,,,,,,,,,
-0.024,0.06,0.084,,,,,,,,,
-0.021,0.06,0.082,,,,,,,,,
-0.022,0.059,0.081,,,,,,,,,
-0.029,0.06,0.089,,,,,,,,,
-0.043,0.06,0.104,,,,,,,,,
-0.054,0.06,0.115,,,,,,,,,
-0.056,0.059,0.116,,,,,,,,,
-0.051,0.059,0.111,,,,,,,,,
-0.048,0.06,0.108,,,,,,,,,
-0.049,0.06,0.109,,,,,,,,,
-0.05,0.059,0.11,,,,,,,,,
-0.05,0.059,0.109,,,,,,,,,
-0.049,0.06,0.109,,,,,,,,,
-0.051,0.058,0.11,,,,,,,,,
-0.053,0.056,0.11,,,,,,,,,
-0.054,0.055,0.11,,,,,,,,,
-0.055,0.054,0.109,,,,,,,,,
-0.054,0.055,0.11,,,,,,,,,
-0.055,0.055,0.11,,,,,,,,,
-0.054,0.055,0.109,,,,,,,,,
-0.054,0.054,0.109,,,,,,,,,
-0.055,0.055,0.11,,,,,,,,,
-0.055,0.055,0.11,,,,,,,,,
-0.054,0.055,0.108,,,,,,,,,
-0.051,0.054,0.106,,,,,,,,,
-0.05,0.055,0.105,,,,,,,,,
-0.049,0.055,0.104,,,,,,,,,
-0.05,0.054,0.104,,,,,,,,,
-0.05,0.055,0.105,,,,,,,,,
-0.05,0.055,0.105,,,,,,,,,
-0.05,0.054,0.105,,,,,,,,,
-0.05,0.055,0.105,,,,,,,,,
-0.05,0.054,0.104,,,,,,,,,
-0.05,0.054,0.105,,,,,,,,,
-0.053,0.051,0.105,,,,,,,,,
-0.055,0.05,0.105,,,,,,,,,
-0.055,0.049,0.104,,,,,,,,,
-0.054,0.05,0.105,,,,,,,,,
-0.054,0.05,0.105,,,,,,,,,
-0.055,0.049,0.106,,,,,,,,,
-0.054,0.049,0.105,,,,,,,,,
-0.053,0.049,0.103,,,,,,,,,
-0.051,0.05,0.101,,,,,,,,,
-0.049,0.05,0.099,,,,,,,,,
-0.049,0.049,0.099,,,,,,,,,
-0.05,0.05,0.1,,,,,,,,,
-0.05,0.049,0.1,,,,,,,,,
-0.05,0.049,0.099,,,,,,,,,
-0.049,0.05,0.099,,,,,,,,,
-0.049,0.051,0.1,,,,,,,,,
-0.049,0.05,0.1,,,,,,,,,
-0.052,0.047,0.099,,,,,,,,,
-0.053,0.045,0.099,,,,,,,,,
-0.054,0.045,0.099,,,,,,,,,
-0.055,0.045,0.1,,,,,,,,,
-0.055,0.044,0.099,,,,,,,,,
-0.054,0.044,0.099,,,,,,,,,
-0.054,0.045,0.099,,,,,,,,,
-0.055,0.045,0.1,,,,,,,,,
-0.055,0.044,0.1,,,,,,,,,
-0.055,0.044,0.1,,,,,,,,,
-0.053,0.044,0.098,,,,,,,,,
-0.05,0.045,0.096,,,,,,,,,
-0.049,0.044,0.094,,,,,,,,,
-0.05,0.044,0.094,,,,,,,,,
-0.049,0.045,0.094,,,,,,,,,
-0.049,0.045,0.095,,,,,,,,,
-0.049,0.045,0.095,,,,,,,,,
-0.051,0.043,0.095,,,,,,,,,
-0.052,0.042,0.095,,,,,,,,,
-0.054,0.04,0.094,,,,,,,,,
-0.055,0.039,0.095,,,,,,,,,
-0.055,0.039,0.095,,,,,,,,,
-0.055,0.04,0.095,,,,,,,,,
-0.054,0.04,0.094,,,,,,,,,
-0.055,0.04,0.095,,,,,,,,,
-0.055,0.039,0.095,,,,,,,,,
-0.055,0.04,0.095,,,,,,,,,
-0.054,0.04,0.094,,,,,,,,,
-0.055,0.04,0.095,,,,,,,,,
-0.055,0.039,0.095,,,,,,,,,
-0.055,0.04,0.095,,,,,,,,,
-0.054,0.04,0.094,,,,,,,,,
-0.054,0.04,0.095,,,,,,,,,
-0.055,0.039,0.095,,,,,,,,,
-0.055,0.04,0.095,,,,,,,,,
-0.054,0.04,0.094,,,,,,,,,
-0.054,0.04,0.095,,,,,,,,,
-0.056,0.038,0.095,,,,,,,,,
-0.058,0.037,0.095,,,,,,,,,
-0.059,0.035,0.095,,,,,,,,,
-0.061,0.034,0.095,,,,,,,,,
-0.061,0.033,0.094,,,,,,,,,
-0.06,0.035,0.095,,,,,,,,,
-0.059,0.035,0.095,,,,,,,,,
-0.06,0.035,0.094,,,,,,,,,
-0.062,0.032,0.094,,,,,,,,,
-0.064,0.031,0.095,,,,,,,,,
-0.064,0.03,0.095,,,,,,,,,
-0.065,0.029,0.095,,,,,,,,,
-0.065,0.029,0.094,,,,,,,,,
-0.066,0.029,0.095,,,,,,,,,
-0.065,0.029,0.095,,,,,,,,,
-0.063,0.032,0.094,,,,,,,,,
-0.057,0.037,0.094,,,,,,,,,
-0.049,0.044,0.094,,,,,,,,,
-0.044,0.053,0.097,,,,,,,,,
-0.041,0.058,0.1,,,,,,,,,
-0.038,0.06,0.098,,,,,,,,,
-0.039,0.057,0.097,,,,,,,,,
-0.045,0.055,0.1,,,,,,,,,
-0.058,0.053,0.112,,,,,,,,,
-0.07,0.054,0.125,,,,,,,,,
-0.077,0.054,0.131,,,,,,,,,
-0.074,0.055,0.13,,,,,,,,,
-0.07,0.054,0.124,,,,,,,,,
-0.067,0.054,0.122,,,,,,,,,
-0.069,0.054,0.124,,,,,,,,,
-0.07,0.055,0.125,,,,,,,,,
-0.071,0.055,0.125,,,,,,,,,
-0.069,0.054,0.124,,,,,,,,,
-0.068,0.054,0.122,,,,,,,,,
-0.066,0.055,0.121,,,,,,,,,
-0.065,0.054,0.119,,,,,,,,,
-0.064,0.054,0.119,,,,,,,,,
-0.065,0.054,0.119,,,,,,,,,
-0.065,0.055,0.12,,,,,,,,,
-0.065,0.054,0.119,,,,,,,,,
-0.063,0.054,0.118,,,,,,,,,
-0.062,0.054,0.117,,,,,,,,,
-0.059,0.055,0.115,,,,,,,,,
-0.059,0.054,0.113,,,,,,,,,
-0.059,0.054,0.114,,,,,,,,,
-0.06,0.054,0.114,,,,,,,,,
-0.06,0.055,0.115,,,,,,,,,
-0.06,0.054,0.114,,,,,,,,,
-0.059,0.053,0.113,,,,,,,,,
-0.059,0.05,0.11,,,,,,,,,
-0.06,0.05,0.109,,,,,,,,,
-0.06,0.049,0.109,,,,,,,,,
-0.059,0.05,0.11,,,,,,,,,
-0.06,0.05,0.11,,,,,,,,,
-0.059,0.049,0.11,,,,,,,,,
-0.059,0.049,0.108,,,,,,,,,
-0.057,0.05,0.106,,,,,,,,,
-0.055,0.049,0.105,,,,,,,,,
-0.054,0.05,0.104,,,,,,,,,
-0.055,0.05,0.104,,,,,,,,,
-0.055,0.049,0.105,,,,,,,,,
-0.056,0.05,0.105,,,,,,,,,
-0.054,0.05,0.104,,,,,,,,,
-0.052,0.05,0.103,,,,,,,,,
-0.051,0.049,0.101,,,,,,,,,
-0.05,0.049,0.1,,,,,,,,,
-0.049,0.05,0.099,,,,,,,,,
-0.05,0.05,0.1,,,,,,,,,
-0.05,0.049,0.1,,,,,,,,,
-0.05,0.05,0.1,,,,,,,,,
-0.048,0.05,0.098,,,,,,,,,
-0.047,0.05,0.096,,,,,,,,,
-0.045,0.049,0.095,,,,,,,,,
-0.044,0.049,0.094,,,,,,,,,
-0.044,0.05,0.094,,,,,,,,,
-0.046,0.048,0.095,,,,,,,,,
-0.048,0.046,0.095,,,,,,,,,
-0.05,0.045,0.094,,,,,,,,,
-0.051,0.044,0.095,,,,,,,,,
-0.051,0.044,0.094,,,,,,,,,
-0.049,0.045,0.094,,,,,,,,,
-0.047,0.044,0.092,,,,,,,,,
-0.045,0.044,0.089,,,,,,,,,
-0.045,0.044,0.088,,,,,,,,,
-0.045,0.045,0.089,,,,,,,,,
-0.045,0.045,0.09,,,,,,,,,
-0.044,0.045,0.09,,,,,,,,,
-0.045,0.044,0.09,,,,,,,,,
-0.046,0.044,0.09,,,,,,,,,
-0.046,0.044,0.089,,,,,,,,,
-0.043,0.045,0.088,,,,,,,,,
-0.041,0.045,0.087,,,,,,,,,
-0.039,0.045,0.084,,,,,,,,,
-0.041,0.043,0.084,,,,,,,,,
-0.043,0.04,0.084,,,,,,,,,
-0.045,0.04,0.084,,,,,,,,,
-0.045,0.039,0.085,,,,,,,,,
-0.045,0.039,0.085,,,,,,,,,
-0.044,0.04,0.084,,,,,,,,,
-0.045,0.039,0.085,,,,,,,,,
-0.044,0.04,0.084,,,,,,,,,
-0.042,0.039,0.082,,,,,,,,,
-0.039,0.039,0.079,,,,,,,,,
-0.039,0.04,0.079,,,,,,,,,
-0.039,0.04,0.079,,,,,,,,,
-0.04,0.039,0.08,,,,,,,,,
-0.04,0.039,0.08,,,,,,,,,
-0.04,0.039,0.079,,,,,,,,,
-0.039,0.04,0.079,,,,,,,,,
-0.039,0.039,0.079,,,,,,,,,
-0.04,0.038,0.08,,,,,,,,,
-0.044,0.036,0.08,,,,,,,,,
-0.045,0.034,0.08,,,,,,,,,
-0.044,0.034,0.077,,,,,,,,,
-0.04,0.034,0.075,,,,,,,,,
-0.039,0.034,0.074,,,,,,,,,
-0.039,0.035,0.075,,,,,,,,,
-0.04,0.034,0.075,,,,,,,,,
-0.039,0.034,0.074,,,,,,,,,
-0.039,0.034,0.074,,,,,,,,,
-0.04,0.035,0.075,,,,,,,,,
-0.041,0.035,0.076,,,,,,,,,
-0.04,0.034,0.074,,,,,,,,,
-0.038,0.035,0.072,,,,,,,,,
-0.035,0.035,0.071,,,,,,,,,
-0.035,0.034,0.069,,,,,,,,,
-0.035,0.034,0.069,,,,,,,,,
-0.035,0.034,0.069,,,,,,,,,
-0.034,0.035,0.07,,,,,,,,,
-0.034,0.034,0.07,,,,,,,,,
-0.035,0.033,0.07,,,,,,,,,
-0.038,0.031,0.07,,,,,,,,,
-0.04,0.03,0.07,,,,,,,,,
-0.038,0.028,0.068,,,,,,,,,
-0.038,0.029,0.067,,,,,,,,,
-0.044,0.03,0.073,,,,,,,,,
-0.054,0.03,0.085,,,,,,,,,
-0.064,0.029,0.095,,,,,,,,,
-0.069,0.028,0.098,,,,,,,,,
-0.07,0.025,0.095,,,,,,,,,
-0.069,0.025,0.093,,,,,,,,,
-0.07,0.024,0.094,,,,,,,,,
-0.07,0.024,0.094,,,,,,,,,
-0.071,0.023,0.095,,,,,,,,,
-0.07,0.023,0.094,,,,,,,,,
-0.069,0.025,0.095,,,,,,,,,
-0.065,0.03,0.095,,,,,,,,,
-0.06,0.035,0.095,,,,,,,,,
-0.056,0.038,0.094,,,,,,,,,
-0.054,0.04,0.095,,,,,,,,,
-0.055,0.039,0.095,,,,,,,,,
-0.058,0.036,0.095,,,,,,,,,
-0.06,0.034,0.094,,,,,,,,,
-0.061,0.033,0.095,,,,,,,,,
-0.06,0.034,0.095,,,,,,,,,
-0.059,0.035,0.094,,,,,,,,,
-0.059,0.035,0.094,,,,,,,,,
-0.06,0.034,0.094,,,,,,,,,
-0.06,0.034,0.095,,,,,,,,,
-0.059,0.035,0.095,,,,,,,,,
-0.059,0.035,0.094,,,,,,,,,
-0.06,0.035,0.095,,,,,,,,,
-0.059,0.035,0.095,,,,,,,,,
-0.059,0.035,0.094,,,,,,,,,
-0.06,0.034,0.094,,,,,,,,,
-0.059,0.035,0.095,,,,,,,,,
-0.059,0.035,0.095,,,,,,,,,
-0.06,0.035,0.095,,,,,,,,,
-0.061,0.033,0.095,,,,,,,,,
-0.064,0.03,0.095,,,,,,,,,
-0.065,0.029,0.094,,,,,,,,,
-0.065,0.03,0.094,,,,,,,,,
-0.064,0.03,0.095,,,,,,,,,
-0.065,0.03,0.095,,,,,,,,,
-0.065,0.029,0.094,,,,,,,,,
-0.065,0.03,0.095,,,,,,,,,
-0.064,0.03,0.095,,,,,,,,,
-0.064,0.029,0.095,,,,,,,,,
-0.065,0.029,0.094,,,,,,,,,
-0.065,0.029,0.095,,,,,,,,,
-0.064,0.03,0.095,,,,,,,,,
-0.065,0.03,0.094,,,,,,,,,
-0.065,0.029,0.094,,,,,,,,,
-0.065,0.029,0.094,,,,,,,,,
-0.064,0.03,0.095,,,,,,,,,
-0.066,0.029,0.094,,,,,,,,,
-0.068,0.026,0.095,,,,,,,,,
-0.069,0.024,0.094,,,,,,,,,
-0.07,0.024,0.094,,,,,,,,,
-0.07,0.024,0.094,,,,,,,,,
-0.069,0.025,0.095,,,,,,,,,
-0.07,0.025,0.095,,,,,,,,,
-0.069,0.024,0.095,,,,,,,,,
-0.068,0.025,0.092,,,,,,,,,
-0.066,0.024,0.09,,,,,,,,,
-0.065,0.024,0.09,,,,,,,,,
-0.064,0.025,0.09,,,,,,,,,
-0.065,0.024,0.09,,,,,,,,,
-0.065,0.024,0.089,,,,,,,,,
-0.065,0.024,0.089,,,,,,,,,
-0.065,0.025,0.09,,,,,,,,,
-0.065,0.025,0.09,,,,,,,,,
-0.064,0.024,0.089,,,,,,,,,
-0.065,0.024,0.089,,,,,,,,,
-0.065,0.025,0.09,,,,,,,,,
-0.066,0.023,0.089,,,,,,,,,
-0.067,0.021,0.089,,,,,,,,,
-0.07,0.019,0.089,,,,,,,,,
-0.071,0.019,0.09,,,,,,,,,
-0.07,0.019,0.09,,,,,,,,,
-0.069,0.02,0.088,,,,,,,,,
-0.067,0.02,0.087,,,,,,,,,
-0.065,0.019,0.085,,,,,,,,,
-0.065,0.019,0.084,,,,,,,,,
-0.064,0.019,0.083,,,,,,,,,
-0.065,0.019,0.084,,,,,,,,,
-0.065,0.02,0.085,,,,,,,,,
-0.065,0.019,0.084,,,,,,,,,
-0.065,0.019,0.084,,,,,,,,,
-0.065,0.019,0.084,,,,,,,,,
-0.064,0.021,0.085,,,,,,,,,
-0.062,0.022,0.084,,,,,,,,,
-0.059,0.024,0.084,,,,,,,,,
-0.057,0.026,0.085,,,,,,,,,
-0.056,0.029,0.085,,,,,,,,,
-0.054,0.03,0.084,,,,,,,,,
-0.05,0.034,0.083,,,,,,,,,
-0.045,0.039,0.084,,,,,,,,,
-0.038,0.048,0.087,,,,,,,,,
-0.032,0.056,0.089,,,,,,,,,
-0.028,0.061,0.089,,,,,,,,,
-0.027,0.059,0.086,,,,,,,,,
-0.025,0.055,0.08,,,,,,,,,
-0.021,0.049,0.071,,,,,,,,,
-0.018,0.048,0.066,,,,,,,,,
-0.023,0.053,0.077,,,,,,,,,
-0.032,0.066,0.098,,,,,,,,,
-0.035,0.079,0.115,,,,,,,,,
-0.026,0.091,0.117,,,,,,,,,
-0.013,0.099,0.113,,,,,,,,,
-0.008,0.109,0.118,,,,,,,,,
-0.01,0.121,0.133,,,,,,,,,
-0.014,0.129,0.145,,,,,,,,,
-0.013,0.133,0.147,,,,,,,,,
-0.007,0.134,0.142,,,,,,,,,
-0.003,0.135,0.138,,,,,,,,,
0.0,0.135,0.135,,,,,,,,,
0.0,0.135,0.135,,,,,,,,,
0.0,0.134,0.134,,,,,,,,,
0.0,0.135,0.135,,,,,,,,,
0.001,0.136,0.134,,,,,,,,,
0.006,0.137,0.131,,,,,,,,,
0.01,0.139,0.13,,,,,,,,,
0.01,0.14,0.13,,,,,,,,,
