I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.071,0.058,-0.011,,,,,,,,,
0.035,0.047,0.011,,,,,,,,,
0.044,-0.004,-0.049,,,,,,,,,
0.046,-0.058,-0.104,,,,,,,,,
0.043,-0.066,-0.109,,,,,,,,,
0.047,-0.084,-0.131,,,,,,,,,
0.048,-0.05,-0.099,,,,,,,,,
0.036,0.118,0.081,,,,,,,,,
0.027,0.112,0.085,,,,,,,,,
0.019,0.028,0.008,,,,,,,,,
0.015,0.041,0.026,,,,,,,,,
0.014,0.065,0.05,,,,,,,,,
-0.003,-0.122,-0.119,,,,,,,,,
0.003,-0.141,-0.144,,,,,,,,,
0.025,-0.03,-0.055,,,,,,,,,
0.042,-0.014,-0.056,,,,,,,,,
0.054,-0.038,-0.093,,,,,,,,,
0.059,0.123,0.063,,,,,,,,,
0.058,0.179,0.121,,,,,,,,,
0.052,0.087,0.035,,,,,,,,,
0.05,0.076,0.026,,,,,,,,,
0.059,0.134,0.075,,,,,,,,,
0.059,0.011,-0.047,,,,,,,,,
0.063,-0.06,-0.123,,,,,,,,,
0.072,0.041,-0.03,,,,,,,,,
0.075,0.079,0.003,,,,,,,,,
0.067,0.028,-0.039,,,,,,,,,
0.061,0.137,0.076,,,,,,,,,
0.059,0.252,0.193,,,,,,,,,
0.06,0.177,0.117,,,,,,,,,
0.059,0.141,0.081,,,,,,,,,
0.052,0.203,0.15,,,,,,,,,
0.053,0.117,0.063,,,,,,,,,
0.069,-0.019,-0.089,,,,,,,,,
0.084,0.06,-0.022,,,,,,,,,
0.106,0.125,0.019,,,,,,,,,
0.114,0.088,-0.025,,,,,,,,,
0.117,0.145,0.027,,,,,,,,,
0.119,0.285,0.165,,,,,,,,,
0.116,0.231,0.114,,,,,,,,,
0.105,0.161,0.055,,,,,,,,,
0.109,0.213,0.103,,,,,,,,,
0.104,0.191,0.085,,,,,,,,,
0.106,0.037,-0.068,,,,,,,,,
0.163,0.113,-0.049,,,,,,,,,
0.116,0.131,0.014,,,,,,,,,
0.091,0.049,-0.042,,,,,,,,,
0.133,0.067,-0.065,,,,,,,,,
0.105,0.206,0.101,,,,,,,,,
0.046,0.126,0.079,,,,,,,,,
0.055,0.025,-0.029,,,,,,,,,
0.085,0.072,-0.013,,,,,,,,,
0.073,0.095,0.022,,,,,,,,,
0.052,-0.073,-0.126,,,,,,,,,
0.047,-0.093,-0.142,,,,,,,,,
0.05,0.0,-0.05,,,,,,,,,
0.042,-0.014,-0.057,,,,,,,,,
0.03,-0.067,-0.098,,,,,,,,,
0.014,0.051,0.037,,,,,,,,,
0.001,0.091,0.09,,,,,,,,,
-0.008,0.006,0.015,,,,,,,,,
-0.015,0.004,0.02,,,,,,,,,
-0.023,0.045,0.07,,,,,,,,,
-0.026,-0.108,-0.08,,,,,,,,,
-0.017,-0.191,-0.173,,,,,,,,,
0.0,-0.09,-0.089,,,,,,,,,
0.009,-0.069,-0.079,,,,,,,,,
0.014,-0.125,-0.139,,,,,,,,,
-0.008,-0.029,-0.022,,,,,,,,,
-0.021,0.063,0.085,,,,,,,,,
-0.013,-0.022,-0.008,,,,,,,,,
-0.014,-0.059,-0.045,,,,,,,,,
-0.025,-0.014,0.011,,,,,,,,,
-0.05,-0.127,-0.076,,,,,,,,,
-0.058,-0.266,-0.208,,,,,,,,,
-0.033,-0.167,-0.134,,,,,,,,,
-0.012,-0.105,-0.092,,,,,,,,,
-0.006,-0.148,-0.141,,,,,,,,,
-0.016,-0.074,-0.059,,,,,,,,,
-0.026,0.078,0.104,,,,,,,,,
-0.034,-0.007,0.026,,,,,,,,,
-0.048,-0.093,-0.043,,,,,,,,,
-0.039,-0.051,-0.01,,,,,,,,,
-0.031,-0.086,-0.054,,,,,,,,,
-0.045,-0.257,-0.211,,,,,,,,,
-0.032,-0.197,-0.164,,,,,,,,,
-0.022,-0.109,-0.085,,,,,,,,,
-0.014,-0.136,-0.121,,,,,,,,,
-0.009,-0.131,-0.121,,,,,,,,,
-0.019,0.011,0.03,,,,,,,,,
-0.03,-0.015,0.014,,,,,,,,,
-0.046,-0.108,-0.062,,,,,,,,,
-0.046,-0.076,-0.03,,,,,,,,,
-0.034,-0.047,-0.012,,,,,,,,,
-0.034,-0.202,-0.167,,,,,,,,,
-0.03,-0.194,-0.163,,,,,,,,,
-0.015,-0.081,-0.064,,,,,,,,,
-0.02,-0.083,-0.062,,,,,,,,,
-0.044,-0.116,-0.072,,,,,,,,,
-0.039,0.027,0.066,,,,,,,,,
-0.024,0.076,0.102,,,,,,,,,
0.009,0.028,0.02,,,,,,,,,
-0.003,0.026,0.029,,,,,,,,,
-0.099,0.008,0.108,,,,,,,,,
-0.044,-0.026,0.017,,,,,,,,,
0.043,0.077,0.033,,,,,,,,,
0.082,0.248,0.165,,,,,,,,,
0.126,0.281,0.155,,,,,,,,,
0.152,0.247,0.095,,,,,,,,,
0.197,0.397,0.2,,,,,,,,,
0.289,0.51,0.221,,,,,,,,,
0.361,0.43,0.069,,,,,,,,,
0.382,0.411,0.028,,,,,,,,,
0.46,0.456,-0.003,,,,,,,,,
0.518,0.361,-0.155,,,,,,,,,
0.561,0.283,-0.278,,,,,,,,,
0.623,0.412,-0.211,,,,,,,,,
0.624,0.446,-0.177,,,,,,,,,
0.644,0.411,-0.232,,,,,,,,,
0.676,0.52,-0.156,,,,,,,,,
0.724,0.707,-0.017,,,,,,,,,
0.763,0.684,-0.079,,,,,,,,,
0.745,0.673,-0.071,,,,,,,,,
0.763,0.744,-0.018,,,,,,,,,
0.87,0.79,-0.079,,,,,,,,,
0.958,0.732,-0.226,,,,,,,,,
0.911,0.693,-0.217,,,,,,,,,
0.86,0.673,-0.187,,,,,,,,,
0.916,0.65,-0.265,,,,,,,,,
0.92,0.649,-0.27,,,,,,,,,
0.755,0.635,-0.119,,,,,,,,,
0.688,0.484,-0.203,,,,,,,,,
0.676,0.394,-0.282,,,,,,,,,
0.638,0.393,-0.244,,,,,,,,,
0.59,0.312,-0.278,,,,,,,,,
0.565,0.089,-0.476,,,,,,,,,
0.549,0.029,-0.519,,,,,,,,,
0.527,0.046,-0.479,,,,,,,,,
0.51,-0.028,-0.539,,,,,,,,,
0.487,-0.113,-0.6,,,,,,,,,
0.462,-0.028,-0.49,,,,,,,,,
0.437,-0.12,-0.558,,,,,,,,,
0.409,-0.25,-0.66,,,,,,,,,
0.381,-0.227,-0.61,,,,,,,,,
0.394,-0.215,-0.61,,,,,,,,,
0.412,-0.365,-0.778,,,,,,,,,
0.43,-0.43,-0.86,,,,,,,,,
0.435,-0.367,-0.802,,,,,,,,,
0.447,-0.378,-0.826,,,,,,,,,
0.458,-0.449,-0.909,,,,,,,,,
0.442,-0.316,-0.759,,,,,,,,,
0.425,-0.256,-0.682,,,,,,,,,
0.43,-0.339,-0.77,,,,,,,,,
0.413,-0.286,-0.7,,,,,,,,,
0.403,-0.23,-0.634,,,,,,,,,
0.365,-0.352,-0.719,,,,,,,,,
0.302,-0.456,-0.758,,,,,,,,,
0.252,-0.366,-0.618,,,,,,,,,
0.274,-0.321,-0.596,,,,,,,,,
0.256,-0.338,-0.596,,,,,,,,,
0.23,-0.217,-0.448,,,,,,,,,
0.172,-0.092,-0.264,,,,,,,,,
0.107,-0.176,-0.282,,,,,,,,,
0.127,-0.144,-0.272,,,,,,,,,
0.204,-0.056,-0.261,,,,,,,,,
0.118,-0.133,-0.252,,,,,,,,,
-0.061,-0.303,-0.241,,,,,,,,,
-0.057,-0.24,-0.183,,,,,,,,,
-0.06,-0.172,-0.111,,,,,,,,,
-0.059,-0.214,-0.153,,,,,,,,,
-0.06,-0.178,-0.118,,,,,,,,,
-0.09,-0.005,0.085,,,,,,,,,
-0.109,-0.043,0.065,,,,,,,,,
-0.137,-0.131,0.007,,,,,,,,,
-0.135,-0.088,0.047,,,,,,,,,
-0.114,-0.076,0.036,,,,,,,,,
-0.124,-0.25,-0.126,,,,,,,,,
-0.117,-0.233,-0.116,,,,,,,,,
-0.1,-0.129,-0.029,,,,,,,,,
-0.094,-0.153,-0.059,,,,,,,,,
-0.094,-0.179,-0.084,,,,,,,,,
-0.094,-0.008,0.086,,,,,,,,,
-0.099,0.013,0.112,,,,,,,,,
-0.111,-0.09,0.021,,,,,,,,,
-0.113,-0.072,0.04,,,,,,,,,
-0.105,-0.023,0.081,,,,,,,,,
-0.123,-0.183,-0.059,,,,,,,,,
-0.129,-0.241,-0.111,,,,,,,,,
-0.112,-0.129,-0.017,,,,,,,,,
-0.105,-0.129,-0.023,,,,,,,,,
-0.113,-0.194,-0.081,,,,,,,,,
-0.119,-0.053,0.066,,,,,,,,,
-0.123,0.041,0.165,,,,,,,,,
-0.132,-0.062,0.07,,,,,,,,,
-0.134,-0.072,0.061,,,,,,,,,
-0.132,-0.015,0.117,,,,,,,,,
-0.118,-0.115,0.002,,,,,,,,,
-0.106,-0.223,-0.117,,,,,,,,,
-0.097,-0.129,-0.03,,,,,,,,,
-0.089,-0.095,-0.006,,,,,,,,,
-0.101,-0.162,-0.061,,,,,,,,,
-0.101,-0.073,0.027,,,,,,,,,
-0.094,0.078,0.173,,,,,,,,,
-0.105,0.002,0.108,,,,,,,,,
-0.116,-0.036,0.08,,,,,,,,,
-0.133,0.006,0.139,,,,,,,,,
-0.142,-0.072,0.069,,,,,,,,,
-0.138,-0.236,-0.097,,,,,,,,,
-0.13,-0.165,-0.034,,,,,,,,,
-0.122,-0.096,0.024,,,,,,,,,
-0.121,-0.152,-0.032,,,,,,,,,
-0.115,-0.123,-0.007,,,,,,,,,
-0.104,0.058,0.163,,,,,,,,,
-0.112,0.014,0.126,,,,,,,,,
-0.121,-0.059,0.062,,,,,,,,,
-0.13,-0.015,0.114,,,,,,,,,
-0.143,-0.022,0.121,,,,,,,,,
-0.15,-0.19,-0.04,,,,,,,,,
-0.136,-0.168,-0.033,,,,,,,,,
-0.12,-0.08,0.039,,,,,,,,,
-0.11,-0.108,0.001,,,,,,,,,
-0.105,-0.121,-0.015,,,,,,,,,
-0.122,0.039,0.161,,,,,,,,,
-0.132,0.056,0.188,,,,,,,,,
-0.139,-0.026,0.112,,,,,,,,,
-0.145,0.0,0.144,,,,,,,,,
-0.145,0.03,0.174,,,,,,,,,
-0.153,-0.136,0.016,,,,,,,,,
-0.153,-0.183,-0.03,,,,,,,,,
-0.148,-0.083,0.065,,,,,,,,,
-0.143,-0.089,0.054,,,,,,,,,
-0.136,-0.13,0.006,,,,,,,,,
-0.128,0.007,0.136,,,,,,,,,
-0.137,0.083,0.22,,,,,,,,,
-0.155,-0.013,0.142,,,,,,,,,
-0.164,-0.015,0.149,,,,,,,,,
-0.16,0.05,0.21,,,,,,,,,
-0.165,-0.069,0.096,,,,,,,,,
-0.168,-0.178,-0.009,,,,,,,,,
-0.158,-0.074,0.084,,,,,,,,,
-0.155,-0.048,0.107,,,,,,,,,
-0.154,-0.105,0.05,,,,,,,,,
-0.152,-0.011,0.14,,,,,,,,,
-0.15,0.121,0.271,,,,,,,,,
-0.161,0.037,0.198,,,,,,,,,
-0.168,0.004,0.172,,,,,,,,,
-0.163,0.063,0.227,,,,,,,,,
-0.149,0.001,0.15,,,,,,,,,
-0.169,-0.148,0.021,,,,,,,,,
-0.189,-0.079,0.109,,,,,,,,,
-0.127,-0.027,0.098,,,,,,,,,
-0.117,-0.079,0.037,,,,,,,,,
-0.145,-0.038,0.106,,,,,,,,,
-0.139,0.132,0.272,,,,,,,,,
-0.152,0.092,0.244,,,,,,,,,
-0.164,0.034,0.198,,,,,,,,,
-0.161,0.1,0.26,,,,,,,,,
-0.153,0.097,0.25,,,,,,,,,
-0.16,-0.085,0.074,,,,,,,,,
-0.163,-0.062,0.1,,,,,,,,,
-0.11,0.014,0.125,,,,,,,,,
-0.087,-0.023,0.063,,,,,,,,,
-0.109,-0.018,0.092,,,,,,,,,
-0.092,0.172,0.264,,,,,,,,,
-0.091,0.185,0.276,,,,,,,,,
-0.096,0.098,0.195,,,,,,,,,
-0.093,0.136,0.23,,,,,,,,,
-0.09,0.171,0.261,,,,,,,,,
-0.078,0.002,0.08,,,,,,,,,
-0.09,-0.037,0.053,,,,,,,,,
-0.046,0.067,0.113,,,,,,,,,
0.005,0.055,0.05,,,,,,,,,
-0.026,0.012,0.039,,,,,,,,,
-0.026,0.152,0.178,,,,,,,,,
-0.02,0.227,0.247,,,,,,,,,
-0.034,0.134,0.169,,,,,,,,,
-0.039,0.143,0.182,,,,,,,,,
-0.041,0.213,0.254,,,,,,,,,
-0.035,0.089,0.124,,,,,,,,,
-0.035,-0.015,0.02,,,,,,,,,
0.001,0.082,0.081,,,,,,,,,
0.067,0.094,0.027,,,,,,,,,
0.056,0.035,-0.02,,,,,,,,,
0.035,0.132,0.098,,,,,,,,,
0.034,0.254,0.22,,,,,,,,,
0.029,0.156,0.127,,,,,,,,,
0.025,0.117,0.091,,,,,,,,,
0.019,0.172,0.152,,,,,,,,,
0.01,0.094,0.084,,,,,,,,,
0.012,-0.063,-0.075,,,,,,,,,
0.029,0.004,-0.025,,,,,,,,,
0.05,0.044,-0.005,,,,,,,,,
0.033,-0.022,-0.055,,,,,,,,,
0.032,0.026,-0.005,,,,,,,,,
0.056,0.205,0.149,,,,,,,,,
0.033,0.14,0.106,,,,,,,,,
0.01,0.071,0.061,,,,,,,,,
0.0,0.12,0.12,,,,,,,,,
0.001,0.093,0.092,,,,,,,,,
0.005,-0.095,-0.1,,,,,,,,,
0.004,-0.079,-0.083,,,,,,,,,
0.009,-0.018,-0.027,,,,,,,,,
0.005,-0.075,-0.08,,,,,,,,,
0.001,-0.088,-0.089,,,,,,,,,
0.014,0.084,0.069,,,,,,,,,
0.009,0.087,0.078,,,,,,,,,
0.002,0.012,0.01,,,,,,,,,
-0.003,0.051,0.054,,,,,,,,,
-0.015,0.067,0.083,,,,,,,,,
-0.024,-0.112,-0.087,,,,,,,,,
-0.023,-0.157,-0.134,,,,,,,,,
-0.014,-0.075,-0.061,,,,,,,,,
-0.011,-0.111,-0.099,,,,,,,,,
-0.019,-0.16,-0.14,,,,,,,,,
-0.007,0.003,0.011,,,,,,,,,
-0.007,0.076,0.084,,,,,,,,,
-0.017,-0.016,0.0,,,,,,,,,
-0.02,0.0,0.021,,,,,,,,,
-0.023,0.054,0.078,,,,,,,,,
-0.032,-0.084,-0.051,,,,,,,,,
-0.032,-0.19,-0.158,,,,,,,,,
-0.022,-0.101,-0.078,,,,,,,,,
-0.014,-0.103,-0.088,,,,,,,,,
-0.011,-0.167,-0.156,,,,,,,,,
-0.007,-0.061,-0.053,,,,,,,,,
-0.015,0.066,0.081,,,,,,,,,
-0.032,-0.02,0.012,,,,,,,,,
-0.044,-0.033,0.011,,,,,,,,,
-0.037,0.041,0.077,,,,,,,,,
-0.041,-0.052,-0.012,,,,,,,,,
-0.05,-0.223,-0.172,,,,,,,,,
-0.038,-0.145,-0.106,,,,,,,,,
-0.028,-0.116,-0.087,,,,,,,,,
-0.05,-0.186,-0.135,,,,,,,,,
-0.054,-0.124,-0.069,,,,,,,,,
-0.032,0.061,0.094,,,,,,,,,
-0.044,0.003,0.047,,,,,,,,,
-0.05,-0.044,0.006,,,,,,,,,
-0.042,0.03,0.072,,,,,,,,,
-0.033,0.009,0.042,,,,,,,,,
-0.035,-0.185,-0.15,,,,,,,,,
-0.035,-0.164,-0.129,,,,,,,,,
-0.033,-0.111,-0.078,,,,,,,,,
-0.042,-0.177,-0.135,,,,,,,,,
-0.048,-0.182,-0.132,,,,,,,,,
-0.035,0.009,0.044,,,,,,,,,
-0.044,0.012,0.056,,,,,,,,,
-0.057,-0.053,0.003,,,,,,,,,
-0.059,-0.001,0.058,,,,,,,,,
-0.06,0.019,0.081,,,,,,,,,
-0.064,-0.15,-0.085,,,,,,,,,
-0.058,-0.186,-0.127,,,,,,,,,
-0.053,-0.115,-0.06,,,,,,,,,
-0.046,-0.16,-0.114,,,,,,,,,
-0.03,-0.203,-0.173,,,,,,,,,
-0.033,-0.047,-0.014,,,,,,,,,
-0.035,0.024,0.06,,,,,,,,,
-0.036,-0.044,-0.008,,,,,,,,,
-0.04,-0.01,0.03,,,,,,,,,
-0.043,0.033,0.076,,,,,,,,,
-0.056,-0.105,-0.049,,,,,,,,,
-0.059,-0.2,-0.141,,,,,,,,,
-0.053,-0.122,-0.068,,,,,,,,,
-0.049,-0.141,-0.091,,,,,,,,,
-0.044,-0.202,-0.158,,,,,,,,,
-0.047,-0.089,-0.042,,,,,,,,,
-0.05,0.034,0.085,,,,,,,,,
-0.049,-0.041,0.008,,,,,,,,,
-0.05,-0.036,0.014,,,,,,,,,
-0.041,0.038,0.08,,,,,,,,,
-0.042,-0.047,-0.004,,,,,,,,,
-0.044,-0.199,-0.155,,,,,,,,,
-0.033,-0.126,-0.092,,,,,,,,,
-0.028,-0.111,-0.082,,,,,,,,,
-0.044,-0.195,-0.151,,,,,,,,,
-0.047,-0.136,-0.088,,,,,,,,,
-0.04,0.046,0.086,,,,,,,,,
-0.054,-0.007,0.047,,,,,,,,,
-0.063,-0.033,0.03,,,,,,,,,
-0.064,0.035,0.1,,,,,,,,,
-0.066,-0.002,0.064,,,,,,,,,
-0.069,-0.19,-0.12,,,,,,,,,
-0.061,-0.159,-0.097,,,,,,,,,
-0.052,-0.117,-0.065,,,,,,,,,
-0.05,-0.18,-0.13,,,,,,,,,
-0.048,-0.173,-0.125,,,,,,,,,
-0.04,0.004,0.044,,,,,,,,,
-0.036,0.004,0.04,,,,,,,,,
-0.031,-0.045,-0.014,,,,,,,,,
-0.031,0.01,0.042,,,,,,,,,
-0.042,0.02,0.062,,,,,,,,,
-0.054,-0.156,-0.102,,,,,,,,,
-0.049,-0.176,-0.126,,,,,,,,,
-0.039,-0.097,-0.058,,,,,,,,,
-0.043,-0.143,-0.1,,,,,,,,,
-0.048,-0.179,-0.131,,,,,,,,,
-0.028,-0.011,0.017,,,,,,,,,
-0.027,0.051,0.078,,,,,,,,,
-0.04,-0.022,0.018,,,,,,,,,
-0.044,0.019,0.063,,,,,,,,,
-0.044,0.065,0.111,,,,,,,,,
-0.054,-0.075,-0.021,,,,,,,,,
-0.045,-0.149,-0.103,,,,,,,,,
-0.021,-0.046,-0.025,,,,,,,,,
-0.01,-0.054,-0.044,,,,,,,,,
-0.013,-0.102,-0.089,,,,,,,,,
-0.02,0.016,0.037,,,,,,,,,
-0.016,0.138,0.155,,,,,,,,,
-0.008,0.065,0.074,,,,,,,,,
-0.005,0.082,0.086,,,,,,,,,
-0.007,0.163,0.17,,,,,,,,,
-0.016,0.064,0.082,,,,,,,,,
-0.018,-0.085,-0.067,,,,,,,,,
-0.009,-0.002,0.007,,,,,,,,,
-0.001,0.008,0.009,,,,,,,,,
0.014,-0.044,-0.058,,,,,,,,,
0.038,0.037,-0.001,,,,,,,,,
0.05,0.21,0.16,,,,,,,,,
0.039,0.169,0.128,,,,,,,,,
0.034,0.166,0.132,,,,,,,,,
0.037,0.228,0.191,,,,,,,,,
0.041,0.177,0.136,,,,,,,,,
0.046,0.007,-0.038,,,,,,,,,
0.063,0.053,-0.008,,,,,,,,,
0.073,0.095,0.021,,,,,,,,,
0.073,0.029,-0.044,,,,,,,,,
0.068,0.042,-0.027,,,,,,,,,
0.07,0.22,0.15,,,,,,,,,
0.069,0.196,0.125,,,,,,,,,
0.068,0.127,0.059,,,,,,,,,
0.059,0.175,0.115,,,,,,,,,
0.049,0.169,0.119,,,,,,,,,
0.049,-0.026,-0.076,,,,,,,,,
0.047,-0.054,-0.103,,,,,,,,,
0.038,-0.003,-0.042,,,,,,,,,
0.047,-0.059,-0.107,,,,,,,,,
0.064,-0.083,-0.147,,,,,,,,,
0.041,0.065,0.024,,,,,,,,,
0.022,0.107,0.085,,,,,,,,,
0.017,0.036,0.019,,,,,,,,,
0.006,0.074,0.068,,,,,,,,,
-0.003,0.104,0.107,,,,,,,,,
-0.017,-0.047,-0.03,,,,,,,,,
-0.025,-0.137,-0.112,,,,,,,,,
-0.032,-0.074,-0.041,,,,,,,,,
-0.034,-0.113,-0.079,,,,,,,,,
-0.031,-0.165,-0.134,,,,,,,,,
-0.027,-0.053,-0.025,,,,,,,,,
-0.034,0.049,0.084,,,,,,,,,
-0.041,-0.017,0.023,,,,,,,,,
-0.05,0.0,0.05,,,,,,,,,
-0.058,0.036,0.094,,,,,,,,,
-0.058,-0.07,-0.011,,,,,,,,,
-0.052,-0.202,-0.149,,,,,,,,,
-0.049,-0.137,-0.087,,,,,,,,,
-0.044,-0.146,-0.102,,,,,,,,,
-0.054,-0.221,-0.167,,,,,,,,,
-0.049,-0.145,-0.095,,,,,,,,,
-0.038,0.022,0.06,,,,,,,,,
-0.039,-0.035,0.004,,,,,,,,,
-0.04,-0.04,0.0,,,,,,,,,
-0.037,0.032,0.069,,,,,,,,,
-0.047,-0.02,0.028,,,,,,,,,
-0.061,-0.204,-0.143,,,,,,,,,
-0.055,-0.164,-0.109,,,,,,,,,
-0.046,-0.14,-0.093,,,,,,,,,
-0.042,-0.202,-0.159,,,,,,,,,
-0.038,-0.179,-0.14,,,,,,,,,
-0.035,-0.004,0.03,,,,,,,,,
-0.038,-0.015,0.023,,,,,,,,,
-0.047,-0.051,-0.003,,,,,,,,,
-0.048,0.017,0.067,,,,,,,,,
-0.052,0.022,0.074,,,,,,,,,
-0.064,-0.163,-0.098,,,,,,,,,
-0.056,-0.174,-0.118,,,,,,,,,
-0.039,-0.115,-0.076,,,,,,,,,
-0.048,-0.178,-0.13,,,,,,,,,
-0.058,-0.21,-0.153,,,,,,,,,
-0.023,-0.047,-0.023,,,,,,,,,
-0.022,0.01,0.033,,,,,,,,,
-0.036,-0.039,-0.003,,,,,,,,,
-0.04,0.027,0.067,,,,,,,,,
-0.045,0.081,0.126,,,,,,,,,
-0.048,-0.059,-0.01,,,,,,,,,
-0.056,-0.119,-0.062,,,,,,,,,
-0.071,-0.036,0.035,,,,,,,,,
-0.08,-0.048,0.03,,,,,,,,,
-0.068,-0.019,0.049,,,,,,,,,
-0.031,0.176,0.208,,,,,,,,,
0.028,0.35,0.321,,,,,,,,,
0.074,0.33,0.255,,,,,,,,,
0.096,0.385,0.289,,,,,,,,,
